Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Birmingham City,24,27.6,55.8,9,99,810,9.0,8,4,12,7,1,1,22,1,11.4,10.6,8.3,18.9,147,306,0.89,0.44,1.33,0.78,1.22,1.26,0.93,2.19,1.18,2.1
Blackburn,23,27.5,49.9,7,77,700,7.8,6,3,9,6,0,0,13,1,8.6,8.6,6.1,14.7,104,206,0.77,0.39,1.16,0.77,1.16,1.1,0.79,1.89,1.1,1.89
Bristol City,20,26.2,48.0,8,88,720,8.0,13,11,24,13,0,0,10,0,12.4,12.4,9.3,21.7,115,292,1.62,1.37,3.0,1.62,3.0,1.55,1.17,2.72,1.55,2.72
Charlton Ath,20,27.0,43.4,8,88,720,8.0,8,6,14,8,0,0,16,1,8.1,8.1,6.4,14.6,97,226,1.0,0.75,1.75,1.0,1.75,1.02,0.8,1.82,1.02,1.82
Coventry City,22,26.6,54.0,8,88,720,8.0,21,12,33,20,1,1,19,0,17.3,16.5,9.4,25.9,135,365,2.62,1.5,4.12,2.5,4.0,2.16,1.18,3.34,2.06,3.24
Derby County,24,28.0,44.0,8,88,720,8.0,10,4,14,8,2,2,25,0,6.3,4.9,2.7,7.6,79,187,1.25,0.5,1.75,1.0,1.5,0.79,0.34,1.13,0.61,0.95
Hull City,26,26.7,47.3,8,88,720,8.0,13,10,23,13,0,0,19,0,11.5,11.5,9.2,20.7,108,225,1.62,1.25,2.87,1.62,2.87,1.44,1.14,2.59,1.44,2.59
Ipswich Town,25,26.9,57.3,7,77,700,7.8,11,4,15,8,3,3,12,0,12.1,9.9,7.3,17.2,109,270,1.41,0.51,1.93,1.03,1.54,1.56,0.93,2.49,1.27,2.21
Leicester City,25,26.6,57.9,8,88,720,8.0,9,8,17,9,0,0,14,1,8.6,8.6,7.4,16.0,167,311,1.13,1.0,2.12,1.13,2.12,1.07,0.93,2.0,1.07,2.0
Middlesbrough,23,26.2,49.9,8,88,720,8.0,12,10,22,12,0,0,21,0,7.6,7.6,6.4,14.0,125,281,1.5,1.25,2.75,1.5,2.75,0.95,0.8,1.75,0.95,1.75
Millwall,26,26.1,48.5,8,88,720,8.0,6,4,10,6,0,0,17,0,9.9,9.9,8.2,18.2,100,301,0.75,0.5,1.25,0.75,1.25,1.24,1.03,2.27,1.24,2.27
Norwich City,24,25.3,51.1,8,88,720,8.0,10,7,17,9,1,1,15,1,11.9,11.1,8.9,19.9,129,266,1.25,0.87,2.12,1.13,2.0,1.48,1.11,2.59,1.38,2.49
Oxford United,25,26.6,43.1,8,88,720,8.0,8,4,12,8,0,0,7,0,8.9,8.9,6.9,15.8,89,209,1.0,0.5,1.5,1.0,1.5,1.11,0.87,1.98,1.11,1.98
Portsmouth,26,27.1,50.9,8,88,720,8.0,7,4,11,7,0,1,18,0,10.0,9.2,6.8,16.0,103,262,0.87,0.5,1.37,0.87,1.37,1.25,0.85,2.1,1.15,2.0
Preston,19,26.9,43.9,8,88,720,8.0,9,7,16,8,1,1,21,0,8.5,7.7,6.0,13.7,104,171,1.13,0.87,2.0,1.0,1.87,1.06,0.75,1.81,0.96,1.71
QPR,25,25.1,47.9,8,88,720,8.0,9,6,15,8,1,1,16,0,9.0,8.3,6.4,14.6,108,255,1.13,0.75,1.87,1.0,1.75,1.12,0.8,1.92,1.03,1.83
Sheffield Utd,25,25.2,54.9,8,88,720,8.0,3,3,6,3,0,0,16,0,7.0,7.0,5.5,12.5,130,271,0.37,0.37,0.75,0.37,0.75,0.87,0.69,1.56,0.87,1.56
Sheffield Weds,20,27.5,41.3,8,88,720,8.0,8,4,12,8,0,0,13,1,8.9,8.9,7.4,16.3,71,199,1.0,0.5,1.5,1.0,1.5,1.11,0.92,2.03,1.11,2.03
Southampton,27,25.5,58.6,8,88,720,8.0,10,6,16,10,0,1,23,0,13.3,12.5,10.0,22.6,136,351,1.25,0.75,2.0,1.25,2.0,1.66,1.26,2.92,1.57,2.82
Stoke City,19,25.7,51.6,8,88,720,8.0,10,8,18,10,0,0,16,1,10.4,10.4,8.0,18.4,122,292,1.25,1.0,2.25,1.25,2.25,1.3,1.0,2.3,1.3,2.3
Swansea City,20,25.9,56.3,8,88,720,8.0,9,8,17,9,0,0,19,0,7.5,7.5,6.3,13.8,117,261,1.13,1.0,2.12,1.13,2.12,0.94,0.79,1.72,0.94,1.72
Watford,27,24.9,50.6,8,88,720,8.0,9,6,15,9,0,0,17,1,10.1,10.1,7.2,17.3,121,267,1.13,0.75,1.87,1.13,1.87,1.26,0.89,2.16,1.26,2.16
West Brom,23,26.2,51.5,8,88,720,8.0,9,6,15,9,0,0,15,1,9.4,9.4,6.6,16.1,138,296,1.13,0.75,1.87,1.13,1.87,1.18,0.83,2.01,1.18,2.01
Wrexham,23,28.1,43.6,9,99,810,9.0,14,11,25,13,1,1,13,0,12.5,11.8,8.3,20.1,130,272,1.56,1.22,2.78,1.44,2.67,1.39,0.92,2.32,1.31,2.23
