Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
Squad,# Pl,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Birmingham City,24,9.0,22,1,1,115,108,13,187,80,73,1,1,1,348,168,134,55.6
Blackburn,23,7.8,13,1,0,95,90,17,140,48,95,0,2,0,262,147,139,51.4
Bristol City,20,8.0,10,0,0,79,97,16,120,81,77,0,1,0,358,171,158,52.0
Charlton Ath,20,8.0,16,1,1,99,101,12,171,67,72,0,0,0,293,216,238,47.6
Coventry City,22,8.0,19,0,0,86,81,17,194,62,62,1,1,0,304,123,134,47.9
Derby County,24,8.0,25,0,0,104,71,12,136,52,80,0,2,0,299,193,182,51.5
Hull City,26,8.0,19,0,0,91,74,16,132,46,80,0,0,0,302,148,160,48.1
Ipswich Town,25,7.8,12,0,0,85,99,16,144,53,47,2,2,0,267,144,94,60.5
Leicester City,25,8.0,14,1,0,77,97,7,150,46,66,0,0,1,287,104,126,45.2
Middlesbrough,23,8.0,21,0,0,80,89,10,108,49,97,0,0,0,328,113,102,52.6
Millwall,26,8.0,17,0,0,115,76,19,172,70,88,0,0,0,333,199,149,57.2
Norwich City,24,8.0,15,1,0,66,84,15,131,67,94,1,1,0,342,111,161,40.8
Oxford United,25,8.0,7,0,0,98,89,23,135,74,100,0,0,0,314,156,146,51.7
Portsmouth,26,8.0,18,0,0,84,99,20,198,52,66,1,0,0,307,182,173,51.3
Preston,19,8.0,21,0,0,79,63,16,157,74,85,1,0,1,298,137,145,48.6
QPR,25,8.0,16,0,0,89,78,20,121,51,78,0,0,0,289,194,180,51.9
Sheffield Utd,25,8.0,16,0,0,104,100,8,168,54,70,0,1,0,309,143,159,47.4
Sheffield Weds,20,8.0,13,1,1,99,79,6,125,74,75,0,1,1,294,137,199,40.8
Southampton,27,8.0,23,0,0,106,105,14,200,57,67,1,1,1,291,105,124,45.9
Stoke City,19,8.0,16,1,1,81,73,25,188,54,58,0,0,0,318,135,134,50.2
Swansea City,20,8.0,19,0,0,88,111,23,128,63,76,0,0,0,292,133,183,42.1
Watford,27,8.0,17,1,0,99,88,13,153,62,69,0,0,0,296,169,141,54.5
West Brom,23,8.0,15,1,1,78,74,18,167,58,73,0,0,1,312,148,142,51.0
Wrexham,23,9.0,13,0,0,72,84,20,176,78,107,1,0,1,340,174,147,54.2
