Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Unnamed: 18_level_0
Squad,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
vs Birmingham City,24,9.0,135,87,74,45,16,65,122,53.3,57,95,35,60,78,213,301,1
vs Blackburn,23,7.8,108,73,50,45,13,52,95,54.7,43,87,19,68,71,179,226,0
vs Bristol City,20,8.0,127,78,66,49,12,48,90,53.3,42,105,40,65,76,203,200,5
vs Charlton Ath,20,8.0,130,78,72,43,15,48,89,53.9,41,71,31,40,48,178,319,2
vs Coventry City,22,8.0,129,79,75,43,11,65,114,57.0,49,86,39,47,48,177,319,8
vs Derby County,24,8.0,112,65,53,46,13,43,86,50.0,43,74,21,53,55,167,252,2
vs Hull City,26,8.0,112,69,49,50,13,64,120,53.3,56,83,33,50,66,178,229,2
vs Ipswich Town,25,7.8,126,74,57,44,25,65,115,56.5,50,70,22,48,57,183,200,6
vs Leicester City,25,8.0,154,92,77,56,21,87,180,48.3,93,86,29,57,74,228,191,2
vs Middlesbrough,23,8.0,174,103,74,84,16,80,148,54.1,68,103,29,74,79,253,202,7
vs Millwall,26,8.0,122,75,68,39,15,51,97,52.6,46,103,33,70,44,166,296,7
vs Norwich City,24,8.0,140,89,59,57,24,73,139,52.5,66,72,23,49,58,198,222,3
vs Oxford United,25,8.0,134,75,49,61,24,56,109,51.4,53,97,34,63,57,191,289,4
vs Portsmouth,26,8.0,119,73,59,51,9,53,93,57.0,40,76,32,44,71,190,304,3
vs Preston,19,8.0,111,70,50,42,19,49,91,53.8,42,83,18,65,52,163,220,5
vs QPR,25,8.0,121,68,72,42,7,52,93,55.9,41,83,27,56,65,186,224,4
vs Sheffield Utd,25,8.0,136,80,65,51,20,68,118,57.6,50,91,34,57,77,213,290,2
vs Sheffield Weds,20,8.0,99,60,50,38,11,52,99,52.5,47,81,24,57,52,151,237,2
vs Southampton,27,8.0,114,65,65,42,7,52,112,46.4,60,84,33,51,52,166,276,4
vs Stoke City,19,8.0,136,89,60,59,17,67,122,54.9,55,74,37,37,61,197,280,7
vs Swansea City,20,8.0,114,72,51,51,12,50,105,47.6,55,85,21,64,85,199,204,0
vs Watford,27,8.0,152,87,65,61,26,67,131,51.1,64,81,28,53,49,201,250,5
vs West Brom,23,8.0,129,75,52,66,11,54,110,49.1,56,82,28,54,43,172,183,6
vs Wrexham,23,9.0,116,79,52,48,16,51,108,47.2,57,77,26,51,54,170,209,4
