Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
Blackburn,2,46.0,48,3,2,6,0,52.9,0.29,4.9,0.11,192,702,27.4,1093,146,46.2,35.5,365,54.0,40.2,695,26,3.7,20,0.43,10.6
Bristol City,1,46.0,55,2,2,7,0,54.6,0.32,-0.4,-0.01,236,770,30.6,1123,218,55.5,39.6,313,47.0,37.8,555,37,6.7,79,1.72,17.3
Burnley,2,46.0,16,0,1,3,0,27.9,0.26,11.9,0.26,150,582,25.8,1467,198,28.1,24.7,309,55.0,44.3,540,32,5.9,50,1.09,12.8
Cardiff City,2,46.0,73,3,1,8,4,65.1,0.33,-3.9,-0.08,203,708,28.7,1072,136,48.4,38.3,348,54.3,42.7,568,22,3.9,58,1.26,15.6
Coventry City,3,46.0,58,1,1,8,3,53.0,0.32,-2.0,-0.04,195,610,32.0,1277,142,35.6,38.9,311,49.8,40.6,577,19,3.3,69,1.5,20.9
Derby County,2,46.0,56,1,3,4,1,56.7,0.34,1.7,0.04,258,901,28.6,1080,188,59.4,46.3,337,77.2,56.1,642,53,8.3,33,0.72,12.0
Hull City,2,46.0,54,4,0,8,2,53.4,0.29,1.4,0.03,131,470,27.9,1731,194,19.8,25.2,356,35.7,30.8,717,38,5.3,65,1.41,14.9
Leeds United,2,46.0,30,3,0,3,4,26.1,0.24,0.1,0.0,97,379,25.6,1329,201,23.8,31.0,221,28.5,29.6,414,39,9.4,41,0.89,13.6
Luton Town,2,46.0,69,2,1,11,1,62.3,0.32,-5.7,-0.12,386,1066,36.2,1252,126,61.6,43.6,375,78.7,55.0,631,29,4.6,76,1.65,18.2
Middlesbrough,4,46.0,56,0,0,8,3,52.8,0.32,-0.2,0.0,99,467,21.2,1163,219,29.1,27.0,322,39.8,35.1,617,45,7.3,60,1.3,15.1
Millwall,3,46.0,49,1,2,9,4,46.8,0.3,1.8,0.04,230,911,25.2,985,106,63.7,54.9,308,92.2,62.4,655,32,4.9,46,1.0,13.5
Norwich City,3,46.0,68,6,0,8,2,57.2,0.29,-8.8,-0.19,93,387,24.0,1421,235,23.1,26.2,323,18.3,22.5,635,29,4.6,78,1.7,15.1
Oxford United,2,46.0,65,2,0,4,2,74.4,0.35,11.4,0.25,282,886,31.8,1422,197,44.9,28.8,444,55.9,41.4,810,38,4.7,51,1.11,17.0
Plymouth Argyle,2,46.0,88,4,0,12,2,92.9,0.38,6.9,0.15,262,1059,24.7,1548,187,48.7,35.2,438,69.6,51.1,785,27,3.4,42,0.91,14.9
Portsmouth,4,46.0,71,4,2,10,5,68.4,0.31,2.4,0.05,359,1183,30.3,1385,103,68.2,39.8,332,71.7,53.7,631,15,2.4,110,2.39,15.0
Preston,2,46.0,59,6,1,7,1,51.7,0.29,-6.3,-0.14,308,795,38.7,1430,249,43.2,35.8,368,48.1,39.6,664,40,6.0,71,1.54,14.5
QPR,2,46.0,63,3,1,6,3,61.1,0.34,1.1,0.02,207,664,31.2,1303,186,39.0,33.5,355,43.9,37.0,688,11,1.6,39,0.85,13.8
Sheffield Utd,2,46.0,36,4,0,7,1,41.1,0.25,6.1,0.13,264,700,37.7,1436,198,38.3,32.7,308,48.7,41.3,666,63,9.5,37,0.8,9.2
Sheffield Weds,2,46.0,69,4,0,10,0,67.0,0.37,-2.0,-0.04,227,671,33.8,1368,159,37.1,30.5,327,50.2,40.1,598,34,5.7,40,0.87,10.8
Stoke City,1,46.0,62,3,0,7,5,71.4,0.33,14.4,0.31,196,700,28.0,1336,209,39.2,34.5,357,49.3,40.1,753,50,6.6,102,2.22,16.1
Sunderland,2,46.0,44,4,1,2,5,41.0,0.27,2.0,0.04,169,569,29.7,1264,212,31.8,34.4,350,47.7,40.7,612,27,4.4,32,0.7,12.6
Swansea City,1,46.0,56,4,0,6,3,54.5,0.31,1.5,0.03,310,965,32.1,1674,188,49.3,37.2,327,42.8,35.7,600,40,6.7,38,0.83,13.9
Watford,3,46.0,61,0,1,5,1,68.6,0.35,8.6,0.19,198,642,30.8,1187,192,40.6,28.5,375,42.7,34.9,678,26,3.8,45,0.98,15.5
West Brom,3,46.0,47,1,1,6,3,44.9,0.29,0.9,0.02,214,692,30.9,1480,217,37.0,36.1,313,46.3,38.6,685,42,6.1,55,1.2,13.1
