Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
vs Birmingham City,24,44.2,9.0,4597,575,1720,2005,918,134,4596,133,57,42.9,66,49.6,2037,9425,4101,71,55,16,158,63,2515,203
vs Blackburn,23,50.1,7.8,3913,389,1361,1696,901,141,3911,149,60,40.3,81,54.4,1951,11408,5552,104,77,32,105,67,2344,207
vs Bristol City,20,52.0,8.0,4616,483,1540,2131,987,174,4615,116,49,42.2,63,54.3,2345,12111,5685,105,76,34,134,66,2686,228
vs Charlton Ath,20,56.6,8.0,4621,597,1718,1885,1052,163,4621,101,47,46.5,53,52.5,2321,12774,6387,135,110,30,126,70,2622,242
vs Coventry City,22,46.0,8.0,4189,650,1733,1687,803,120,4188,103,53,51.5,44,42.7,1931,9800,4846,92,56,28,130,50,2404,217
vs Derby County,24,56.0,8.0,4866,419,1445,2271,1191,194,4864,96,41,42.7,51,53.1,2509,12832,6250,132,90,30,119,76,3049,328
vs Hull City,26,52.8,8.0,4745,442,1324,2141,1322,221,4745,125,58,46.4,61,48.8,2459,13050,6109,131,97,33,154,69,2906,319
vs Ipswich Town,25,42.7,7.8,3318,463,1324,1326,701,108,3316,70,29,41.4,36,51.4,1488,6813,3253,61,49,21,88,44,1747,154
vs Leicester City,25,42.1,8.0,4001,471,1384,1658,1007,177,4001,105,50,47.6,47,44.8,2066,11054,5267,98,70,31,113,55,2386,256
vs Middlesbrough,23,50.1,8.0,4913,501,1677,2225,1058,140,4913,146,63,43.2,70,47.9,2626,13529,6826,132,99,29,113,79,3159,260
vs Millwall,26,51.5,8.0,4662,549,1690,1948,1061,149,4662,134,56,41.8,68,50.7,2136,11055,5464,102,84,23,149,85,2733,255
vs Norwich City,24,48.9,8.0,4656,475,1519,1956,1228,198,4655,141,55,39.0,82,58.2,2355,12101,5960,135,90,31,135,70,2762,301
vs Oxford United,25,56.9,8.0,5083,523,1662,2260,1206,202,5083,148,63,42.6,78,52.7,2508,12765,6781,141,87,45,116,80,3115,294
vs Portsmouth,26,49.1,8.0,4461,585,1811,1758,947,156,4461,105,55,52.4,43,41.0,2127,11311,5300,113,75,29,115,71,2489,242
vs Preston,19,56.1,8.0,4712,442,1488,2062,1214,184,4712,126,52,41.3,70,55.6,2551,14158,7194,146,95,45,122,74,2881,295
vs QPR,25,52.1,8.0,4405,485,1545,1905,996,171,4405,111,50,45.0,55,49.5,2171,10800,5099,97,65,33,120,71,2559,248
vs Sheffield Utd,25,45.1,8.0,4300,578,1638,1693,1024,204,4299,106,52,49.1,43,40.6,2016,11377,5909,131,97,44,141,69,2370,274
vs Sheffield Weds,20,58.8,8.0,4893,464,1479,2237,1222,195,4892,126,55,43.7,56,44.4,2640,13805,7299,156,102,31,115,73,3013,331
vs Southampton,27,41.4,8.0,3840,517,1407,1639,839,129,3839,103,46,44.7,44,42.7,1920,10264,4988,101,79,31,130,65,2139,194
vs Stoke City,19,48.4,8.0,4267,554,1636,1767,910,161,4267,95,44,46.3,48,50.5,2195,11752,5922,134,93,37,117,71,2529,243
vs Swansea City,20,43.8,8.0,4066,417,1389,1728,981,167,4066,123,51,41.5,61,49.6,1794,8466,3922,90,59,26,123,72,2233,224
vs Watford,27,49.4,8.0,4246,452,1339,1722,1231,145,4246,96,42,43.8,47,49.0,2225,11302,5500,109,105,19,114,62,2436,262
vs West Brom,23,48.5,8.0,4732,498,1532,2236,992,127,4732,133,64,48.1,59,44.4,2578,12547,6166,99,78,14,104,51,3090,277
vs Wrexham,23,56.4,9.0,5914,541,1773,2735,1458,265,5914,175,82,46.9,86,49.1,3474,18828,9730,169,128,33,142,85,3921,407
