Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Unnamed: 18_level_0
Squad,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
vs Blackburn,33,46.0,787,450,334,326,127,346,657,52.7,311,467,132,335,352,1139,1110,13
vs Bristol City,24,46.0,698,435,373,247,78,313,565,55.4,252,540,187,353,399,1097,1392,26
vs Burnley,38,46.0,800,499,396,311,93,390,716,54.5,326,463,161,302,393,1193,1244,27
vs Cardiff City,33,46.0,726,449,340,286,100,332,687,48.3,355,501,163,338,383,1109,1286,17
vs Coventry City,26,46.0,704,442,374,249,81,293,532,55.1,239,477,170,307,369,1073,1302,14
vs Derby County,33,46.0,692,434,303,296,93,308,586,52.6,278,510,144,366,324,1016,1411,16
vs Hull City,37,46.0,756,470,345,294,117,337,683,49.3,346,510,153,357,391,1147,1323,16
vs Leeds United,28,46.0,811,486,432,304,75,351,696,50.4,345,625,233,392,433,1244,1335,29
vs Luton Town,37,46.0,852,542,449,292,111,408,743,54.9,335,485,175,310,335,1187,1663,21
vs Middlesbrough,33,46.0,835,503,415,302,118,410,753,54.4,343,567,212,355,461,1296,1104,18
vs Millwall,34,46.0,807,496,399,330,78,320,591,54.1,271,487,155,332,326,1133,1360,10
vs Norwich City,35,46.0,808,488,335,355,118,377,716,52.7,339,510,153,357,405,1213,1038,28
vs Oxford United,34,46.0,703,446,300,310,93,344,592,58.1,248,427,145,282,327,1030,1120,14
vs Plymouth Argyle,34,46.0,682,435,256,316,110,318,570,55.8,252,416,106,310,315,997,1071,18
vs Portsmouth,37,46.0,644,420,351,224,69,308,531,58.0,223,422,153,269,329,973,1564,30
vs Preston,28,46.0,664,420,284,303,77,306,542,56.5,236,502,148,354,384,1048,1188,19
vs QPR,30,46.0,739,460,328,288,123,320,584,54.8,264,465,158,307,345,1084,1169,20
vs Sheffield Utd,33,46.0,738,462,356,297,85,336,683,49.2,347,533,214,319,371,1109,1213,24
vs Sheffield Weds,28,46.0,804,507,380,318,106,380,673,56.5,293,486,172,314,355,1159,1329,11
vs Stoke City,32,46.0,764,469,354,302,108,402,685,58.7,283,411,130,281,339,1103,1161,16
vs Sunderland,30,46.0,897,552,418,374,105,457,865,52.8,408,571,202,369,338,1235,1116,18
vs Swansea City,26,46.0,751,471,308,355,88,363,671,54.1,308,476,139,337,391,1142,1187,13
vs Watford,32,46.0,828,503,362,362,104,400,766,52.2,366,484,141,343,393,1221,1240,11
vs West Brom,30,46.0,741,443,354,293,94,378,737,51.3,359,487,189,298,398,1139,1175,14
