Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Squad,# Pl,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
vs Birmingham City,24,9.0,10,70,22,31.4,7.78,2.44,0.13,0.41,15.2,1,1,1,8.8,8.0,0.12,1.2,1.0
vs Blackburn,23,7.8,10,79,25,31.6,10.16,3.21,0.1,0.32,18.7,5,2,2,8.5,6.9,0.09,1.5,1.1
vs Bristol City,20,8.0,8,98,29,29.6,12.25,3.62,0.07,0.24,15.7,0,1,1,10.3,9.5,0.1,-2.3,-2.5
vs Charlton Ath,20,8.0,6,98,19,19.4,12.25,2.37,0.06,0.32,18.9,4,0,0,7.0,7.0,0.07,-1.0,-1.0
vs Coventry City,22,8.0,7,82,23,28.0,10.25,2.87,0.07,0.26,18.5,4,1,1,6.3,5.5,0.07,0.7,0.5
vs Derby County,24,8.0,14,108,40,37.0,13.5,5.0,0.11,0.3,16.4,5,2,2,11.3,9.9,0.09,2.7,2.1
vs Hull City,26,8.0,16,129,38,29.5,16.12,4.75,0.12,0.42,16.3,3,0,0,14.8,14.8,0.12,1.2,1.2
vs Ipswich Town,25,7.8,7,62,15,24.2,7.97,1.93,0.08,0.33,18.9,5,2,2,6.8,5.4,0.09,0.2,-0.4
vs Leicester City,25,8.0,6,102,25,24.5,12.75,3.12,0.06,0.24,15.7,5,0,0,11.3,11.3,0.11,-5.3,-5.3
vs Middlesbrough,23,8.0,5,90,16,17.8,11.25,2.0,0.06,0.31,18.0,3,0,0,6.6,6.6,0.07,-1.6,-1.6
vs Millwall,26,8.0,12,98,27,27.6,12.25,3.38,0.12,0.44,16.6,5,0,0,9.9,9.9,0.11,2.1,2.1
vs Norwich City,24,8.0,11,123,30,24.4,15.37,3.75,0.09,0.37,17.4,3,0,1,14.8,14.0,0.12,-3.8,-3.0
vs Oxford United,25,8.0,11,98,28,28.6,12.25,3.5,0.11,0.39,16.7,4,0,0,9.6,9.6,0.1,1.4,1.4
vs Portsmouth,26,8.0,9,103,33,32.0,12.87,4.12,0.09,0.27,17.1,2,0,0,10.5,10.5,0.11,-1.5,-1.5
vs Preston,19,8.0,6,102,26,25.5,12.75,3.25,0.06,0.23,18.8,7,0,0,10.6,10.6,0.11,-4.6,-4.6
vs QPR,25,8.0,13,111,29,26.1,13.87,3.62,0.12,0.45,18.1,3,0,0,9.8,9.8,0.09,3.2,3.2
vs Sheffield Utd,25,8.0,15,113,44,38.9,14.12,5.5,0.13,0.34,17.3,3,0,1,11.5,10.8,0.1,3.5,4.2
vs Sheffield Weds,20,8.0,14,134,46,34.3,16.75,5.75,0.1,0.28,17.2,6,1,1,13.4,12.7,0.1,0.6,0.3
vs Southampton,27,8.0,10,81,19,23.5,10.13,2.37,0.11,0.47,17.9,5,1,1,9.6,8.9,0.11,0.4,0.1
vs Stoke City,19,8.0,5,87,26,29.9,10.87,3.25,0.06,0.19,16.3,2,0,0,9.1,9.1,0.11,-4.1,-4.1
vs Swansea City,20,8.0,7,95,26,27.4,11.87,3.25,0.07,0.27,16.8,2,0,0,7.5,7.5,0.08,-0.5,-0.5
vs Watford,27,8.0,10,97,33,34.0,12.12,4.12,0.1,0.3,17.6,3,0,0,8.0,8.0,0.09,2.0,2.0
vs West Brom,23,8.0,6,87,21,24.1,10.87,2.62,0.07,0.29,16.6,2,0,0,8.4,8.4,0.1,-2.4,-2.4
vs Wrexham,23,9.0,14,144,41,28.5,16.0,4.56,0.1,0.34,15.4,4,0,0,16.5,16.5,0.13,-2.5,-2.5
