Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
vs Blackburn,33,25.7,50.9,46,506,4140,46.0,48,34,82,45,3,4,84,3,53.8,50.5,39.4,89.8,742,1652,1.04,0.74,1.78,0.98,1.72,1.17,0.86,2.02,1.1,1.95
vs Bristol City,24,25.8,49.0,46,506,4140,46.0,55,34,89,53,2,2,88,3,56.4,54.9,42.1,97.0,686,1449,1.2,0.74,1.93,1.15,1.89,1.23,0.92,2.14,1.19,2.11
vs Burnley,38,25.6,43.4,46,506,4140,46.0,16,13,29,16,0,2,101,5,39.1,37.5,28.6,66.1,557,1200,0.35,0.28,0.63,0.35,0.63,0.85,0.62,1.47,0.81,1.44
vs Cardiff City,33,25.9,53.2,46,506,4140,46.0,69,52,121,66,3,4,84,1,64.5,61.4,49.5,110.9,712,1644,1.5,1.13,2.63,1.43,2.57,1.4,1.08,2.48,1.33,2.41
vs Coventry City,26,26.0,45.7,46,506,4140,46.0,55,40,95,54,1,1,94,7,52.6,51.8,41.9,93.8,632,1283,1.2,0.87,2.07,1.17,2.04,1.14,0.91,2.06,1.13,2.04
vs Derby County,33,25.7,56.2,46,506,4140,46.0,55,34,89,54,1,3,67,0,49.7,47.5,33.8,81.3,706,1586,1.2,0.74,1.93,1.17,1.91,1.08,0.73,1.81,1.03,1.77
vs Hull City,37,25.7,50.0,46,506,4140,46.0,52,36,88,48,4,6,85,0,53.0,48.4,38.5,87.0,800,1731,1.13,0.78,1.91,1.04,1.83,1.15,0.84,1.99,1.05,1.89
vs Leeds United,28,26.0,38.7,46,506,4140,46.0,26,14,40,23,3,4,85,3,29.6,26.5,19.9,46.4,479,1083,0.57,0.3,0.87,0.5,0.8,0.64,0.43,1.08,0.58,1.01
vs Luton Town,37,26.0,54.8,46,506,4140,46.0,68,54,122,66,2,3,101,3,56.2,53.8,41.8,95.6,699,1510,1.48,1.17,2.65,1.43,2.61,1.22,0.91,2.13,1.17,2.08
vs Middlesbrough,33,26.0,44.6,46,506,4140,46.0,53,39,92,53,0,0,99,2,55.5,55.5,40.7,96.2,612,1510,1.15,0.85,2.0,1.15,2.0,1.21,0.88,2.09,1.21,2.09
vs Millwall,34,25.8,57.0,46,506,4140,46.0,45,28,73,44,1,3,65,0,49.9,47.6,36.4,84.0,694,1650,0.98,0.61,1.59,0.96,1.57,1.09,0.79,1.88,1.03,1.83
vs Norwich City,35,25.8,42.2,46,506,4140,46.0,66,48,114,60,6,7,99,3,54.3,48.9,38.3,87.1,691,1467,1.43,1.04,2.48,1.3,2.35,1.18,0.83,2.01,1.06,1.89
vs Oxford United,34,25.8,56.4,46,506,4140,46.0,63,51,114,61,2,4,90,6,66.3,63.3,49.8,113.1,834,1880,1.37,1.11,2.48,1.33,2.43,1.44,1.08,2.52,1.38,2.46
vs Plymouth Argyle,34,25.9,57.6,46,506,4140,46.0,86,58,144,82,4,4,72,1,83.5,80.4,62.6,143.0,805,1816,1.87,1.26,3.13,1.78,3.04,1.82,1.36,3.18,1.75,3.11
vs Portsmouth,37,25.9,54.9,46,506,4140,46.0,66,51,117,62,4,4,81,5,68.8,65.7,54.8,120.5,743,1461,1.43,1.11,2.54,1.35,2.46,1.5,1.19,2.69,1.43,2.62
vs Preston,28,25.8,51.7,46,506,4140,46.0,58,41,99,52,6,7,71,2,57.9,52.7,40.4,93.1,711,1519,1.26,0.89,2.15,1.13,2.02,1.26,0.88,2.14,1.14,2.02
vs QPR,30,25.9,53.5,46,506,4140,46.0,60,41,101,57,3,3,80,5,54.2,51.8,38.5,90.4,704,1790,1.3,0.89,2.2,1.24,2.13,1.18,0.84,2.02,1.13,1.96
vs Sheffield Utd,33,26.0,48.6,46,506,4140,46.0,35,24,59,31,4,5,89,4,46.1,42.1,31.2,73.3,712,1510,0.76,0.52,1.28,0.67,1.2,1.0,0.68,1.68,0.92,1.59
vs Sheffield Weds,28,25.7,51.8,46,506,4140,46.0,69,45,114,65,4,6,87,2,62.6,58.0,39.1,97.0,581,1362,1.5,0.98,2.48,1.41,2.39,1.36,0.85,2.21,1.26,2.11
vs Stoke City,32,25.9,53.1,46,506,4140,46.0,57,38,95,54,3,5,80,3,72.8,68.7,53.9,122.6,783,1567,1.24,0.83,2.07,1.17,2.0,1.58,1.17,2.75,1.49,2.67
