Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
vs Ajax,1,7.0,14,1,0,3,0,16.9,0.34,2.9,0.42,45,136,33.1,229,21,52.0,42.2,55,30.9,30.6,100,4,4.0,10,1.43,14.5
vs AZ Alkmaar,2,7.0,15,2,0,1,1,11.8,0.26,-2.2,-0.32,58,153,37.9,200,24,52.0,40.6,64,76.6,55.5,77,3,3.9,11,1.57,14.9
vs Excelsior,3,7.0,6,0,0,0,0,6.1,0.21,0.1,0.01,25,116,21.6,253,35,38.7,37.7,49,36.7,32.8,93,1,1.1,15,2.14,16.4
vs Feyenoord,1,7.0,15,1,1,1,0,13.3,0.33,-1.7,-0.24,46,146,31.5,252,30,43.7,38.3,79,45.6,40.2,108,4,3.7,14,2.0,18.2
vs Fortuna Sittard,1,7.0,12,1,0,2,0,9.2,0.3,-2.8,-0.4,26,100,26.0,170,19,48.2,39.6,43,41.9,39.0,86,5,5.8,7,1.0,14.0
vs Go Ahead Eag,1,7.0,13,0,0,3,1,13.1,0.31,1.1,0.15,51,144,35.4,233,32,48.1,40.7,66,48.5,39.9,150,5,3.3,11,1.57,12.7
vs Groningen,2,8.0,14,0,2,1,0,13.3,0.28,-0.7,-0.08,61,183,33.3,326,33,48.5,40.3,50,50.0,39.7,91,11,12.1,21,2.63,16.2
vs Heerenveen,2,7.0,10,0,0,1,0,11.7,0.39,1.7,0.24,45,153,29.4,287,33,45.6,38.4,53,41.5,35.7,106,8,7.5,8,1.14,14.1
vs Heracles Almelo,1,7.0,6,0,0,1,0,7.9,0.32,1.9,0.28,40,96,41.7,208,29,38.5,35.9,49,32.7,32.3,79,6,7.6,7,1.0,14.5
vs NAC Breda,1,8.0,8,1,0,2,0,8.5,0.25,0.5,0.06,41,127,32.3,270,36,41.5,36.2,41,36.6,34.5,115,8,7.0,15,1.88,17.1
vs NEC Nijmegen,1,7.0,21,2,0,3,0,19.1,0.34,-1.9,-0.27,74,214,34.6,277,26,64.6,47.6,57,61.4,47.9,117,7,6.0,9,1.29,12.5
vs PSV Eindhoven,1,7.0,21,0,1,3,1,16.9,0.33,-3.1,-0.44,60,178,33.7,241,31,63.9,47.7,65,36.9,32.1,103,6,5.8,2,0.29,10.3
vs Sparta R'dam,1,7.0,8,1,0,0,0,9.2,0.3,1.2,0.17,45,111,40.5,224,31,41.1,36.3,52,36.5,30.9,77,4,5.2,10,1.43,15.6
vs Telstar,1,7.0,9,0,0,3,0,11.1,0.28,2.1,0.31,49,123,39.8,245,37,40.8,36.8,50,46.0,41.4,112,5,4.5,12,1.71,14.6
vs Twente,1,7.0,12,2,0,0,0,14.3,0.29,2.3,0.32,64,164,39.0,221,29,52.5,40.9,71,67.6,46.7,111,11,9.9,5,0.71,11.6
vs Utrecht,2,7.0,13,0,0,4,0,11.6,0.31,-1.4,-0.19,55,160,34.4,296,27,45.6,39.7,47,53.2,42.1,122,8,6.6,15,2.14,17.6
vs Volendam,1,7.0,9,0,0,1,0,6.8,0.26,-2.2,-0.31,39,89,43.8,233,46,30.0,32.0,49,38.8,32.9,117,11,9.4,8,1.14,13.3
vs Zwolle,1,7.0,7,0,0,0,0,6.6,0.39,-0.4,-0.06,33,90,36.7,212,26,32.1,32.5,56,39.3,39.5,45,1,2.2,10,1.43,16.4
