Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
vs Ajax,37,42.4,34.0,18868,2706,7173,8092,3796,548,18868,445,182,40.9,238,53.5,10168,53174,25779,469,399,117,455,231,11792,945
vs Almere City,33,57.1,34.0,22400,2359,7427,9684,5474,890,22400,521,236,45.3,248,47.6,11991,63880,33230,675,466,205,586,276,14394,1492
vs AZ Alkmaar,30,47.3,34.0,20052,2619,7458,8887,3881,611,20049,621,276,44.4,300,48.3,11123,56284,27958,514,335,123,518,318,12606,1146
vs Feyenoord,40,42.7,34.0,17630,2857,7582,6983,3267,540,17627,446,177,39.7,237,53.1,8978,47468,23288,443,313,121,511,275,10342,878
vs Fortuna Sittard,30,55.6,34.0,21323,1996,5847,9677,5968,861,21318,598,272,45.5,298,49.8,11730,62738,33420,672,556,147,603,259,13660,1459
vs Go Ahead Eag,28,48.6,34.0,20058,2326,6338,8258,5639,901,20054,429,195,45.5,206,48.0,10526,57018,29248,665,476,194,526,246,12663,1411
vs Groningen,29,53.1,34.0,21391,2368,7659,9367,4545,724,21385,566,215,38.0,316,55.8,11855,58611,28108,521,377,135,513,287,13397,1269
vs Heerenveen,30,46.8,34.0,19829,2463,7292,8446,4306,706,19825,657,298,45.4,316,48.1,10826,54065,24849,472,332,142,585,301,12031,1125
vs Heracles Almelo,24,54.6,34.0,21116,2093,6803,9331,5201,862,21110,578,266,46.0,269,46.5,11240,61721,31417,560,407,151,569,339,13477,1437
vs NAC Breda,30,55.0,34.0,21925,2173,6318,10096,5727,925,21918,584,261,44.7,298,51.0,12768,70969,37473,741,520,187,545,306,14243,1483
vs NEC Nijmegen,25,51.4,34.0,21044,2433,6714,9036,5484,813,21042,628,273,43.5,314,50.0,11291,61333,31304,647,468,163,546,275,13245,1437
vs PSV Eindhoven,32,32.5,34.0,15341,2988,7080,5615,2860,498,15339,523,229,43.8,276,52.8,7273,40362,19312,392,267,99,505,264,7814,764
vs RKC Waalwijk,29,56.1,34.0,22558,1950,6081,10533,6140,1064,22550,577,231,40.0,313,54.2,12784,69060,37502,762,498,224,500,312,14873,1708
vs Sparta R'dam,29,51.1,34.0,21000,2380,6473,9150,5590,875,20995,566,261,46.1,285,50.4,11780,64979,33684,636,498,157,525,290,13334,1413
vs Twente,29,46.7,34.0,19366,2745,7125,8147,4265,688,19364,565,255,45.1,274,48.5,10319,55709,28273,517,346,132,527,283,11769,1059
vs Utrecht,27,53.4,34.0,21509,2483,7378,9649,4678,719,21505,579,266,45.9,283,48.9,11726,61457,30314,533,430,155,577,367,13775,1236
vs Willem II,26,56.0,34.0,22665,1746,5817,10862,6192,958,22659,570,259,45.4,277,48.6,13289,72026,37499,675,454,165,468,284,15290,1719
vs Zwolle,26,49.8,34.0,20387,2108,6620,9004,4964,886,20381,619,286,46.2,300,48.5,11053,58210,29189,563,392,175,561,331,12500,1335
