Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
vs Ajax,24,25.3,43.6,7,77,630,7.0,7,6,13,6,1,1,12,1,8.2,7.4,6.6,14.1,121,218,1.0,0.86,1.86,0.86,1.71,1.18,0.95,2.13,1.06,2.01
vs AZ Alkmaar,22,25.1,43.0,7,77,630,7.0,11,9,20,10,1,2,12,2,9.2,7.7,5.1,12.8,100,234,1.57,1.29,2.86,1.43,2.71,1.31,0.73,2.05,1.09,1.83
vs Excelsior,25,26.0,56.1,7,77,630,7.0,15,10,25,14,1,1,9,0,14.9,14.1,11.6,25.7,143,335,2.14,1.43,3.57,2.0,3.43,2.13,1.66,3.79,2.02,3.68
vs Feyenoord,25,25.1,46.1,7,77,630,7.0,4,3,7,3,1,1,11,3,5.5,4.8,2.6,7.4,97,212,0.57,0.43,1.0,0.43,0.86,0.78,0.37,1.15,0.68,1.06
vs Fortuna Sittard,21,25.9,52.4,7,77,630,7.0,11,8,19,10,1,1,9,1,12.7,11.9,10.5,22.4,137,358,1.57,1.14,2.71,1.43,2.57,1.81,1.5,3.31,1.7,3.2
vs Go Ahead Eag,21,25.9,46.6,7,77,630,7.0,13,7,20,13,0,0,13,1,12.4,12.4,8.4,20.8,147,267,1.86,1.0,2.86,1.86,2.86,1.77,1.2,2.97,1.77,2.97
vs Groningen,21,25.4,52.0,8,88,720,8.0,10,7,17,9,1,1,13,0,10.5,9.7,8.2,17.9,121,260,1.25,0.87,2.12,1.13,2.0,1.31,1.03,2.34,1.21,2.24
vs Heerenveen,22,26.0,49.4,7,77,630,7.0,12,8,20,12,0,0,14,2,7.9,7.9,5.6,13.4,91,210,1.71,1.14,2.86,1.71,2.86,1.12,0.79,1.92,1.12,1.92
vs Heracles Almelo,21,25.8,58.1,7,77,630,7.0,18,12,30,18,0,0,15,0,16.6,16.6,12.0,28.5,125,343,2.57,1.71,4.29,2.57,4.29,2.37,1.71,4.08,2.37,4.08
vs NAC Breda,21,25.4,52.3,8,88,720,8.0,14,7,21,12,2,2,18,0,16.7,15.3,12.9,28.2,165,307,1.75,0.87,2.62,1.5,2.37,2.09,1.62,3.7,1.91,3.53
vs NEC Nijmegen,23,25.4,40.3,7,77,630,7.0,13,9,22,12,1,1,24,2,10.1,9.3,7.0,16.3,60,160,1.86,1.29,3.14,1.71,3.0,1.44,1.0,2.44,1.33,2.33
vs PSV Eindhoven,23,25.9,40.1,7,77,630,7.0,11,7,18,10,1,2,12,0,11.5,9.9,6.8,16.7,98,218,1.57,1.0,2.57,1.43,2.43,1.64,0.97,2.61,1.41,2.38
vs Sparta R'dam,21,25.9,58.1,7,77,630,7.0,19,13,32,19,0,1,13,1,13.4,12.6,10.2,22.7,186,368,2.71,1.86,4.57,2.71,4.57,1.91,1.45,3.36,1.8,3.25
vs Telstar,21,25.6,55.4,7,77,630,7.0,13,10,23,13,0,0,5,0,11.3,11.3,9.9,21.2,142,323,1.86,1.43,3.29,1.86,3.29,1.61,1.41,3.02,1.61,3.02
vs Twente,21,26.0,44.4,7,77,630,7.0,9,8,17,9,0,0,14,2,7.4,7.4,5.9,13.4,100,220,1.29,1.14,2.43,1.29,2.43,1.06,0.85,1.91,1.06,1.91
vs Utrecht,26,25.5,47.7,7,77,630,7.0,7,4,11,6,1,1,15,0,8.8,8.0,4.5,12.5,99,207,1.0,0.57,1.57,0.86,1.43,1.26,0.65,1.9,1.14,1.79
vs Volendam,22,25.2,57.4,7,77,630,7.0,12,10,22,12,0,0,16,0,10.5,10.5,8.2,18.8,150,328,1.71,1.43,3.14,1.71,3.14,1.5,1.18,2.68,1.5,2.68
vs Zwolle,23,25.7,56.1,7,77,630,7.0,11,10,21,11,0,0,12,0,12.2,12.2,10.6,22.8,133,347,1.57,1.43,3.0,1.57,3.0,1.74,1.52,3.26,1.74,3.26
