Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Ajax,24,25.6,56.4,7,77,630,7.0,14,9,23,13,1,1,14,0,14.4,13.6,11.7,25.3,154,321,2.0,1.29,3.29,1.86,3.14,2.05,1.67,3.72,1.94,3.61
AZ Alkmaar,22,24.0,57.0,7,77,630,7.0,14,10,24,12,2,2,26,1,12.7,11.3,8.9,20.1,149,321,2.0,1.43,3.43,1.71,3.14,1.82,1.26,3.08,1.61,2.87
Excelsior,25,24.3,43.9,7,77,630,7.0,6,4,10,6,0,0,9,2,9.2,9.2,6.0,15.2,92,239,0.86,0.57,1.43,0.86,1.43,1.31,0.86,2.17,1.31,2.17
Feyenoord,25,24.9,53.9,7,77,630,7.0,15,8,23,14,1,1,14,2,13.2,12.4,9.2,21.6,186,327,2.14,1.14,3.29,2.0,3.14,1.88,1.32,3.2,1.78,3.09
Fortuna Sittard,21,26.5,47.6,7,77,630,7.0,12,8,20,11,1,1,16,0,7.6,6.8,3.9,10.6,116,179,1.71,1.14,2.86,1.57,2.71,1.08,0.55,1.63,0.97,1.52
Go Ahead Eag,21,26.4,53.4,7,77,630,7.0,12,7,19,12,0,1,7,1,12.1,11.3,9.2,20.5,113,323,1.71,1.0,2.71,1.71,2.71,1.73,1.32,3.05,1.61,2.93
Groningen,21,24.5,48.0,8,88,720,8.0,14,10,24,14,0,0,18,1,11.3,11.3,7.9,19.2,108,259,1.75,1.25,3.0,1.75,3.0,1.42,0.99,2.4,1.42,2.4
Heerenveen,22,25.1,50.6,7,77,630,7.0,10,7,17,10,0,0,15,2,13.5,13.5,9.2,22.7,120,286,1.43,1.0,2.43,1.43,2.43,1.93,1.31,3.24,1.93,3.24
Heracles Almelo,21,25.6,41.9,7,77,630,7.0,6,5,11,6,0,0,12,1,5.9,5.9,4.8,10.8,71,162,0.86,0.71,1.57,0.86,1.57,0.85,0.69,1.54,0.85,1.54
NAC Breda,21,25.5,47.8,8,88,720,8.0,8,5,13,7,1,2,16,2,9.8,8.2,7.1,15.3,111,229,1.0,0.62,1.62,0.87,1.5,1.22,0.88,2.11,1.03,1.91
NEC Nijmegen,23,26.2,59.7,7,77,630,7.0,21,16,37,19,2,3,10,1,16.0,13.7,11.6,25.3,131,351,3.0,2.29,5.29,2.71,5.0,2.29,1.66,3.95,1.95,3.61
PSV Eindhoven,23,25.8,59.9,7,77,630,7.0,20,17,37,20,0,0,11,0,16.5,16.5,14.3,30.8,150,373,2.86,2.43,5.29,2.86,5.29,2.35,2.05,4.4,2.35,4.4
Sparta R'dam,21,27.8,41.9,7,77,630,7.0,8,5,13,7,1,1,10,1,9.1,8.3,6.6,14.9,118,227,1.14,0.71,1.86,1.0,1.71,1.3,0.94,2.24,1.19,2.13
Telstar,21,25.7,44.6,7,77,630,7.0,9,7,16,9,0,0,13,0,10.1,10.1,7.5,17.6,123,283,1.29,1.0,2.29,1.29,2.29,1.44,1.07,2.51,1.44,2.51
Twente,21,26.7,55.6,7,77,630,7.0,12,7,19,10,2,2,11,0,13.7,12.3,9.5,21.8,145,334,1.71,1.0,2.71,1.43,2.43,1.95,1.36,3.31,1.75,3.11
Utrecht,26,26.3,52.3,7,77,630,7.0,13,9,22,13,0,0,9,0,10.7,10.7,8.3,19.0,100,245,1.86,1.29,3.14,1.86,3.14,1.53,1.19,2.72,1.53,2.72
Volendam,22,25.2,42.6,7,77,630,7.0,9,7,16,9,0,0,10,0,6.7,6.7,5.4,12.1,119,216,1.29,1.0,2.29,1.29,2.29,0.96,0.77,1.73,0.96,1.73
Zwolle,23,24.8,43.9,7,77,630,7.0,7,7,14,7,0,0,16,1,7.1,7.1,5.7,12.8,109,240,1.0,1.0,2.0,1.0,2.0,1.01,0.81,1.82,1.01,1.82
