Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Atlético Mineiro,32,55.0,24.0,14506,1420,4464,6559,3629,449,14504,410,175,42.7,201,49.0,8596,44789,22208,406,311,95,363,212,9595,1031
Bahia,29,54.1,25.0,15387,1666,5032,6571,3925,545,15384,505,241,47.7,205,40.6,8584,44686,24551,485,344,137,385,232,10481,944
Botafogo (RJ),38,51.7,26.0,15931,1632,4959,7449,3689,572,15929,417,209,50.1,174,41.7,9319,45677,23899,430,332,103,376,201,10964,1089
Ceará,32,42.6,25.0,12229,1416,4174,5721,2473,393,12227,353,143,40.5,166,47.0,6177,31341,15595,271,223,49,389,207,7062,682
Corinthians,33,55.3,26.0,16260,1443,5044,8073,3292,418,16257,418,168,40.2,209,50.0,9459,44926,21945,360,261,77,377,228,11196,1024
Cruzeiro,34,46.8,26.0,13607,1386,4215,6149,3393,481,13604,474,205,43.2,230,48.5,7079,36774,19519,394,272,96,368,210,8081,872
Flamengo,31,61.8,25.0,17865,1293,4445,8763,4789,635,17861,455,218,47.9,203,44.6,10868,53004,26601,440,396,113,379,239,13143,1311
Fluminense,36,53.8,24.0,15168,1350,4593,7265,3434,472,15164,407,189,46.4,175,43.0,8802,39891,19485,384,280,90,316,231,10485,844
Fortaleza,43,47.6,25.0,13593,1243,3798,6641,3282,496,13589,338,155,45.9,147,43.5,7502,38186,19631,373,268,90,342,202,8520,912
Grêmio,39,44.5,26.0,13600,1600,4657,6284,2820,386,13594,494,215,43.5,233,47.2,7240,38568,19531,350,283,69,401,226,8196,704
Internacional,36,51.8,25.0,15353,1234,4099,7685,3715,478,15344,444,208,46.8,198,44.6,8816,41655,20267,374,303,97,376,271,10189,989
Juventude,43,43.2,25.0,12413,1586,4659,5304,2577,354,12411,380,165,43.4,187,49.2,6643,32762,16502,285,211,69,325,211,7575,710
Mirassol,32,48.3,25.0,14356,1737,4954,6205,3324,471,14351,432,166,38.4,220,50.9,7858,36849,19161,361,263,59,394,241,9004,924
Palmeiras,34,51.9,24.0,13699,1168,3936,6489,3430,502,13692,498,187,37.6,265,53.2,7646,40399,20509,376,293,97,382,194,8722,936
RB Bragantino,31,46.6,26.0,14358,1715,5002,6254,3244,467,14356,505,226,44.8,226,44.8,8120,41746,22167,373,278,93,389,215,8980,917
Santos,40,48.7,25.0,13825,1441,4445,6286,3226,481,13822,428,185,43.2,199,46.5,7784,39235,19276,362,282,91,356,198,8841,867
São Paulo,37,51.1,26.0,15382,1563,4863,7200,3452,473,15377,423,185,43.7,199,47.0,9072,42372,20987,375,310,69,388,205,10084,935
Sport Recife,40,47.5,24.0,12994,1300,3826,6022,3296,496,12993,429,189,44.1,201,46.9,6975,37300,18026,370,255,87,380,219,7965,899
Vasco da Gama,37,55.0,26.0,16661,1766,5463,7826,3517,449,16657,476,226,47.5,198,41.6,10054,46653,23786,424,300,88,325,206,11704,977
Vitória,38,43.5,26.0,13268,1578,4466,5915,3041,407,13268,434,199,45.9,188,43.3,7053,39666,19927,396,260,68,401,203,7980,815
