Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
Atlético Mineiro,2,24.0,26,2,0,5,1,28.6,0.29,3.6,0.15,111,320,34.7,682,85,41.5,34.7,171,21.6,26.3,284,13,4.6,50,2.08,17.6
Bahia,2,25.0,30,2,0,5,2,33.3,0.3,5.3,0.21,83,269,30.9,717,106,25.8,27.9,199,42.2,31.4,409,19,4.6,47,1.88,17.2
Botafogo (RJ),3,26.0,21,1,1,3,0,24.8,0.27,3.8,0.15,87,259,33.6,691,76,30.2,33.2,185,27.0,28.7,347,21,6.1,19,0.73,15.1
Ceará,2,25.0,24,3,1,3,0,28.3,0.28,4.3,0.17,134,380,35.3,524,82,47.3,39.5,212,62.3,47.9,466,35,7.5,23,0.92,13.0
Corinthians,2,26.0,32,7,0,1,0,32.8,0.28,0.8,0.03,85,222,38.3,556,90,30.6,33.4,179,29.1,31.4,297,14,4.7,11,0.42,13.6
Cruzeiro,2,26.0,19,0,0,3,0,23.0,0.24,4.0,0.16,73,199,36.7,356,79,39.9,23.4,195,29.2,32.5,407,9,2.2,16,0.62,8.0
Flamengo,1,25.0,12,1,0,2,0,18.6,0.21,6.6,0.26,70,173,40.5,586,79,25.4,29.5,121,19.8,24.8,286,27,9.4,26,1.04,13.5
Fluminense,1,24.0,31,0,1,7,1,28.9,0.34,-1.1,-0.05,59,166,35.5,384,89,31.0,31.0,159,29.6,25.0,316,19,6.0,12,0.5,12.5
Fortaleza,5,25.0,40,4,0,4,1,40.2,0.29,1.2,0.05,116,285,40.7,478,109,40.8,37.1,177,50.8,41.0,302,15,5.0,15,0.6,12.2
Grêmio,2,26.0,32,6,1,4,0,42.5,0.33,10.5,0.4,159,367,43.3,520,61,49.0,39.0,223,50.2,40.4,428,16,3.7,11,0.42,11.0
Internacional,2,25.0,38,1,0,6,2,29.6,0.3,-6.4,-0.26,82,250,32.8,479,96,36.1,32.7,160,48.1,38.8,314,14,4.5,19,0.76,12.5
Juventude,4,25.0,46,5,2,4,1,43.0,0.28,-2.0,-0.08,97,284,34.2,562,105,39.0,31.8,190,34.2,32.9,379,24,6.3,7,0.28,7.0
Mirassol,2,25.0,25,1,0,2,0,34.4,0.27,9.4,0.38,64,199,32.2,513,91,30.6,31.3,192,21.9,25.3,481,20,4.2,21,0.84,9.3
Palmeiras,2,24.0,19,2,2,3,1,21.0,0.26,3.0,0.12,90,334,26.9,552,81,44.6,38.6,152,57.9,48.8,276,19,6.9,18,0.75,14.9
RB Bragantino,2,26.0,38,1,0,8,1,34.6,0.26,-2.4,-0.09,75,210,35.7,593,157,27.7,31.4,225,20.4,26.7,475,25,5.3,18,0.69,11.8
Santos,2,25.0,35,4,0,4,1,33.4,0.26,-0.6,-0.02,92,242,38.0,426,76,37.8,34.2,188,43.1,38.3,362,6,1.7,21,0.84,13.9
São Paulo,2,26.0,25,4,1,3,1,28.7,0.28,4.7,0.18,61,243,25.1,449,69,42.1,36.3,176,30.7,29.3,401,12,3.0,13,0.5,12.1
Sport Recife,2,24.0,37,6,0,3,1,35.6,0.26,-0.4,-0.01,98,284,34.5,486,98,39.5,39.5,186,49.5,40.4,330,17,5.2,36,1.5,17.6
Vasco da Gama,2,26.0,38,2,0,4,3,32.4,0.3,-2.6,-0.1,59,209,28.2,627,89,24.7,29.9,200,27.0,27.2,391,25,6.4,31,1.19,13.9
Vitória,2,26.0,38,3,0,7,0,37.5,0.27,-0.5,-0.02,105,315,33.3,544,94,37.1,34.5,219,51.6,44.6,454,16,3.5,11,0.42,4.0
