Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Atlético Mineiro,28,29.2,55.2,14,154,1260,14.0,14,7,21,13,1,1,36,2,16.4,15.6,10.1,25.8,241,581,1.0,0.5,1.5,0.93,1.43,1.17,0.72,1.9,1.12,1.84
Bahia,27,28.0,53.7,14,154,1260,14.0,16,12,28,14,2,2,33,2,20.2,18.6,15.4,34.0,282,544,1.14,0.86,2.0,1.0,1.86,1.44,1.1,2.54,1.33,2.43
Botafogo (RJ),30,27.2,51.2,14,154,1260,14.0,17,12,29,16,1,1,30,1,17.9,17.1,13.6,30.7,228,597,1.21,0.86,2.07,1.14,2.0,1.28,0.97,2.25,1.22,2.19
Ceará,27,29.7,42.1,14,154,1260,14.0,14,11,25,13,1,1,31,0,14.6,13.8,10.9,24.7,153,385,1.0,0.79,1.79,0.93,1.71,1.04,0.78,1.82,0.99,1.77
Corinthians,30,27.8,58.5,15,165,1350,15.0,14,9,23,13,1,2,45,0,17.1,16.0,12.1,28.1,209,632,0.93,0.6,1.53,0.87,1.47,1.14,0.81,1.95,1.07,1.87
Cruzeiro,30,29.5,44.7,15,165,1350,15.0,26,23,49,25,1,3,37,2,20.9,18.5,16.1,34.6,201,458,1.73,1.53,3.27,1.67,3.2,1.39,1.07,2.47,1.24,2.31
Flamengo,25,29.4,61.6,14,154,1260,14.0,27,20,47,25,2,3,22,1,21.1,18.6,14.7,33.3,236,737,1.93,1.43,3.36,1.79,3.21,1.51,1.05,2.56,1.33,2.38
Fluminense,29,31.1,55.3,13,143,1170,13.0,14,8,22,13,1,1,21,0,14.3,13.6,10.8,24.4,214,503,1.08,0.62,1.69,1.0,1.62,1.1,0.83,1.93,1.04,1.87
Fortaleza,35,31.0,46.4,14,154,1260,14.0,13,10,23,11,2,3,38,4,16.6,14.3,11.1,25.4,206,475,0.93,0.71,1.64,0.79,1.5,1.18,0.79,1.98,1.02,1.81
Grêmio,31,28.3,43.6,14,154,1260,14.0,13,8,21,11,2,2,43,1,14.5,12.9,9.8,22.7,177,368,0.93,0.57,1.5,0.79,1.36,1.03,0.7,1.73,0.92,1.62
Internacional,32,27.5,54.1,14,154,1260,14.0,14,12,26,13,1,1,25,2,18.1,17.4,14.7,32.0,227,609,1.0,0.86,1.86,0.93,1.79,1.29,1.05,2.34,1.24,2.29
Juventude,33,28.9,45.6,13,143,1170,13.0,10,8,18,10,0,0,33,0,8.0,8.0,6.5,14.5,137,357,0.77,0.62,1.38,0.77,1.38,0.62,0.5,1.12,0.62,1.12
Mirassol,28,30.2,47.1,13,143,1170,13.0,20,12,32,16,4,5,35,1,18.8,14.8,11.4,26.2,173,464,1.54,0.92,2.46,1.23,2.15,1.44,0.88,2.32,1.14,2.02
Palmeiras,27,26.7,50.3,13,143,1170,13.0,15,10,25,13,2,3,29,0,17.1,14.7,11.8,26.6,220,467,1.15,0.77,1.92,1.0,1.77,1.32,0.91,2.23,1.13,2.04
RB Bragantino,26,26.6,47.5,15,165,1350,15.0,18,11,29,17,1,1,39,2,16.5,15.7,11.0,26.7,253,576,1.2,0.73,1.93,1.13,1.87,1.1,0.74,1.83,1.05,1.78
Santos,32,28.5,46.7,14,154,1260,14.0,11,6,17,10,1,1,39,2,14.1,13.3,10.3,23.6,204,455,0.79,0.43,1.21,0.71,1.14,1.01,0.73,1.74,0.95,1.68
São Paulo,29,29.1,49.8,15,165,1350,15.0,14,11,25,12,2,4,46,1,18.7,15.5,13.1,28.6,206,523,0.93,0.73,1.67,0.8,1.53,1.24,0.87,2.12,1.03,1.91
Sport Recife,34,28.2,48.9,13,143,1170,13.0,4,3,7,4,0,0,31,0,10.5,10.5,7.0,17.4,211,544,0.31,0.23,0.54,0.31,0.54,0.81,0.54,1.34,0.81,1.34
Vasco da Gama,28,28.0,54.5,14,154,1260,14.0,15,13,28,15,0,0,29,1,15.4,15.4,12.9,28.3,231,590,1.07,0.93,2.0,1.07,2.0,1.1,0.92,2.02,1.1,2.02
Vitória,29,27.8,43.4,15,165,1350,15.0,11,9,20,11,0,0,40,2,13.3,13.3,8.9,22.2,241,459,0.73,0.6,1.33,0.73,1.33,0.88,0.59,1.48,0.88,1.48
