Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Angers,21,36.8,6.0,2959,422,1239,1239,514,85,2958,90,29,32.2,57,63.3,1461,8173,4270,94,48,20,116,46,1786,162
Auxerre,22,42.2,6.0,3012,345,1083,1296,680,92,3011,99,43,43.4,46,46.5,1680,7866,3542,73,52,19,93,59,1757,162
Brest,24,43.2,6.0,3156,401,1183,1342,665,109,3154,73,31,42.5,40,54.8,1685,7817,3580,62,51,15,103,51,1826,156
Le Havre,22,47.5,6.0,3443,392,1151,1575,751,106,3442,82,37,45.1,39,47.6,1956,10480,5029,98,58,14,98,53,2217,191
Lens,21,45.0,6.0,3366,445,1263,1270,870,171,3364,104,48,46.2,44,42.3,1691,8250,4297,96,59,30,83,48,2050,222
Lille,26,57.8,6.0,3826,295,1083,1758,1007,190,3824,99,44,44.4,50,50.5,2212,10703,5599,108,72,34,67,44,2581,277
Lorient,22,43.7,7.0,3913,414,1361,1735,855,144,3912,119,56,47.1,51,42.9,2407,12180,6390,129,77,24,86,62,2647,247
Lyon,22,53.2,6.0,3637,441,1255,1637,774,132,3637,81,39,48.1,35,43.2,2244,11204,5819,108,72,25,76,35,2530,215
Marseille,28,56.5,6.0,4106,308,918,2043,1165,141,4103,74,30,40.5,40,54.1,2709,11227,5371,84,72,33,77,26,3068,254
Metz,23,49.3,6.0,3701,496,1499,1625,606,91,3699,98,44,44.9,47,48.0,2181,11256,5735,96,72,27,99,61,2554,166
Monaco,26,55.3,6.0,4042,354,1007,2074,992,135,4041,100,37,37.0,60,60.0,2130,11099,5977,104,68,30,93,55,2794,257
Nantes,20,43.7,6.0,3190,560,1530,1209,485,100,3189,91,46,50.5,41,45.1,1841,9106,4648,82,45,21,94,42,1995,136
Nice,26,55.8,6.0,3815,335,1012,1885,949,142,3815,96,46,47.9,42,43.8,2411,12980,6965,119,92,23,102,55,2632,257
Paris FC,24,55.3,7.0,4738,518,1613,2161,998,164,4736,92,40,43.5,48,52.2,2538,12694,6503,128,82,53,93,57,3456,311
Paris S-G,22,71.7,6.0,5541,324,1075,2793,1713,176,5538,150,53,35.3,87,58.0,3377,17539,8806,166,131,53,89,56,4453,353
Rennes,25,51.8,6.0,3745,428,1252,1614,912,111,3744,93,46,49.5,45,48.4,1864,10680,5513,98,71,25,73,52,2631,256
Strasbourg,24,49.5,6.0,3723,431,1260,1685,808,114,3721,129,59,45.7,63,48.8,2115,10151,5148,112,75,26,104,64,2545,249
Toulouse,21,41.8,6.0,3030,347,1048,1352,669,141,3027,122,57,46.7,61,50.0,1589,8052,4291,82,53,30,89,56,1806,175
