Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
Angers,1,6.0,6,1,0,2,0,11.0,0.31,5.0,0.84,24,66,36.4,124,33,45.2,35.4,52,19.2,24.8,103,12,11.7,3,0.5,8.6
Auxerre,2,6.0,8,0,0,2,1,8.0,0.29,1.0,0.16,39,131,29.8,171,14,61.4,43.5,38,68.4,50.8,75,4,5.3,11,1.83,19.5
Brest,2,6.0,11,1,0,2,0,10.7,0.37,-0.3,-0.04,50,125,40.0,165,30,52.7,40.5,50,76.0,55.1,103,8,7.8,2,0.34,9.3
Le Havre,1,6.0,8,2,0,2,1,7.5,0.3,0.5,0.08,28,80,35.0,198,30,29.3,29.9,47,46.8,36.8,87,11,12.6,6,1.0,12.7
Lens,1,6.0,5,0,0,1,0,6.3,0.29,1.3,0.22,25,68,36.8,153,15,31.4,33.6,50,40.0,34.3,80,4,5.0,3,0.5,13.4
Lille,2,6.0,9,0,0,1,0,11.3,0.53,2.3,0.39,25,64,39.1,173,15,30.6,30.3,38,28.9,30.4,66,2,3.0,8,1.33,16.5
Lorient,2,7.0,16,2,0,3,0,10.9,0.33,-5.1,-0.73,29,69,42.0,174,22,33.3,31.5,47,23.4,23.3,94,9,9.6,9,1.29,13.3
Lyon,2,6.0,3,0,0,1,1,5.8,0.35,3.8,0.64,14,49,28.6,152,20,26.3,28.6,48,18.8,22.4,90,4,4.4,4,0.67,9.6
Marseille,2,6.0,5,0,0,0,0,6.2,0.3,1.2,0.19,27,64,42.2,154,16,33.1,32.7,36,36.1,32.5,62,12,19.4,16,2.67,17.0
Metz,1,6.0,13,2,0,0,1,13.8,0.39,1.8,0.29,17,43,39.5,192,26,17.2,25.8,50,20.0,21.2,89,3,3.4,9,1.5,13.7
Monaco,2,6.0,10,2,0,0,1,7.7,0.28,-1.3,-0.22,17,48,35.4,137,26,29.2,30.6,44,18.2,21.5,78,4,5.1,6,1.0,18.9
Nantes,1,6.0,7,2,0,1,0,5.9,0.14,-1.1,-0.19,31,76,40.8,215,30,33.0,31.0,58,8.6,18.5,99,4,4.0,9,1.5,12.9
Nice,1,6.0,10,1,0,0,0,9.1,0.29,-0.9,-0.15,12,32,37.5,140,30,20.0,25.1,35,11.4,15.9,73,5,6.8,8,1.33,17.1
Paris FC,2,7.0,13,2,0,2,0,10.4,0.31,-2.6,-0.37,17,68,25.0,227,28,24.2,29.1,54,24.1,28.7,86,1,1.2,8,1.14,14.0
Paris S-G,1,6.0,4,0,0,1,1,3.5,0.22,0.5,0.08,8,21,38.1,122,23,9.8,24.0,29,31.0,28.1,45,2,4.4,4,0.67,14.0
Rennes,1,6.0,8,0,0,1,0,10.1,0.35,2.1,0.35,27,83,32.5,238,27,31.1,32.1,50,18.0,24.9,94,6,6.4,5,0.83,16.4
Strasbourg,2,6.0,7,0,0,0,0,5.7,0.27,-1.3,-0.21,18,49,36.7,192,17,21.9,29.6,41,17.1,18.9,89,8,9.0,8,1.33,18.9
Toulouse,1,6.0,11,3,0,2,0,8.8,0.32,-2.2,-0.36,28,70,40.0,117,17,45.3,35.1,43,39.5,32.4,76,7,9.2,4,0.67,12.3
