Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Angers,21,25.9,36.8,6,66,540,6.0,3,2,5,2,1,1,8,1,6.3,5.5,4.1,9.7,94,163,0.5,0.33,0.83,0.33,0.67,1.05,0.69,1.74,0.92,1.61
Auxerre,22,25.2,42.2,6,66,540,6.0,3,3,6,3,0,1,14,3,5.8,5.1,4.0,9.1,73,165,0.5,0.5,1.0,0.5,1.0,0.96,0.67,1.63,0.85,1.51
Brest,24,27.3,43.2,6,66,540,6.0,11,8,19,9,2,2,8,2,10.0,8.4,6.1,14.6,62,157,1.83,1.33,3.17,1.5,2.83,1.67,1.02,2.69,1.41,2.43
Le Havre,22,28.1,47.5,6,66,540,6.0,6,4,10,6,0,1,12,0,8.0,7.2,6.1,13.3,98,194,1.0,0.67,1.67,1.0,1.67,1.34,1.02,2.35,1.2,2.22
Lens,21,27.5,45.0,6,66,540,6.0,8,3,11,6,2,2,9,1,12.4,10.8,7.4,18.2,96,226,1.33,0.5,1.83,1.0,1.5,2.06,1.24,3.3,1.8,3.04
Lille,26,26.3,57.8,6,66,540,6.0,13,9,22,12,1,2,14,0,13.4,11.9,9.2,21.1,108,280,2.17,1.5,3.67,2.0,3.5,2.24,1.54,3.77,1.98,3.52
Lorient,22,25.3,43.7,7,77,630,7.0,9,7,16,9,0,1,23,1,9.3,8.3,7.1,15.5,129,248,1.29,1.0,2.29,1.29,2.29,1.33,1.02,2.35,1.19,2.21
Lyon,22,26.5,53.2,6,66,540,6.0,8,5,13,8,0,0,13,1,10.5,10.5,8.0,18.5,108,219,1.33,0.83,2.17,1.33,2.17,1.74,1.33,3.08,1.74,3.08
Marseille,28,27.7,56.5,6,66,540,6.0,11,6,17,9,2,3,16,1,10.1,8.2,5.9,14.1,84,256,1.83,1.0,2.83,1.5,2.5,1.68,0.98,2.66,1.37,2.36
Metz,23,26.2,49.3,6,66,540,6.0,5,4,9,4,1,2,7,1,7.0,5.4,5.1,10.5,96,167,0.83,0.67,1.5,0.67,1.33,1.16,0.85,2.01,0.9,1.75
Monaco,26,26.0,55.3,6,66,540,6.0,12,10,22,11,1,1,14,1,10.8,10.0,7.9,17.9,104,259,2.0,1.67,3.67,1.83,3.5,1.8,1.32,3.12,1.67,2.99
Nantes,20,25.2,43.7,6,66,540,6.0,5,3,8,5,0,1,9,0,5.1,4.3,3.3,7.7,82,140,0.83,0.5,1.33,0.83,1.33,0.85,0.56,1.41,0.72,1.28
Nice,26,25.1,55.8,6,66,540,6.0,6,6,12,6,0,0,14,0,8.3,8.3,7.3,15.6,119,259,1.0,1.0,2.0,1.0,2.0,1.38,1.22,2.6,1.38,2.6
Paris FC,24,27.2,55.3,7,77,630,7.0,12,8,20,10,2,2,7,1,11.1,9.6,7.5,17.1,128,313,1.71,1.14,2.86,1.43,2.57,1.59,1.08,2.66,1.37,2.44
Paris S-G,22,24.2,71.7,6,66,540,6.0,12,7,19,10,2,3,4,0,9.3,7.0,6.1,13.0,166,354,2.0,1.17,3.17,1.67,2.83,1.55,1.01,2.57,1.16,2.17
Rennes,25,26.1,51.8,6,66,540,6.0,6,5,11,5,1,1,10,3,7.6,6.8,5.8,12.6,98,259,1.0,0.83,1.83,0.83,1.67,1.27,0.96,2.23,1.14,2.1
Strasbourg,24,21.5,49.5,6,66,540,6.0,9,7,16,7,2,2,14,2,8.8,7.2,6.6,13.7,112,251,1.5,1.17,2.67,1.17,2.33,1.46,1.09,2.55,1.2,2.29
Toulouse,21,24.4,41.8,6,66,540,6.0,9,3,12,8,1,3,16,1,9.1,6.9,4.1,11.1,82,175,1.5,0.5,2.0,1.33,1.83,1.52,0.69,2.21,1.16,1.84
