Unnamed: 0_level_0,Unnamed: 1_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks
Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%
vs Angers,1,6,6,540,6.0,3,0.5,17,14,88.2,3,2,1,3,50.0,1,1,0,0,0.0
vs Auxerre,2,6,6,540,6.0,4,0.67,20,17,80.0,4,0,2,2,33.3,1,0,0,1,
vs Brest,2,6,6,540,6.0,11,1.83,24,13,62.5,3,1,2,1,16.7,2,2,0,0,0.0
vs Le Havre,1,6,6,540,6.0,6,1.0,22,16,72.7,3,2,1,2,33.3,1,0,0,1,
vs Lens,1,6,6,536,6.0,8,1.34,28,20,78.6,2,1,3,3,50.0,2,2,0,0,0.0
vs Lille,2,6,6,540,6.0,13,2.17,29,16,58.6,2,1,3,2,33.3,2,1,0,1,0.0
vs Lorient,2,7,7,630,7.0,9,1.29,28,18,67.9,4,1,2,3,42.9,1,0,1,0,100.0
vs Lyon,2,6,6,540,6.0,8,1.33,28,20,71.4,1,0,5,0,0.0,0,0,0,0,
vs Marseille,2,6,6,540,6.0,12,2.0,29,18,65.5,2,0,4,2,33.3,3,2,0,1,0.0
vs Metz,1,6,6,540,6.0,5,0.83,12,6,66.7,4,2,0,3,50.0,2,1,1,0,50.0
vs Monaco,2,6,6,540,6.0,14,2.33,19,7,31.6,2,0,4,1,16.7,1,1,0,0,0.0
vs Nantes,1,6,6,540,6.0,5,0.83,14,8,64.3,3,2,1,3,50.0,1,0,1,0,100.0
vs Nice,1,6,6,540,6.0,7,1.17,28,22,75.0,3,1,2,1,16.7,0,0,0,0,
vs Paris FC,2,7,7,630,7.0,12,1.71,35,23,71.4,3,1,3,1,14.3,2,2,0,0,0.0
vs Paris S-G,1,6,6,540,6.0,12,2.0,35,23,71.4,1,0,5,1,16.7,3,2,0,1,0.0
vs Rennes,1,6,6,540,6.0,7,1.17,23,17,73.9,1,3,2,2,33.3,1,1,0,0,0.0
vs Strasbourg,2,6,6,540,6.0,9,1.5,21,12,66.7,2,0,4,0,0.0,2,2,0,0,0.0
vs Toulouse,1,6,6,540,6.0,9,1.5,25,14,68.0,3,1,2,1,16.7,3,1,2,0,66.7
