Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
vs Angers,1,6.0,3,1,0,0,0,4.3,0.22,1.3,0.21,18,50,36.0,194,21,18.6,27.8,45,31.1,32.0,75,5,6.7,11,1.83,15.9
vs Auxerre,2,6.0,4,0,0,0,1,4.4,0.22,1.4,0.23,9,39,23.1,153,18,20.9,28.7,30,23.3,25.7,71,7,9.9,7,1.17,14.2
vs Brest,2,6.0,11,2,0,0,0,9.9,0.34,-1.1,-0.19,17,51,33.3,145,25,24.8,29.6,53,28.3,29.3,72,3,4.2,9,1.5,14.7
vs Le Havre,1,6.0,6,0,0,2,0,7.1,0.32,1.1,0.18,17,52,32.7,158,26,24.7,30.2,52,25.0,23.2,123,8,6.5,5,0.83,13.1
vs Lens,1,6.0,8,2,0,2,0,12.1,0.4,4.1,0.68,33,76,43.4,159,27,30.8,33.9,54,50.0,41.5,94,6,6.4,11,1.85,17.6
vs Lille,2,6.0,13,1,0,1,0,10.5,0.34,-2.5,-0.42,33,94,35.1,171,22,43.3,37.4,46,43.5,36.9,97,4,4.1,3,0.5,10.1
vs Lorient,2,7.0,9,0,0,1,0,8.9,0.28,-0.1,-0.02,29,72,40.3,182,27,35.2,34.7,44,18.2,25.1,84,6,7.1,2,0.29,12.7
vs Lyon,2,6.0,8,0,0,1,0,11.9,0.45,3.9,0.65,26,75,34.7,175,18,35.4,34.4,38,34.2,31.6,89,6,6.7,4,0.67,12.5
vs Marseille,2,6.0,12,2,0,3,1,8.3,0.24,-2.7,-0.45,16,57,28.1,165,24,30.9,33.7,33,18.2,21.9,91,4,4.4,3,0.5,12.1
vs Metz,1,6.0,5,1,0,2,0,7.3,0.48,2.3,0.39,13,34,38.2,159,27,18.9,26.5,29,13.8,22.3,72,6,8.3,8,1.33,13.6
vs Monaco,2,6.0,14,1,0,1,2,10.9,0.53,-1.1,-0.19,30,65,46.2,171,18,26.9,31.5,47,40.4,31.3,84,2,2.4,7,1.17,14.6
vs Nantes,1,6.0,5,0,0,1,0,4.2,0.24,-0.8,-0.14,22,75,29.3,165,23,40.0,36.7,37,24.3,23.9,59,3,5.1,13,2.17,18.9
vs Nice,1,6.0,7,0,0,1,1,6.5,0.24,0.5,0.08,42,136,30.9,207,23,53.6,41.5,60,41.7,32.9,105,9,8.6,6,1.0,12.8
vs Paris FC,2,7.0,12,2,0,0,0,12.1,0.31,0.1,0.01,27,74,36.5,205,31,28.8,33.8,62,24.2,22.2,94,11,11.7,10,1.43,12.0
vs Paris S-G,1,6.0,12,2,0,4,0,10.4,0.26,-1.6,-0.26,47,94,50.0,132,18,59.1,45.1,62,25.8,24.4,58,7,12.1,2,0.33,8.9
vs Rennes,1,6.0,7,1,0,1,1,6.4,0.25,0.4,0.07,20,50,40.0,122,25,31.1,33.0,45,26.7,32.3,66,7,10.6,7,1.17,13.8
vs Strasbourg,2,6.0,9,2,0,0,0,9.3,0.36,0.3,0.05,22,59,37.3,215,25,23.7,29.7,37,21.6,24.9,85,8,9.4,10,1.67,15.9
vs Toulouse,1,6.0,9,1,0,1,0,8.5,0.24,-0.5,-0.08,15,53,28.3,166,21,25.3,31.0,36,30.6,32.3,70,4,5.7,5,0.83,12.8
