Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
Angers,21,25.9,6,540,90,100,6.0,66,81,38,27,21,27,0.83,3,6,-3,-0.5,6.3,9.2,-2.9,-0.48
Auxerre,22,25.2,6,540,90,100,6.0,66,83,39,24,17,28,1.0,4,8,-4,-0.67,5.8,9.0,-3.3,-0.54
Brest,24,27.3,6,540,90,100,6.0,66,84,41,23,15,31,1.17,11,11,0,0.0,10.0,11.1,-1.1,-0.18
Le Havre,22,28.1,6,540,90,100,6.0,66,82,36,30,17,24,0.83,6,8,-2,-0.33,8.0,6.5,1.5,0.24
Lens,21,27.5,6,540,90,100,6.0,66,81,39,26,19,28,1.67,8,5,3,0.5,12.4,8.3,4.1,0.68
Lille,26,26.3,6,540,90,100,6.0,66,82,40,26,21,28,1.67,13,9,4,0.67,13.4,9.2,4.2,0.7
Lorient,22,25.3,7,630,90,100,7.0,77,78,44,32,26,30,1.0,9,16,-7,-1.0,9.3,11.3,-2.1,-0.29
Lyon,22,26.5,6,540,90,100,6.0,66,85,42,23,13,31,2.5,8,3,5,0.83,10.5,7.2,3.2,0.54
Marseille,28,27.7,6,540,90,100,6.0,66,80,37,28,21,26,2.0,12,5,7,1.17,10.1,7.1,3.0,0.5
Metz,23,26.2,6,540,90,100,6.0,66,83,40,25,17,29,0.33,5,13,-8,-1.33,7.0,12.8,-5.8,-0.97
Monaco,26,26.0,6,540,90,100,6.0,66,81,36,29,19,25,2.0,14,10,4,0.67,10.8,10.0,0.8,0.14
Nantes,20,25.2,6,540,90,100,6.0,66,82,36,31,17,23,0.83,5,7,-2,-0.33,5.1,9.0,-3.9,-0.65
Nice,26,25.1,6,540,90,100,6.0,66,81,37,30,20,24,1.17,7,10,-3,-0.5,8.3,9.2,-0.9,-0.16
Paris FC,24,27.2,7,630,90,100,7.0,77,82,41,35,18,28,1.43,12,13,-1,-0.14,11.1,11.2,-0.1,-0.02
Paris S-G,22,24.2,6,540,90,100,6.0,66,79,40,26,27,27,2.5,12,4,8,1.33,9.3,5.9,3.5,0.58
Rennes,25,26.1,6,540,90,100,6.0,66,76,36,28,25,26,1.5,7,8,-1,-0.17,7.6,10.6,-3.0,-0.5
Strasbourg,24,21.5,6,540,90,100,6.0,66,78,37,28,28,26,2.0,9,7,2,0.33,8.8,6.9,1.9,0.31
Toulouse,21,24.4,6,540,90,100,6.0,66,82,39,28,19,26,1.17,9,11,-2,-0.33,9.1,8.3,0.8,0.14
