Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
vs Angers,21,63.2,6.0,4583,347,1112,2140,1363,124,4580,103,40,38.8,58,56.3,2634,14043,7348,123,105,30,81,56,3468,313
vs Auxerre,22,57.8,6.0,3925,355,1231,1890,834,129,3924,105,47,44.8,53,50.5,2147,11703,6114,89,66,27,88,78,2683,233
vs Brest,24,56.8,6.0,3964,409,1216,1826,965,161,3963,137,62,45.3,67,48.9,2238,11134,6186,95,80,18,103,50,2634,291
vs Le Havre,22,52.5,6.0,3781,400,1195,1822,787,102,3779,92,39,42.4,46,50.0,2168,10652,5655,104,75,19,113,48,2589,203
vs Lens,21,55.0,6.0,3949,419,1123,1854,995,158,3949,113,45,39.8,63,55.8,2301,11039,5561,107,78,32,71,56,2698,236
vs Lille,26,42.2,6.0,3019,423,1261,1173,624,90,3018,93,43,46.2,45,48.4,1472,7499,3649,82,39,21,87,39,1756,156
vs Lorient,22,56.3,7.0,4886,396,1209,2548,1156,139,4882,86,33,38.4,45,52.3,3123,13499,6996,106,82,30,81,46,3620,313
vs Lyon,22,46.8,6.0,3251,358,1033,1386,865,149,3251,94,44,46.8,43,45.7,1816,9768,4996,124,73,39,80,38,2136,232
vs Marseille,28,43.5,6.0,3237,433,1270,1412,579,90,3237,78,33,42.3,38,48.7,1873,9574,4837,90,74,20,85,43,2220,163
vs Metz,23,50.7,6.0,3754,331,1090,1852,855,136,3752,117,52,44.4,61,52.1,2170,10853,5581,114,62,39,91,61,2615,259
vs Monaco,26,44.7,6.0,3477,424,1301,1502,710,123,3474,107,59,55.1,38,35.5,2010,10755,5269,119,69,29,105,66,2197,220
vs Nantes,20,56.3,6.0,3957,333,987,1861,1143,163,3955,101,38,37.6,55,54.5,2089,11305,5626,124,71,37,83,45,2754,276
vs Nice,26,44.2,6.0,3152,485,1276,1284,634,117,3151,74,42,56.8,27,36.5,1607,8678,4353,83,59,19,90,58,1985,138
vs Paris FC,24,44.7,7.0,3958,493,1419,1800,762,141,3955,75,30,40.0,41,54.7,2265,11294,5729,104,81,29,96,61,2654,224
vs Paris S-G,22,28.3,6.0,2596,460,1205,937,485,89,2595,97,35,36.1,57,58.8,1404,7240,3375,68,42,19,98,42,1453,115
vs Rennes,25,48.2,6.0,3580,341,1106,1540,980,159,3579,98,45,45.9,47,48.0,1994,9984,5358,119,76,35,74,33,2427,245
vs Strasbourg,24,50.5,6.0,3819,434,1407,1647,800,125,3819,114,60,52.6,50,43.9,2323,11458,5285,92,49,35,93,56,2626,202
vs Toulouse,21,58.2,6.0,4055,415,1391,1819,876,149,4052,108,38,35.2,62,57.4,2457,10979,5565,96,69,24,116,46,2813,227
