Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Squad,# Pl,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
vs Atalanta,22,5.0,3,64,22,34.4,12.8,4.4,0.05,0.14,19.8,2,0,1,4.5,3.7,0.06,-1.5,-0.7
vs Bologna,24,5.0,5,60,17,28.3,12.0,3.4,0.08,0.29,17.4,1,0,0,5.6,5.6,0.09,-0.6,-0.6
vs Cagliari,21,5.0,5,72,22,30.6,14.4,4.4,0.07,0.23,15.4,2,0,0,8.1,8.1,0.12,-3.1,-3.1
vs Como,21,5.0,4,49,10,20.4,9.8,2.0,0.08,0.4,17.5,1,0,0,4.4,4.4,0.1,-0.4,-0.4
vs Cremonese,23,5.0,4,81,28,34.6,16.2,5.6,0.04,0.11,17.9,2,1,1,6.7,5.9,0.08,-2.7,-2.9
vs Fiorentina,22,5.0,6,64,24,37.5,12.8,4.8,0.08,0.21,16.1,2,1,1,6.8,6.5,0.1,-0.8,-1.5
vs Genoa,21,5.0,7,55,17,30.9,11.0,3.4,0.11,0.35,15.9,0,1,1,5.8,5.0,0.1,1.2,1.0
vs Hellas Verona,24,6.0,9,72,23,31.9,12.0,3.83,0.13,0.39,18.6,3,0,1,8.2,7.3,0.1,0.8,1.7
vs Inter,24,5.0,7,48,17,35.4,9.6,3.4,0.13,0.35,20.2,1,1,1,3.8,3.0,0.06,3.2,3.0
vs Juventus,21,5.0,5,61,11,18.0,12.2,2.2,0.07,0.36,19.9,1,1,1,4.3,3.5,0.06,0.7,0.5
vs Lazio,23,5.0,4,71,24,33.8,14.2,4.8,0.06,0.17,17.0,3,0,0,6.1,6.1,0.09,-2.1,-2.1
vs Lecce,22,5.0,10,65,25,38.5,13.0,5.0,0.12,0.32,16.8,3,2,2,8.0,6.4,0.1,2.0,1.6
vs Milan,24,5.0,3,44,15,34.1,8.8,3.0,0.05,0.13,19.6,0,1,1,3.4,3.2,0.07,-0.4,-1.2
vs Napoli,24,5.0,5,56,14,25.0,11.2,2.8,0.07,0.29,18.5,2,1,1,5.5,5.0,0.09,-0.5,-1.0
vs Parma,19,5.0,6,66,21,31.8,13.2,4.2,0.09,0.29,17.8,1,0,0,5.1,5.1,0.08,0.9,0.9
vs Pisa,23,5.0,6,76,22,28.9,15.2,4.4,0.08,0.27,17.4,2,0,0,5.7,5.7,0.08,0.3,0.3
vs Roma,21,5.0,1,47,14,29.8,9.4,2.8,0.02,0.07,19.9,1,0,0,4.1,4.1,0.09,-3.1,-3.1
vs Sassuolo,25,6.0,7,85,32,37.6,14.17,5.33,0.07,0.19,17.3,4,1,1,8.8,8.0,0.1,-1.8,-2.0
vs Torino,23,5.0,10,79,23,29.1,15.8,4.6,0.11,0.39,17.5,4,1,1,7.3,6.6,0.08,2.7,2.4
vs Udinese,24,5.0,8,61,19,31.1,12.2,3.8,0.13,0.42,15.8,1,0,0,5.6,5.6,0.09,2.4,2.4
