Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 17_level_0,Unnamed: 18_level_0,Expected,Expected,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
vs Atalanta,22,5.0,1738,2185,79.5,32825,11961,717,800,89.6,758,882,85.9,224,398,56.3,1,2.4,3.4,-1.4,45,153,31,11,162
vs Bologna,24,5.0,1473,1929,76.4,27602,10479,580,666,87.1,672,794,84.6,175,361,48.5,3,3.8,3.0,-0.8,45,97,32,9,119
vs Cagliari,21,5.0,2121,2576,82.3,37566,12238,894,1008,88.7,989,1118,88.5,186,328,56.7,5,7.2,6.0,-2.2,55,150,44,16,202
vs Como,21,5.0,1358,1792,75.8,25762,9923,530,613,86.5,639,750,85.2,167,329,50.8,1,2.8,2.2,-1.8,32,82,22,6,121
vs Cremonese,23,5.0,2125,2571,82.7,38427,12835,879,970,90.6,975,1095,89.0,222,391,56.8,3,4.8,4.7,-1.8,63,173,37,9,195
vs Fiorentina,22,5.0,1558,1987,78.4,27090,10972,760,856,88.8,577,697,82.8,167,313,53.4,5,5.1,4.5,-0.1,49,111,31,4,144
vs Genoa,21,5.0,1597,2100,76.0,29292,10474,677,794,85.3,687,837,82.1,193,345,55.9,5,3.7,3.1,1.3,41,104,26,8,125
vs Hellas Verona,24,6.0,2667,3249,82.1,48013,17014,1139,1292,88.2,1201,1363,88.1,285,462,61.7,7,5.6,5.3,1.4,53,227,39,7,250
vs Inter,24,5.0,1465,1849,79.2,27763,9942,551,626,88.0,714,818,87.3,169,308,54.9,6,2.9,2.6,3.1,41,107,21,7,136
vs Juventus,21,5.0,1403,1841,76.2,26519,9198,557,659,84.5,666,793,84.0,158,319,49.5,3,2.8,3.3,0.2,46,106,32,13,122
vs Lazio,23,5.0,1966,2362,83.2,35189,11657,839,927,90.5,891,990,90.0,182,308,59.1,3,4.7,4.1,-1.7,51,126,40,8,169
vs Lecce,22,5.0,1974,2442,80.8,34144,11799,885,993,89.1,908,1031,88.1,148,318,46.5,6,4.8,4.3,1.2,51,128,44,8,172
vs Milan,24,5.0,2070,2440,84.8,36925,11628,838,914,91.7,984,1092,90.1,182,306,59.5,2,2.8,4.1,-0.8,35,175,37,18,190
vs Napoli,24,5.0,1571,1949,80.6,26489,8997,744,816,91.2,627,727,86.2,144,302,47.7,3,4.0,3.9,-1.0,42,100,17,9,102
vs Parma,19,5.0,1942,2395,81.1,34784,12731,834,923,90.4,863,969,89.1,206,374,55.1,4,4.0,4.6,0.0,54,139,44,15,176
vs Pisa,23,5.0,2247,2724,82.5,40097,13554,964,1072,89.9,1040,1169,89.0,203,356,57.0,4,3.6,5.4,0.4,53,184,49,8,232
vs Roma,21,5.0,1278,1776,72.0,24065,9453,492,587,83.8,574,708,81.1,158,349,45.3,1,3.8,2.9,-2.8,40,103,18,6,121
vs Sassuolo,25,6.0,2598,3142,82.7,44226,14196,1195,1330,89.8,1140,1295,88.0,197,356,55.3,4,5.9,5.2,-1.9,66,202,42,11,259
vs Torino,23,5.0,2207,2603,84.8,39705,13333,961,1056,91.0,1005,1112,90.4,214,348,61.5,8,5.0,4.3,3.0,63,162,28,7,190
vs Udinese,24,5.0,1874,2327,80.5,35133,12242,762,856,89.0,853,972,87.8,227,392,57.9,7,4.3,3.3,2.7,41,160,29,7,188
