Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
Squad,# Pl,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Atalanta,22,5.0,7,1,1,52,41,7,88,30,49,0,1,1,207,79,78,50.3
Bologna,24,5.0,10,0,0,67,77,13,88,33,45,1,0,0,190,76,77,49.7
Cagliari,21,5.0,11,0,0,77,71,8,72,43,38,1,0,0,157,57,66,46.3
Como,21,5.0,14,2,0,82,73,2,61,32,56,0,0,0,182,68,53,56.2
Cremonese,23,5.0,12,0,0,62,62,12,68,26,42,1,1,0,154,69,71,49.3
Fiorentina,22,5.0,9,0,0,72,85,12,72,38,44,0,1,0,178,69,78,46.9
Genoa,21,5.0,15,0,0,80,65,2,82,35,67,0,1,0,184,84,96,46.7
Hellas Verona,24,6.0,13,0,0,102,50,10,88,65,67,0,1,0,235,86,110,43.9
Inter,24,5.0,7,0,0,70,46,11,129,27,40,0,1,0,195,81,58,58.3
Juventus,21,5.0,8,1,0,54,60,5,105,34,45,0,1,0,195,75,71,51.4
Lazio,23,5.0,8,2,0,61,86,5,69,47,39,0,0,0,182,68,54,55.7
Lecce,22,5.0,10,0,0,53,63,5,80,29,47,0,2,0,162,82,66,55.4
Milan,24,5.0,5,1,0,49,54,10,71,32,43,0,1,0,171,46,55,45.5
Napoli,24,5.0,4,0,0,64,66,4,112,29,41,2,1,0,196,61,54,53.0
Parma,19,5.0,8,0,0,57,63,2,90,31,46,0,0,0,186,75,97,43.6
Pisa,23,5.0,5,0,0,70,54,6,87,38,62,0,0,0,199,96,75,56.1
Roma,21,5.0,5,0,0,69,75,7,102,41,35,0,0,0,235,84,89,48.6
Sassuolo,25,6.0,15,1,1,74,85,11,52,45,51,2,1,1,211,81,88,47.9
Torino,23,5.0,8,0,0,67,56,9,83,32,43,1,1,0,173,75,84,47.2
Udinese,24,5.0,13,0,0,61,50,7,86,31,35,0,0,0,149,85,74,53.5
