Unnamed: 0_level_0,Unnamed: 1_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks
Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%
vs Atalanta,1,5,5,450,5.0,10,2.0,24,14,58.3,0,3,2,0,0.0,0,0,0,0,
vs Bologna,1,5,5,450,5.0,5,1.0,15,10,80.0,2,1,2,2,40.0,2,2,0,0,0.0
vs Cagliari,1,5,5,450,5.0,5,1.0,17,12,76.5,2,1,2,2,40.0,1,1,0,0,0.0
vs Como,1,5,5,450,5.0,6,1.2,25,19,76.0,1,2,2,1,20.0,0,0,0,0,
vs Cremonese,2,5,5,450,5.0,6,1.2,14,8,64.3,0,3,2,2,40.0,1,1,0,0,0.0
vs Fiorentina,1,5,5,450,5.0,3,0.6,10,7,70.0,2,3,0,2,40.0,0,0,0,0,
vs Genoa,1,5,5,450,5.0,2,0.4,16,14,87.5,3,2,0,3,60.0,0,0,0,0,
vs Hellas Verona,1,6,6,540,6.0,2,0.33,32,30,96.9,3,3,0,4,66.7,1,1,0,0,0.0
vs Inter,2,5,5,450,5.0,13,2.6,27,15,51.9,2,0,3,0,0.0,0,0,0,0,
vs Juventus,1,5,5,450,5.0,9,1.8,29,20,69.0,0,2,3,0,0.0,0,0,0,0,
vs Lazio,1,5,5,450,5.0,7,1.4,17,10,58.8,3,0,2,3,60.0,0,0,0,0,
vs Lecce,1,5,5,450,5.0,4,0.8,14,10,71.4,3,2,0,2,40.0,0,0,0,0,
vs Milan,2,5,5,450,5.0,9,1.8,23,14,60.9,1,0,4,0,0.0,0,0,0,0,
vs Napoli,2,5,5,450,5.0,10,2.0,31,21,74.2,1,0,4,0,0.0,2,2,0,0,0.0
vs Parma,1,5,5,450,5.0,3,0.6,14,11,85.7,2,2,1,3,60.0,1,1,0,0,0.0
vs Pisa,1,5,5,450,5.0,3,0.6,14,12,85.7,3,2,0,3,60.0,1,1,0,0,0.0
vs Roma,1,5,5,450,5.0,5,1.0,25,20,80.0,1,0,4,1,20.0,0,0,0,0,
vs Sassuolo,2,6,6,540,6.0,8,1.33,24,15,70.8,3,0,3,1,16.7,2,1,1,0,50.0
vs Torino,1,5,5,450,5.0,2,0.4,21,18,90.5,3,1,1,3,60.0,1,0,1,0,100.0
vs Udinese,1,5,5,450,5.0,5,1.0,21,16,81.0,2,1,2,1,20.0,1,1,0,0,0.0
