Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Atalanta,22,54.0,5.0,3123,387,1122,1369,669,129,3123,101,49,48.5,39,38.6,1819,8854,4743,102,54,32,78,28,2076,194
Bologna,24,54.0,5.0,2796,301,998,1287,542,79,2794,89,36,40.4,35,39.3,1583,8035,3345,53,38,17,63,49,1780,156
Cagliari,21,43.6,5.0,2499,335,1023,1043,455,82,2498,60,28,46.7,28,46.7,1342,6111,3141,67,42,24,74,43,1549,127
Como,21,59.4,5.0,3185,323,1059,1514,631,106,3185,99,37,37.4,55,55.6,1691,8565,4082,86,50,35,76,54,2150,150
Cremonese,23,45.6,5.0,2656,390,1049,1211,420,50,2655,59,27,45.8,24,40.7,1513,6690,3128,47,41,11,85,37,1657,120
Fiorentina,22,52.4,5.0,2636,309,921,1240,515,93,2636,73,32,43.8,33,45.2,1458,7458,3843,74,48,18,66,47,1665,145
Genoa,21,51.0,5.0,2786,304,1038,1220,558,75,2786,86,43,50.0,35,40.7,1548,7657,3213,63,38,12,99,50,1651,126
Hellas Verona,24,40.7,6.0,2913,299,952,1307,683,101,2912,82,39,47.6,37,45.1,1449,7596,3710,76,51,18,94,37,1597,160
Inter,24,61.0,5.0,3341,256,889,1487,986,186,3341,69,32,46.4,30,43.5,1640,8216,4572,98,72,25,61,36,2406,252
Juventus,21,59.8,5.0,3310,282,993,1418,931,127,3310,89,42,47.2,44,49.4,2014,11474,5945,107,100,21,89,33,2273,212
Lazio,23,49.8,5.0,2959,303,942,1474,565,88,2959,80,30,37.5,42,52.5,1522,6968,3468,54,38,24,53,52,2028,177
Lecce,22,43.6,5.0,2400,275,739,1077,607,89,2400,80,24,30.0,46,57.5,1126,5814,2943,57,30,14,75,43,1402,146
Milan,24,51.2,5.0,3094,285,997,1441,681,140,3094,105,38,36.2,49,46.7,1892,9941,4892,90,59,33,63,22,2204,170
Napoli,24,60.6,5.0,3494,233,819,1831,869,116,3492,69,32,46.4,30,43.5,2210,11299,5914,114,84,25,66,45,2623,263
Parma,19,43.4,5.0,2386,276,785,1041,577,74,2385,57,19,33.3,27,47.4,1218,6408,3212,63,46,10,72,51,1337,119
Pisa,23,38.6,5.0,2303,386,886,969,480,75,2302,79,29,36.7,42,53.2,1096,6006,2932,59,35,16,79,41,1223,133
Roma,21,60.0,5.0,3208,283,839,1527,875,126,3208,87,28,32.2,42,48.3,1742,8939,4636,96,81,26,80,49,2133,210
Sassuolo,25,43.7,6.0,3105,349,1163,1378,597,91,3103,91,36,39.6,41,45.1,1622,8208,3965,75,48,27,105,53,1943,164
Torino,23,43.0,5.0,2443,310,890,1041,535,101,2442,70,29,41.4,29,41.4,1209,6005,2741,55,34,19,77,39,1495,163
Udinese,24,47.8,5.0,2656,301,809,1230,635,88,2655,79,31,39.2,33,41.8,1463,8572,4608,90,76,19,73,45,1677,158
