Unnamed: 0_level_0,Unnamed: 1_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks
Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%
Atalanta,1,5,5,450,5.0,4,0.8,23,19,82.6,2,3,0,1,20.0,1,0,1,0,100.0
Bologna,1,5,5,450,5.0,5,1.0,17,12,70.6,2,1,2,1,20.0,0,0,0,0,
Cagliari,1,5,5,450,5.0,5,1.0,22,17,77.3,2,1,2,1,20.0,0,0,0,0,
Como,1,5,5,450,5.0,4,0.8,10,6,60.0,2,2,1,1,20.0,0,0,0,0,
Cremonese,2,5,5,450,5.0,4,0.8,29,25,89.7,2,3,0,2,40.0,1,1,0,0,0.0
Fiorentina,1,5,5,450,5.0,6,1.2,25,19,80.0,0,3,2,2,40.0,1,1,0,0,0.0
Genoa,1,5,5,450,5.0,7,1.4,18,11,66.7,0,2,3,1,20.0,1,1,0,0,0.0
Hellas Verona,1,6,6,540,6.0,9,1.5,24,14,62.5,0,3,3,1,16.7,1,0,1,0,100.0
Inter,2,5,5,450,5.0,7,1.4,18,11,66.7,3,0,2,2,40.0,1,1,0,0,0.0
Juventus,1,5,5,450,5.0,5,1.0,12,7,66.7,3,2,0,2,40.0,1,1,0,0,0.0
Lazio,1,5,5,450,5.0,4,0.8,24,20,83.3,2,0,3,2,40.0,0,0,0,0,
Lecce,1,5,5,450,5.0,10,2.0,27,17,70.4,0,2,3,1,20.0,2,2,0,0,0.0
Milan,2,5,5,450,5.0,3,0.6,16,13,87.5,4,0,1,3,60.0,1,1,0,0,0.0
Napoli,2,5,5,450,5.0,5,1.0,15,10,73.3,4,0,1,2,40.0,1,1,0,0,0.0
Parma,1,5,5,450,5.0,6,1.2,21,15,71.4,1,2,2,1,20.0,0,0,0,0,
Pisa,1,5,5,450,5.0,6,1.2,22,16,72.7,0,2,3,1,20.0,0,0,0,0,
Roma,1,5,5,450,5.0,1,0.2,14,13,92.9,4,0,1,4,80.0,0,0,0,0,
Sassuolo,2,6,6,540,6.0,8,1.33,33,26,78.8,3,0,3,2,33.3,1,1,0,0,0.0
Torino,1,5,5,450,5.0,10,2.0,24,14,62.5,1,1,3,2,40.0,1,1,0,0,0.0
Udinese,1,5,5,450,5.0,8,1.6,19,11,57.9,2,1,2,1,20.0,0,0,0,0,
