Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 17_level_0,Unnamed: 18_level_0,Expected,Expected,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
Atalanta,22,5.0,2090,2538,82.3,36712,12837,957,1067,89.7,909,1036,87.7,190,346,54.9,8,5.0,5.9,3.0,55,147,48,8,197
Bologna,24,5.0,1817,2311,78.6,36258,12617,605,696,86.9,934,1075,86.9,242,426,56.8,3,2.9,2.6,0.1,46,144,31,12,156
Cagliari,21,5.0,1564,1975,79.2,27693,11096,721,810,89.0,641,756,84.8,165,308,53.6,2,3.5,2.9,-1.5,45,103,21,6,128
Como,21,5.0,2185,2598,84.1,37810,12849,1018,1105,92.1,922,1037,88.9,185,314,58.9,5,4.8,3.4,0.2,63,128,33,4,153
Cremonese,23,5.0,1673,2141,78.1,29225,10780,764,847,90.2,689,805,85.6,163,348,46.8,4,2.7,1.9,1.3,24,86,17,9,121
Fiorentina,22,5.0,1696,2136,79.4,30535,11210,696,797,87.3,801,941,85.1,164,308,53.2,1,3.4,3.5,-2.4,36,105,28,12,146
Genoa,21,5.0,1660,2188,75.9,29836,10407,695,815,85.3,784,931,84.2,149,332,44.9,1,3.6,3.0,-2.6,34,109,21,6,126
Hellas Verona,24,6.0,1617,2205,73.3,29728,11780,688,820,83.9,673,821,82.0,199,427,46.6,1,4.6,4.5,-3.6,61,154,25,6,163
Inter,24,5.0,2423,2849,85.0,44445,13242,997,1112,89.7,1133,1243,91.2,259,384,67.4,11,8.0,6.5,3.0,77,191,63,15,254
Juventus,21,5.0,2285,2720,84.0,39561,12310,1026,1123,91.4,970,1104,87.9,228,343,66.5,8,4.8,4.7,3.2,66,166,35,8,214
Lazio,23,5.0,2039,2453,83.1,35355,12680,907,1027,88.3,892,990,90.1,193,314,61.5,6,6.6,4.7,-0.6,44,180,27,5,178
Lecce,22,5.0,1417,1867,75.9,27234,9945,539,628,85.8,659,792,83.2,186,357,52.1,3,2.2,3.7,0.8,31,119,32,11,147
Milan,24,5.0,2216,2585,85.7,38816,12501,963,1048,91.9,977,1079,90.5,212,330,64.2,7,5.6,6.0,1.4,61,150,42,8,172
Napoli,24,5.0,2641,3052,86.5,44671,13565,1193,1288,92.6,1279,1410,90.7,144,255,56.5,6,6.2,6.8,-0.2,58,212,46,16,266
Parma,19,5.0,1372,1842,74.5,26349,9969,538,632,85.1,633,761,83.2,168,368,45.7,1,3.2,3.0,-2.2,42,118,21,11,122
Pisa,23,5.0,1235,1686,73.3,23455,9996,506,586,86.3,522,649,80.4,168,346,48.6,1,3.5,3.6,-2.5,41,116,27,10,136
Roma,21,5.0,2147,2667,80.5,38211,12808,913,1026,89.0,955,1082,88.3,212,390,54.4,3,4.0,4.4,-1.0,51,169,43,11,210
Sassuolo,25,6.0,1953,2421,80.7,35325,12377,839,941,89.2,848,952,89.1,219,405,54.1,6,4.0,2.9,2.0,43,130,27,8,165
Torino,23,5.0,1506,1911,78.8,29136,11421,567,644,88.0,730,833,87.6,184,348,52.9,2,3.1,3.4,-1.1,42,125,44,15,163
Udinese,24,5.0,1696,2094,81.0,31261,10236,666,746,89.3,812,915,88.7,177,314,56.4,2,2.4,2.6,-0.4,46,137,32,6,158
