Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
vs Atalanta,22,26.3,5,450,90,100,5.0,55,82,31,24,25,40,0.6,4,10,-6,-1.2,4.5,7.2,-2.7,-0.55
vs Bologna,24,26.5,5,450,90,100,5.0,55,79,32,23,28,35,1.4,5,5,0,0.0,5.6,4.8,0.8,0.16
vs Cagliari,21,27.4,5,450,90,100,5.0,55,80,31,24,24,46,1.4,5,5,0,0.0,8.1,5.1,3.0,0.6
vs Como,21,27.5,5,450,90,100,5.0,55,78,31,24,25,44,1.0,4,6,-2,-0.4,4.4,6.4,-1.9,-0.39
vs Cremonese,23,26.1,5,450,90,100,5.0,55,79,33,22,26,43,0.6,4,6,-2,-0.4,6.7,3.7,3.0,0.61
vs Fiorentina,22,27.2,5,450,90,100,5.0,55,79,30,25,20,39,1.8,6,3,3,0.6,6.8,5.5,1.3,0.27
vs Genoa,21,26.8,5,450,90,100,5.0,55,81,29,25,20,34,2.2,7,2,5,1.0,5.8,5.4,0.4,0.08
vs Hellas Verona,24,26.5,6,540,90,100,6.0,66,81,37,29,23,49,2.0,9,2,7,1.17,8.2,6.6,1.5,0.26
vs Inter,24,26.3,5,450,90,100,5.0,55,81,30,25,22,41,1.2,7,13,-6,-1.2,3.8,8.9,-5.1,-1.03
vs Juventus,21,27.0,5,450,90,100,5.0,55,80,32,22,16,40,0.4,5,9,-4,-0.8,4.3,5.9,-1.6,-0.31
vs Lazio,23,26.1,5,450,90,100,5.0,55,78,30,25,21,43,1.8,4,7,-3,-0.6,6.1,7.3,-1.2,-0.24
vs Lecce,22,26.5,5,450,90,100,5.0,55,79,32,23,17,39,2.2,10,4,6,1.2,8.0,3.9,4.1,0.83
vs Milan,24,27.2,5,450,90,100,5.0,55,81,30,25,22,38,0.6,3,9,-6,-1.2,3.4,6.8,-3.4,-0.67
vs Napoli,24,26.7,5,450,90,100,5.0,55,84,28,25,18,37,0.6,5,10,-5,-1.0,5.5,9.0,-3.5,-0.69
vs Parma,19,26.9,5,450,90,100,5.0,55,85,30,24,22,39,1.6,6,3,3,0.6,5.1,5.3,-0.2,-0.04
vs Pisa,23,27.4,5,450,90,100,5.0,55,79,33,22,18,43,2.2,6,3,3,0.6,5.7,4.8,0.9,0.17
vs Roma,21,27.9,5,450,90,100,5.0,55,81,29,25,25,46,0.6,1,5,-4,-0.8,4.1,5.6,-1.5,-0.3
vs Sassuolo,25,27.8,6,540,90,100,6.0,66,81,37,29,20,51,1.5,8,8,0,0.0,8.8,6.6,2.2,0.36
vs Torino,23,26.9,5,450,90,100,5.0,55,80,31,24,24,37,2.0,10,2,8,1.6,7.3,4.4,2.9,0.58
vs Udinese,24,27.5,5,450,90,100,5.0,55,79,30,25,21,44,1.4,8,5,3,0.6,5.6,4.7,0.9,0.18
