Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Arsenal,21,6.0,3088,2831,249,59,19,13,122,110,45,35,7,0,2555,8,44
Aston Villa,22,6.0,3014,2709,296,88,17,7,115,104,32,16,4,0,2483,9,60
Bournemouth,23,7.0,3308,2952,341,81,10,9,145,150,40,32,3,0,2565,15,72
Brentford,20,6.0,2160,1888,264,62,5,3,96,108,30,14,10,2,1612,8,28
Brighton,20,6.0,2436,2161,263,74,5,19,68,99,22,12,3,0,1943,12,47
Burnley,20,6.0,2013,1752,251,56,5,20,74,81,17,12,1,1,1448,10,49
Chelsea,24,6.0,3482,3180,289,83,13,17,103,114,38,24,3,0,2970,13,41
Crystal Palace,20,6.0,2308,2044,256,63,17,13,86,96,19,16,1,0,1771,8,44
Everton,19,6.0,2530,2224,300,88,13,17,100,125,23,18,0,1,1934,6,46
Fulham,21,7.0,3378,3022,342,96,10,25,143,139,32,21,9,0,2725,14,71
Leeds United,21,6.0,2566,2297,262,76,5,7,84,96,24,12,11,0,2018,7,55
Liverpool,21,6.0,3504,3218,280,69,14,9,115,127,34,14,14,0,2926,6,43
Manchester City,22,6.0,3245,2953,287,80,17,14,73,128,27,11,12,1,2756,5,68
Manchester Utd,19,6.0,2972,2690,272,81,20,32,118,119,27,22,0,2,2363,10,51
Newcastle Utd,21,6.0,2673,2375,293,76,11,17,129,132,36,17,15,1,2027,5,54
Nott'ham Forest,23,6.0,3403,3125,272,63,10,16,170,119,32,20,7,0,2837,6,58
Sunderland,23,6.0,2517,2256,256,64,7,12,107,107,24,19,0,1,1954,5,59
Tottenham,19,6.0,3094,2795,289,62,3,22,153,125,41,37,1,0,2521,10,54
West Ham,23,6.0,2768,2480,281,57,11,22,109,117,36,21,12,0,2241,7,60
Wolves,23,6.0,2764,2466,290,64,8,17,118,143,26,22,2,0,2163,8,46
