Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
vs Arsenal,21,26.6,6,540,90,100,6.0,66,78,38,28,22,26,0.67,3,12,-9,-1.5,3.9,9.1,-5.2,-0.87
vs Aston Villa,22,27.2,6,540,90,100,6.0,66,81,41,24,18,30,1.5,6,4,2,0.33,9.3,4.8,4.5,0.75
vs Bournemouth,23,27.1,7,630,90,100,7.0,77,82,45,31,28,32,0.71,8,11,-3,-0.43,6.3,8.3,-1.9,-0.28
vs Brentford,20,26.6,6,540,90,100,6.0,66,84,42,25,21,29,1.67,11,9,2,0.33,8.8,7.7,1.1,0.19
vs Brighton,20,26.3,6,540,90,100,6.0,66,79,39,26,16,28,1.33,9,9,0,0.0,8.5,10.3,-1.8,-0.29
vs Burnley,20,25.9,6,540,90,100,6.0,66,85,39,27,24,27,2.17,13,6,7,1.17,12.3,4.5,7.8,1.29
vs Chelsea,24,26.9,6,540,90,100,6.0,66,75,40,25,21,29,1.33,8,11,-3,-0.5,7.8,9.9,-2.1,-0.35
vs Crystal Palace,20,26.6,6,540,90,100,6.0,66,85,41,25,17,29,0.5,3,8,-5,-0.83,6.7,11.2,-4.5,-0.75
vs Everton,19,26.9,6,540,90,100,6.0,66,86,41,25,19,29,1.33,6,7,-1,-0.17,8.0,7.7,0.3,0.05
vs Fulham,21,26.0,7,630,90,100,7.0,77,80,46,33,20,30,1.57,11,8,3,0.43,8.8,7.3,1.6,0.23
vs Leeds United,21,26.8,6,540,90,100,6.0,66,84,40,26,27,28,1.33,9,6,3,0.5,7.3,5.9,1.4,0.23
vs Liverpool,21,27.3,6,540,90,100,6.0,66,82,40,24,17,30,0.5,7,12,-5,-0.83,6.9,9.0,-2.1,-0.34
vs Manchester City,22,26.7,6,540,90,100,6.0,66,82,38,28,17,26,1.17,6,14,-8,-1.33,6.4,11.3,-4.9,-0.82
vs Manchester Utd,19,26.1,6,540,90,100,6.0,66,80,38,27,24,27,1.67,11,7,4,0.67,9.2,11.8,-2.6,-0.43
vs Newcastle Utd,21,26.8,6,540,90,100,6.0,66,82,41,24,19,30,1.5,5,4,1,0.17,4.5,5.2,-0.7,-0.12
vs Nott'ham Forest,23,26.2,6,540,90,100,6.0,66,82,44,22,20,32,1.83,10,5,5,0.83,9.3,6.3,2.9,0.49
vs Sunderland,23,27.1,6,540,90,100,6.0,66,81,43,23,18,31,0.83,4,7,-3,-0.5,6.9,6.1,0.8,0.13
vs Tottenham,19,26.6,6,540,90,100,6.0,66,84,36,29,25,25,0.83,4,11,-7,-1.17,7.1,6.8,0.3,0.05
vs West Ham,23,26.1,6,540,90,100,6.0,66,83,43,23,19,31,2.17,14,6,8,1.33,8.3,6.1,2.2,0.36
vs Wolves,23,27.2,6,540,90,100,6.0,66,77,38,28,14,26,2.67,13,4,9,1.5,8.5,5.5,2.9,0.49
