Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
Arsenal,1,6.0,3,0,1,1,0,3.2,0.18,0.2,0.04,36,96,37.5,199,29,40.7,35.2,26,57.7,42.0,46,6,13.0,10,1.67,18.7
Aston Villa,2,6.0,6,1,0,1,0,6.1,0.32,0.1,0.02,21,67,31.3,152,24,31.6,28.8,60,31.7,27.8,86,7,8.1,12,2.0,12.4
Bournemouth,1,7.0,8,0,0,2,0,8.5,0.31,0.5,0.07,30,90,33.3,151,32,37.1,34.7,55,61.8,50.0,89,8,9.0,13,1.86,14.8
Brentford,1,6.0,11,1,0,1,1,8.5,0.31,-1.5,-0.25,43,109,39.4,174,29,44.3,35.1,47,68.1,50.1,84,4,4.8,4,0.67,11.0
Brighton,1,6.0,9,1,0,1,1,8.1,0.38,0.1,0.01,17,80,21.3,177,28,37.9,33.1,53,24.5,23.8,73,2,2.7,6,1.0,15.8
Burnley,1,6.0,13,2,0,1,3,10.8,0.28,0.8,0.13,36,142,25.4,143,31,50.3,37.9,78,89.7,63.1,135,7,5.2,1,0.17,7.9
Chelsea,2,6.0,8,0,0,2,0,6.6,0.33,-1.4,-0.23,16,78,20.5,185,23,34.6,34.5,40,35.0,34.8,83,9,10.8,5,0.84,11.8
Crystal Palace,1,6.0,3,0,0,1,0,5.0,0.36,2.0,0.34,35,112,31.3,157,23,49.7,39.1,69,49.3,40.7,114,6,5.3,3,0.5,9.9
Everton,1,6.0,6,1,0,0,0,6.2,0.26,0.2,0.04,57,146,39.0,210,20,56.2,41.3,52,53.8,43.1,73,4,5.5,16,2.67,18.4
Fulham,1,7.0,11,2,0,1,1,9.0,0.28,-1.0,-0.14,20,80,25.0,219,37,26.5,29.5,57,38.6,32.1,83,7,8.4,6,0.86,12.8
Leeds United,2,6.0,9,1,1,2,1,6.4,0.26,-1.6,-0.27,41,144,28.5,198,33,55.6,39.6,51,66.7,48.1,104,5,4.8,1,0.17,10.7
Liverpool,1,6.0,7,0,0,1,0,6.5,0.4,-0.5,-0.09,22,60,36.7,217,27,23.0,29.5,37,27.0,26.7,76,3,3.9,8,1.33,14.4
Manchester City,2,6.0,6,1,0,0,0,7.9,0.32,1.9,0.31,21,72,29.2,159,18,34.0,32.8,40,45.0,37.4,72,2,2.8,14,2.33,4.6
Manchester Utd,1,6.0,11,0,0,2,0,9.4,0.43,-1.6,-0.26,28,95,29.5,164,15,51.2,37.5,28,39.3,31.1,63,6,9.5,7,1.17,13.0
Newcastle Utd,1,6.0,5,0,0,2,0,5.9,0.3,0.9,0.15,15,71,21.1,140,44,32.1,34.0,38,68.4,50.1,72,15,20.8,22,3.67,18.4
Nott'ham Forest,1,6.0,10,2,0,1,0,10.2,0.31,0.2,0.03,17,55,30.9,116,21,40.5,34.5,42,19.0,25.3,84,4,4.8,5,0.83,13.5
Sunderland,1,6.0,4,0,0,1,0,6.2,0.26,2.2,0.37,31,99,31.3,174,18,40.2,35.3,51,56.9,45.0,110,11,10.0,8,1.33,12.4
Tottenham,1,6.0,4,0,0,1,0,5.8,0.25,1.8,0.3,23,62,37.1,222,32,22.1,28.1,51,25.5,28.1,61,3,4.9,12,2.0,16.3
West Ham,2,6.0,14,0,0,8,0,11.1,0.38,-2.9,-0.48,26,103,25.2,185,32,42.2,32.2,51,49.0,39.6,102,6,5.9,1,0.17,5.9
Wolves,2,6.0,13,0,1,1,0,10.2,0.44,-2.8,-0.47,39,115,33.9,183,26,48.6,37.0,38,68.4,53.5,97,5,5.2,7,1.17,14.2
