Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 17_level_0,Unnamed: 18_level_0,Expected,Expected,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
Arsenal,21,6.0,2555,3088,82.7,45611,14432,1119,1245,89.9,1165,1308,89.1,226,408,55.4,9,5.4,6.2,3.6,57,184,55,7,247
Aston Villa,22,6.0,2483,3014,82.4,43255,14174,1133,1238,91.5,1078,1219,88.4,220,410,53.7,4,3.7,4.6,0.3,42,222,51,11,250
Bournemouth,23,7.0,2565,3308,77.5,46147,16190,1108,1237,89.6,1137,1327,85.7,268,567,47.3,9,6.0,5.3,3.0,64,245,58,17,267
Brentford,20,6.0,1612,2160,74.6,30438,12085,666,774,86.0,705,851,82.8,199,423,47.0,5,5.0,3.9,0.0,35,119,24,9,140
Brighton,20,6.0,1943,2436,79.8,34826,12801,853,955,89.3,856,981,87.3,182,359,50.7,6,6.7,4.5,-0.7,46,164,36,11,178
Burnley,20,6.0,1448,2013,71.9,25602,10099,722,822,87.8,522,664,78.6,160,392,40.8,5,3.7,3.2,1.3,39,118,28,12,138
Chelsea,24,6.0,2970,3482,85.3,50275,15083,1396,1513,92.3,1331,1460,91.2,201,389,51.7,7,6.7,5.5,0.3,54,236,44,5,240
Crystal Palace,20,6.0,1771,2308,76.7,33009,12384,726,828,87.7,815,941,86.6,196,418,46.9,3,7.8,5.6,-4.8,49,122,42,13,176
Everton,19,6.0,1934,2530,76.4,36187,13312,827,949,87.1,854,1017,84.0,218,443,49.2,7,6.7,5.4,0.3,56,159,47,12,210
Fulham,21,7.0,2725,3378,80.7,48391,16814,1175,1319,89.1,1238,1404,88.2,259,491,52.7,5,5.9,6.0,-0.9,54,214,68,18,251
Leeds United,21,6.0,2018,2566,78.6,35662,12895,924,1051,87.9,811,928,87.4,207,422,49.1,2,4.0,3.0,-2.0,43,143,25,6,162
Liverpool,21,6.0,2926,3504,83.5,49934,16430,1379,1511,91.3,1258,1413,89.0,228,432,52.8,8,6.9,5.3,1.1,67,266,64,14,292
Manchester City,22,6.0,2756,3245,84.9,43615,13932,1449,1559,92.9,1071,1196,89.5,159,319,49.8,10,9.7,7.9,0.3,54,193,47,10,236
Manchester Utd,19,6.0,2363,2972,79.5,41393,14109,1140,1292,88.2,899,1068,84.2,254,455,55.8,3,7.2,6.5,-4.2,69,196,56,23,255
Newcastle Utd,21,6.0,2027,2673,75.8,36627,13523,910,1072,84.9,878,1037,84.7,208,458,45.4,3,4.5,4.1,-1.5,51,168,40,13,237
Nott'ham Forest,23,6.0,2837,3403,83.4,48210,15587,1332,1441,92.4,1256,1415,88.8,199,409,48.7,3,5.3,4.7,-2.3,57,282,58,19,300
Sunderland,23,6.0,1954,2517,77.6,35515,12311,865,972,89.0,829,968,85.6,223,451,49.4,5,3.9,3.0,1.1,40,160,31,12,172
Tottenham,19,6.0,2521,3094,81.5,46601,15742,1008,1127,89.4,1241,1384,89.7,237,471,50.3,9,5.4,4.6,3.6,50,219,50,19,238
West Ham,23,6.0,2241,2768,81.0,38154,13046,1051,1156,90.9,919,1035,88.8,193,405,47.7,4,4.6,4.3,-0.6,52,167,42,14,202
Wolves,23,6.0,2163,2764,78.3,41808,14222,827,976,84.7,1078,1237,87.1,229,466,49.1,3,3.6,3.4,-0.6,44,170,54,26,179
