Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Unnamed: 18_level_0
Squad,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Arsenal,21,6.0,90,54,41,33,16,36,74,48.6,38,66,20,46,40,130,119,1
Aston Villa,22,6.0,73,44,34,31,8,28,68,41.2,40,67,28,39,36,109,130,2
Bournemouth,23,7.0,126,75,51,58,17,57,119,47.9,62,85,17,68,56,182,225,1
Brentford,20,6.0,101,52,40,44,17,43,78,55.1,35,87,29,58,38,139,182,2
Brighton,20,6.0,119,76,57,44,18,60,117,51.3,57,69,15,54,45,164,170,1
Burnley,20,6.0,95,56,54,30,11,38,86,44.2,48,96,37,59,60,155,208,3
Chelsea,24,6.0,103,61,48,41,14,52,88,59.1,36,50,16,34,64,167,128,6
Crystal Palace,20,6.0,118,78,74,35,9,59,115,51.3,56,65,19,46,49,167,204,6
Everton,19,6.0,99,66,49,37,13,48,81,59.3,33,76,33,43,46,145,174,8
Fulham,21,7.0,123,67,69,39,15,57,92,62.0,35,65,20,45,43,166,182,6
Leeds United,21,6.0,116,73,52,47,17,63,112,56.3,49,59,15,44,51,167,174,1
Liverpool,21,6.0,75,49,41,22,12,39,78,50.0,39,68,17,51,42,117,198,6
Manchester City,22,6.0,87,50,41,32,14,42,76,55.3,34,50,16,34,41,128,173,5
Manchester Utd,19,6.0,115,71,51,49,15,62,97,63.9,35,56,13,43,39,154,134,5
Newcastle Utd,21,6.0,73,41,38,27,8,38,84,45.2,46,55,17,38,50,123,153,2
Nott'ham Forest,23,6.0,82,51,33,26,23,43,90,47.8,47,61,14,47,44,126,130,7
Sunderland,23,6.0,103,56,51,35,17,53,82,64.6,29,62,24,38,47,150,212,4
Tottenham,19,6.0,111,66,45,50,16,46,88,52.3,42,47,12,35,34,145,137,5
West Ham,23,6.0,77,44,39,30,8,32,63,50.8,31,59,21,38,35,112,183,2
Wolves,23,6.0,144,80,78,47,19,71,127,55.9,56,63,20,43,52,196,166,5
