Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
Arsenal,21,26.0,6,540,90,100,6.0,66,78,37,29,26,25,2.17,12,3,9,1.5,9.1,3.9,5.2,0.87
Aston Villa,22,28.4,6,540,90,100,6.0,66,81,41,25,23,29,1.0,4,6,-2,-0.33,4.8,9.3,-4.5,-0.75
Bournemouth,23,25.9,7,630,90,100,7.0,77,82,44,33,19,30,2.0,11,8,3,0.43,8.3,6.3,1.9,0.28
Brentford,20,25.2,6,540,90,100,6.0,66,84,39,27,14,27,1.17,9,11,-2,-0.33,7.7,8.8,-1.1,-0.19
Brighton,20,26.2,6,540,90,100,6.0,66,79,37,29,25,25,1.33,9,9,0,0.0,10.3,8.5,1.8,0.29
Burnley,20,27.5,6,540,90,100,6.0,66,85,40,25,14,29,0.67,6,13,-7,-1.17,4.5,12.3,-7.8,-1.29
Chelsea,24,24.4,6,540,90,100,6.0,66,75,38,27,32,27,1.33,11,8,3,0.5,9.9,7.8,2.1,0.35
Crystal Palace,20,26.9,6,540,90,100,6.0,66,85,48,18,17,36,2.0,8,3,5,0.83,11.2,6.7,4.5,0.75
Everton,19,28.5,6,540,90,100,6.0,66,86,49,17,15,37,1.33,7,6,1,0.17,7.7,8.0,-0.3,-0.05
Fulham,21,28.0,7,630,90,100,7.0,77,80,43,34,22,29,1.14,8,11,-3,-0.43,7.3,8.8,-1.6,-0.23
Leeds United,21,26.9,6,540,90,100,6.0,66,84,41,26,16,28,1.33,6,9,-3,-0.5,5.9,7.3,-1.4,-0.23
Liverpool,21,27.1,6,540,90,100,6.0,66,82,39,27,19,27,2.5,12,7,5,0.83,9.0,6.9,2.1,0.34
Manchester City,22,25.6,6,540,90,100,6.0,66,82,39,27,19,27,1.67,14,6,8,1.33,11.3,6.4,4.9,0.82
Manchester Utd,19,26.3,6,540,90,100,6.0,66,80,39,26,23,28,1.17,7,11,-4,-0.67,11.8,9.2,2.6,0.43
Newcastle Utd,21,27.9,6,540,90,100,6.0,66,82,40,25,18,29,1.0,4,5,-1,-0.17,5.2,4.5,0.7,0.12
Nott'ham Forest,23,26.8,6,540,90,100,6.0,66,82,40,26,19,28,0.83,5,10,-5,-0.83,6.3,9.3,-2.9,-0.49
Sunderland,23,25.2,6,540,90,100,6.0,66,81,40,25,20,29,1.83,7,4,3,0.5,6.1,6.9,-0.8,-0.13
Tottenham,19,25.6,6,540,90,100,6.0,66,84,39,27,16,27,1.83,11,4,7,1.17,6.8,7.1,-0.3,-0.05
West Ham,23,27.4,6,540,90,100,6.0,66,83,45,20,20,34,0.67,6,14,-8,-1.33,6.1,8.3,-2.2,-0.36
Wolves,23,26.9,6,540,90,100,6.0,66,77,35,30,26,24,0.17,4,13,-9,-1.5,5.5,8.5,-2.9,-0.49
