Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Arsenal,21,26.0,56.0,6,66,540,6.0,12,9,21,11,1,1,9,0,9.1,8.3,5.4,13.7,129,247,2.0,1.5,3.5,1.83,3.33,1.52,0.9,2.42,1.39,2.29
Aston Villa,22,28.4,57.7,6,66,540,6.0,4,4,8,4,0,0,10,1,4.8,4.8,3.7,8.6,98,250,0.67,0.67,1.33,0.67,1.33,0.8,0.62,1.43,0.8,1.43
Bournemouth,23,25.9,50.9,7,77,630,7.0,11,9,20,10,1,1,16,0,8.3,7.5,6.0,13.5,115,267,1.57,1.29,2.86,1.43,2.71,1.18,0.86,2.04,1.07,1.93
Brentford,20,25.2,40.5,6,66,540,6.0,9,5,14,8,1,2,11,0,7.7,6.2,5.0,11.2,78,140,1.5,0.83,2.33,1.33,2.17,1.28,0.83,2.11,1.03,1.86
Brighton,20,26.2,45.0,6,66,540,6.0,9,6,15,7,2,3,18,0,10.3,8.0,6.7,14.7,93,178,1.5,1.0,2.5,1.17,2.17,1.71,1.12,2.83,1.33,2.46
Burnley,20,27.5,33.8,6,66,540,6.0,6,5,11,6,0,0,11,1,4.5,4.5,3.7,8.2,46,138,1.0,0.83,1.83,1.0,1.83,0.75,0.61,1.36,0.75,1.36
Chelsea,24,24.4,61.0,6,66,540,6.0,11,7,18,10,1,1,15,2,9.9,9.1,6.7,15.8,114,240,1.83,1.17,3.0,1.67,2.83,1.65,1.11,2.76,1.52,2.63
Crystal Palace,20,26.9,40.0,6,66,540,6.0,8,3,11,7,1,1,14,0,11.2,10.4,7.8,18.2,62,176,1.33,0.5,1.83,1.17,1.67,1.86,1.3,3.16,1.73,3.03
Everton,19,28.5,45.5,6,66,540,6.0,7,7,14,7,0,0,16,0,7.7,7.7,6.7,14.4,93,210,1.17,1.17,2.33,1.17,2.33,1.28,1.11,2.39,1.28,2.39
Fulham,21,28.0,50.6,7,77,630,7.0,6,5,11,6,0,0,16,0,7.3,7.3,5.9,13.2,129,251,0.86,0.71,1.57,0.86,1.57,1.04,0.85,1.89,1.04,1.89
Leeds United,21,26.9,43.5,6,66,540,6.0,6,2,8,5,1,1,8,0,5.9,5.2,4.0,9.2,82,162,1.0,0.33,1.33,0.83,1.17,0.99,0.66,1.66,0.87,1.54
Liverpool,21,27.1,64.0,6,66,540,6.0,12,8,20,11,1,1,13,0,9.0,8.2,6.9,15.2,148,292,2.0,1.33,3.33,1.83,3.17,1.5,1.15,2.65,1.37,2.53
Manchester City,22,25.6,55.0,6,66,540,6.0,12,10,22,12,0,0,8,0,11.3,11.3,9.7,21.0,147,236,2.0,1.67,3.67,2.0,3.67,1.89,1.62,3.5,1.89,3.5
Manchester Utd,19,26.3,53.5,6,66,540,6.0,5,3,8,4,1,3,7,1,11.8,9.4,7.2,16.6,126,255,0.83,0.5,1.33,0.67,1.17,1.96,1.2,3.17,1.57,2.77
Newcastle Utd,21,27.9,48.8,6,66,540,6.0,4,3,7,4,0,0,8,1,5.2,5.2,4.5,9.7,93,237,0.67,0.5,1.17,0.67,1.17,0.87,0.75,1.62,0.87,1.62
Nott'ham Forest,23,26.8,57.3,6,66,540,6.0,5,3,8,5,0,0,10,0,6.3,6.3,5.3,11.6,128,300,0.83,0.5,1.33,0.83,1.33,1.05,0.88,1.93,1.05,1.93
Sunderland,23,25.2,43.0,6,66,540,6.0,7,5,12,6,1,1,9,1,6.1,5.3,3.9,9.2,77,172,1.17,0.83,2.0,1.0,1.83,1.01,0.65,1.66,0.88,1.53
Tottenham,19,25.6,57.5,6,66,540,6.0,10,9,19,10,0,0,12,0,6.8,6.8,5.4,12.2,124,238,1.67,1.5,3.17,1.67,3.17,1.13,0.91,2.04,1.13,2.04
West Ham,23,27.4,48.2,6,66,540,6.0,6,4,10,5,1,1,8,1,6.1,5.3,4.6,10.0,77,202,1.0,0.67,1.67,0.83,1.5,1.02,0.77,1.79,0.89,1.66
Wolves,23,26.9,48.2,6,66,540,6.0,4,3,7,4,0,0,12,1,5.5,5.5,3.6,9.2,69,179,0.67,0.5,1.17,0.67,1.17,0.92,0.61,1.53,0.92,1.53
