Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Squad,# Pl,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Arsenal,21,6.0,12,85,23,27.1,14.17,3.83,0.13,0.48,15.2,2,1,1,9.1,8.3,0.1,2.9,2.7
Aston Villa,22,6.0,4,61,16,26.2,10.17,2.67,0.07,0.25,18.6,2,0,0,4.8,4.8,0.08,-0.8,-0.8
Bournemouth,23,7.0,11,90,30,33.3,12.86,4.29,0.11,0.33,18.6,8,1,1,8.3,7.5,0.08,2.7,2.5
Brentford,20,6.0,9,49,22,44.9,8.17,3.67,0.16,0.36,13.9,0,1,2,7.7,6.2,0.14,1.3,1.8
Brighton,20,6.0,9,62,21,33.9,10.33,3.5,0.11,0.33,18.6,3,2,3,10.3,8.0,0.13,-1.3,-1.0
Burnley,20,6.0,6,51,16,31.4,8.5,2.67,0.12,0.38,17.2,3,0,0,4.5,4.5,0.09,1.5,1.5
Chelsea,24,6.0,11,77,24,31.2,12.83,4.0,0.13,0.42,16.5,4,1,1,9.9,9.1,0.12,1.1,0.9
Crystal Palace,20,6.0,8,72,27,37.5,12.0,4.5,0.1,0.26,16.6,0,1,1,11.2,10.4,0.15,-3.2,-3.4
Everton,19,6.0,7,69,18,26.1,11.5,3.0,0.1,0.39,16.2,3,0,0,7.7,7.7,0.11,-0.7,-0.7
Fulham,21,7.0,6,73,19,26.0,10.43,2.71,0.08,0.32,16.0,2,0,0,7.3,7.3,0.1,-1.3,-1.3
Leeds United,21,6.0,6,68,19,27.9,11.33,3.17,0.07,0.26,17.3,2,1,1,5.9,5.2,0.08,0.1,-0.2
Liverpool,21,6.0,12,90,27,30.0,15.0,4.5,0.12,0.41,17.7,4,1,1,9.0,8.2,0.09,3.0,2.8
Manchester City,22,6.0,12,76,28,36.8,12.67,4.67,0.16,0.43,15.6,1,0,0,11.3,11.3,0.15,0.7,0.7
Manchester Utd,19,6.0,5,92,26,28.3,15.33,4.33,0.04,0.15,16.0,2,1,3,11.8,9.4,0.11,-6.8,-5.4
Newcastle Utd,21,6.0,4,62,16,25.8,10.33,2.67,0.06,0.25,19.0,1,0,0,5.2,5.2,0.08,-1.2,-1.2
Nott'ham Forest,23,6.0,5,75,24,32.0,12.5,4.0,0.07,0.21,17.1,0,0,0,6.3,6.3,0.09,-1.3,-1.3
Sunderland,23,6.0,7,61,15,24.6,10.17,2.5,0.1,0.4,15.4,0,1,1,6.1,5.3,0.09,0.9,0.7
Tottenham,19,6.0,10,68,23,33.8,11.33,3.83,0.15,0.43,14.6,1,0,0,6.8,6.8,0.1,3.2,3.2
West Ham,23,6.0,6,64,24,37.5,10.67,4.0,0.08,0.21,15.0,1,1,1,6.1,5.3,0.08,-0.1,-0.3
Wolves,23,6.0,4,60,20,33.3,10.0,3.33,0.07,0.2,16.5,2,0,0,5.5,5.5,0.09,-1.5,-1.5
