Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
Alavés,22,27.8,7,630,90,100,7.0,77,81,43,35,20,42,1.14,6,7,-1,-0.14,5.7,6.3,-0.7,-0.09
Athletic Club,24,27.9,7,630,90,100,7.0,77,80,42,35,21,46,1.43,7,8,-1,-0.14,9.7,5.9,3.9,0.56
Atlético Madrid,21,27.9,7,630,90,100,7.0,77,81,43,35,19,49,1.71,14,9,5,0.71,12.9,6.7,6.2,0.89
Barcelona,24,25.3,7,630,90,100,7.0,77,80,43,34,23,44,2.71,21,5,16,2.29,15.8,6.3,9.5,1.35
Betis,25,27.9,7,630,90,100,7.0,77,83,48,29,18,48,1.71,11,7,4,0.57,9.8,6.0,3.8,0.54
Celta Vigo,23,25.9,7,630,90,100,7.0,77,79,42,35,24,49,0.71,6,9,-3,-0.43,7.4,8.7,-1.3,-0.19
Elche,25,27.3,7,630,90,100,7.0,77,82,42,35,18,45,1.86,10,6,4,0.57,9.1,7.4,1.7,0.24
Espanyol,22,27.6,7,630,90,100,7.0,77,81,41,35,19,49,1.71,10,9,1,0.14,11.2,8.8,2.4,0.34
Getafe,23,28.3,8,720,90,100,8.0,88,81,60,28,27,44,1.38,9,11,-2,-0.25,5.5,6.8,-1.3,-0.17
Girona,27,27.4,7,630,90,100,7.0,77,76,39,35,26,34,0.43,3,16,-13,-1.86,5.6,14.9,-9.3,-1.32
Levante,24,27.2,7,630,90,100,7.0,77,81,42,35,19,46,0.71,11,14,-3,-0.43,9.9,11.3,-1.4,-0.2
Mallorca,24,28.4,7,630,90,100,7.0,77,78,40,35,23,49,0.71,6,11,-5,-0.71,5.8,12.7,-6.8,-0.98
Osasuna,20,28.7,8,720,90,100,8.0,88,82,55,32,20,43,1.25,7,8,-1,-0.12,7.9,9.2,-1.2,-0.16
Oviedo,26,28.6,7,630,90,100,7.0,77,78,41,35,24,49,0.86,4,12,-8,-1.14,5.2,11.8,-6.6,-0.95
Rayo Vallecano,23,29.6,7,630,90,100,7.0,77,81,42,35,19,46,0.71,7,10,-3,-0.43,11.2,10.4,0.7,0.1
Real Madrid,22,25.7,7,630,90,100,7.0,77,82,42,34,17,47,2.57,16,8,8,1.14,14.2,8.6,5.6,0.81
Real Sociedad,25,26.3,7,630,90,100,7.0,77,80,41,36,22,47,0.71,7,11,-4,-0.57,9.6,11.8,-2.2,-0.32
Sevilla,28,27.6,7,630,90,100,7.0,77,81,46,31,22,46,1.43,11,10,1,0.14,5.2,11.2,-6.0,-0.86
Valencia,20,27.3,7,630,90,100,7.0,77,79,42,34,22,50,1.14,9,12,-3,-0.43,7.8,10.0,-2.2,-0.31
Villarreal,24,26.1,7,630,90,100,7.0,77,79,42,35,24,43,2.29,13,5,8,1.14,12.3,7.1,5.2,0.74
