Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
vs Alavés,22,28.2,7,630,90,100,7.0,77,81,44,33,18,46,1.57,7,6,1,0.14,6.3,5.7,0.7,0.09
vs Athletic Club,24,27.5,7,630,90,100,7.0,77,80,44,33,21,42,1.43,8,7,1,0.14,5.9,9.7,-3.9,-0.56
vs Atlético Madrid,21,27.6,7,630,90,100,7.0,77,81,43,35,22,47,0.86,9,14,-5,-0.71,6.7,12.9,-6.2,-0.89
vs Barcelona,24,28.4,7,630,90,100,7.0,77,80,40,35,23,44,0.14,5,21,-16,-2.29,6.3,15.8,-9.5,-1.35
vs Betis,25,27.1,7,630,90,100,7.0,77,83,42,35,23,41,0.86,7,11,-4,-0.57,6.0,9.8,-3.8,-0.54
vs Celta Vigo,23,28.1,7,630,90,100,7.0,77,79,46,31,19,41,1.57,9,6,3,0.43,8.7,7.4,1.3,0.19
vs Elche,25,27.8,7,630,90,100,7.0,77,82,45,32,21,49,0.57,6,10,-4,-0.57,7.4,9.1,-1.7,-0.24
vs Espanyol,22,27.3,7,630,90,100,7.0,77,81,43,34,21,44,0.86,9,10,-1,-0.14,8.8,11.2,-2.4,-0.34
vs Getafe,23,27.3,8,720,90,100,8.0,88,81,52,37,23,53,1.38,11,9,2,0.25,6.8,5.5,1.3,0.17
vs Girona,27,27.1,7,630,90,100,7.0,77,76,43,34,25,47,2.14,16,3,13,1.86,14.9,5.6,9.3,1.32
vs Levante,24,26.6,7,630,90,100,7.0,77,81,41,34,22,43,2.0,14,11,3,0.43,11.3,9.9,1.4,0.2
vs Mallorca,24,26.6,7,630,90,100,7.0,77,78,41,35,19,48,2.0,11,6,5,0.71,12.7,5.8,6.8,0.98
vs Osasuna,20,27.4,8,720,90,100,8.0,88,82,50,37,25,53,1.63,8,7,1,0.12,9.2,7.9,1.2,0.16
vs Oviedo,26,26.7,7,630,90,100,7.0,77,78,40,37,19,41,2.14,12,4,8,1.14,11.8,5.2,6.6,0.95
vs Rayo Vallecano,23,27.3,7,630,90,100,7.0,77,81,44,32,23,47,2.0,10,7,3,0.43,10.4,11.2,-0.7,-0.1
vs Real Madrid,22,27.9,7,630,90,100,7.0,77,82,43,33,18,49,0.43,8,16,-8,-1.14,8.6,14.2,-5.6,-0.81
vs Real Sociedad,25,27.6,7,630,90,100,7.0,77,80,41,35,22,46,2.0,11,7,4,0.57,11.8,9.6,2.2,0.32
vs Sevilla,28,27.9,7,630,90,100,7.0,77,81,46,31,18,45,1.43,10,11,-1,-0.14,11.2,5.2,6.0,0.86
vs Valencia,20,27.3,7,630,90,100,7.0,77,79,46,30,20,47,1.57,12,9,3,0.43,10.0,7.8,2.2,0.31
vs Villarreal,24,27.5,7,630,90,100,7.0,77,79,42,35,24,43,0.57,5,13,-8,-1.14,7.1,12.3,-5.2,-0.74
