Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Squad,# Pl,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Alavés,22,7.0,5,63,23,36.5,9.0,3.29,0.05,0.13,19.3,1,2,2,5.7,4.1,0.07,-0.7,-1.1
Athletic Club,24,7.0,6,94,28,29.8,13.43,4.0,0.04,0.14,18.0,0,2,2,9.7,8.2,0.09,-3.7,-4.2
Atlético Madrid,21,7.0,14,94,39,41.5,13.43,5.57,0.14,0.33,16.6,4,1,2,12.9,11.4,0.12,1.1,1.6
Barcelona,24,7.0,20,145,56,38.6,20.71,8.0,0.13,0.34,17.9,6,1,1,15.8,15.0,0.11,4.2,4.0
Betis,25,7.0,10,105,33,31.4,15.0,4.71,0.1,0.3,17.6,2,0,0,9.8,9.8,0.09,0.2,0.2
Celta Vigo,23,7.0,6,80,25,31.3,11.43,3.57,0.06,0.2,18.4,1,1,1,7.4,6.6,0.08,-1.4,-1.6
Elche,25,7.0,10,76,27,35.5,10.86,3.86,0.13,0.37,16.4,1,0,1,9.1,8.3,0.11,0.9,1.7
Espanyol,22,7.0,10,89,27,30.3,12.71,3.86,0.09,0.3,18.2,3,2,2,11.2,9.6,0.11,-1.2,-1.6
Getafe,23,8.0,9,67,22,32.8,8.37,2.75,0.13,0.41,19.2,2,0,0,5.5,5.5,0.08,3.5,3.5
Girona,27,7.0,3,70,24,34.3,10.0,3.43,0.04,0.13,18.1,1,0,0,5.6,5.6,0.08,-2.6,-2.6
Levante,24,7.0,11,66,21,31.8,9.43,3.0,0.15,0.48,17.5,3,1,1,9.9,9.3,0.14,1.1,0.7
Mallorca,24,7.0,6,75,25,33.3,10.71,3.57,0.07,0.2,18.1,2,1,1,5.8,5.0,0.07,0.2,0.0
Osasuna,20,8.0,7,70,21,30.0,8.75,2.62,0.09,0.29,16.7,2,1,1,7.9,7.2,0.1,-0.9,-1.2
Oviedo,26,7.0,4,52,19,36.5,7.43,2.71,0.08,0.21,19.1,1,0,1,5.2,4.4,0.08,-1.2,-0.4
Rayo Vallecano,23,7.0,7,94,30,31.9,13.43,4.29,0.06,0.2,19.3,4,1,1,11.2,10.4,0.11,-4.2,-4.4
Real Madrid,22,7.0,16,121,43,35.5,17.29,6.14,0.12,0.33,18.2,3,2,2,14.2,12.6,0.11,1.8,1.4
Real Sociedad,25,7.0,7,103,29,28.2,14.71,4.14,0.06,0.21,17.2,2,1,1,9.6,8.9,0.09,-2.6,-2.9
Sevilla,28,7.0,10,73,22,30.1,10.43,3.14,0.14,0.45,17.9,2,0,0,5.2,5.2,0.07,4.8,4.8
Valencia,20,7.0,9,64,19,29.7,9.14,2.71,0.14,0.47,17.4,0,0,1,7.8,7.0,0.11,1.2,2.0
Villarreal,24,7.0,13,112,39,34.8,16.0,5.57,0.12,0.33,16.5,1,0,0,12.3,12.3,0.11,0.7,0.7
