Unnamed: 0_level_0,Unnamed: 1_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks
Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%
vs Alavés,1,7,7,630,7.0,6,0.86,25,20,84.0,3,2,2,2,28.6,2,2,0,0,0.0
vs Athletic Club,1,7,7,630,7.0,7,1.0,30,24,83.3,3,1,3,3,42.9,2,2,0,0,0.0
vs Atlético Madrid,1,7,7,630,7.0,14,2.0,41,26,68.3,1,3,3,0,0.0,2,1,1,0,50.0
vs Barcelona,2,7,7,630,7.0,21,3.0,57,37,64.9,0,1,6,0,0.0,1,1,0,0,0.0
vs Betis,2,7,7,630,7.0,11,1.57,33,23,66.7,1,3,3,0,0.0,0,0,0,0,
vs Celta Vigo,1,7,7,630,7.0,6,0.86,26,20,80.8,2,5,0,1,14.3,1,1,0,0,0.0
vs Elche,2,7,7,630,7.0,10,1.43,28,17,64.3,0,4,3,0,0.0,1,0,1,0,100.0
vs Espanyol,1,7,7,630,7.0,10,1.43,29,19,72.4,1,3,3,2,28.6,2,2,0,0,0.0
vs Getafe,1,8,8,720,8.0,9,1.13,22,13,59.1,3,2,3,2,25.0,0,0,0,0,
vs Girona,2,7,7,630,7.0,3,0.43,24,21,87.5,4,3,0,4,57.1,0,0,0,0,
vs Levante,2,7,7,630,7.0,11,1.57,22,11,54.5,4,2,1,1,14.3,1,1,0,0,0.0
vs Mallorca,1,7,7,630,7.0,6,0.86,26,20,80.8,4,2,1,2,28.6,1,1,0,0,0.0
vs Osasuna,1,8,8,720,8.0,7,0.87,22,15,72.7,4,1,3,3,37.5,1,1,0,0,0.0
vs Oviedo,1,7,7,630,7.0,4,0.57,20,15,80.0,5,0,2,4,57.1,1,0,1,0,100.0
vs Rayo Vallecano,1,7,7,628,7.0,7,1.0,31,24,80.6,4,2,1,3,42.9,1,1,0,0,0.0
vs Real Madrid,1,7,7,630,7.0,16,2.29,45,29,68.9,1,0,6,0,0.0,2,2,0,0,0.0
vs Real Sociedad,1,7,7,630,7.0,7,1.0,30,23,80.0,4,2,1,1,14.3,1,1,0,0,0.0
vs Sevilla,2,7,7,630,7.0,11,1.57,22,12,50.0,3,1,3,0,0.0,0,0,0,0,
vs Valencia,1,7,7,630,7.0,9,1.29,20,10,55.0,3,2,2,2,28.6,1,0,1,0,100.0
vs Villarreal,2,7,7,630,7.0,13,1.86,39,26,66.7,1,1,5,1,14.3,0,0,0,0,
