Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Alavés,22,27.8,51.1,7,77,630,7.0,5,2,7,3,2,2,15,0,5.7,4.1,3.0,7.1,85,215,0.71,0.29,1.0,0.43,0.71,0.81,0.43,1.24,0.58,1.01
Athletic Club,24,27.9,53.3,7,77,630,7.0,6,1,7,4,2,2,9,2,9.7,8.2,5.7,13.9,134,341,0.86,0.14,1.0,0.57,0.71,1.39,0.82,2.21,1.17,1.99
Atlético Madrid,21,27.9,56.4,7,77,630,7.0,14,8,22,13,1,2,16,1,12.9,11.4,9.1,20.5,150,342,2.0,1.14,3.14,1.86,3.0,1.85,1.3,3.14,1.63,2.93
Barcelona,24,25.3,71.4,7,77,630,7.0,20,15,35,19,1,1,6,0,15.8,15.0,11.9,26.9,187,426,2.86,2.14,5.0,2.71,4.86,2.26,1.7,3.96,2.15,3.85
Betis,25,27.9,50.1,7,77,630,7.0,10,9,19,10,0,0,11,0,9.8,9.8,8.2,18.1,121,266,1.43,1.29,2.71,1.43,2.71,1.4,1.18,2.58,1.4,2.58
Celta Vigo,23,25.9,52.9,7,77,630,7.0,6,4,10,5,1,1,12,0,7.4,6.6,5.9,12.5,131,345,0.86,0.57,1.43,0.71,1.29,1.06,0.84,1.89,0.95,1.78
Elche,25,27.3,57.9,7,77,630,7.0,10,6,16,10,0,1,14,0,9.1,8.3,6.6,15.0,122,252,1.43,0.86,2.29,1.43,2.29,1.3,0.95,2.25,1.19,2.14
Espanyol,22,27.6,41.0,7,77,630,7.0,10,7,17,8,2,2,11,1,11.2,9.6,8.7,18.3,105,208,1.43,1.0,2.43,1.14,2.14,1.6,1.24,2.84,1.37,2.61
Getafe,23,28.3,40.5,8,88,720,8.0,9,9,18,9,0,0,20,0,5.5,5.5,4.2,9.7,67,190,1.13,1.13,2.25,1.13,2.25,0.69,0.53,1.21,0.69,1.21
Girona,27,27.4,45.7,7,77,630,7.0,3,3,6,3,0,0,12,3,5.6,5.6,4.4,10.0,120,242,0.43,0.43,0.86,0.43,0.86,0.8,0.62,1.43,0.8,1.43
Levante,24,27.2,39.1,7,77,630,7.0,11,6,17,10,1,1,17,0,9.9,9.3,6.6,15.9,61,174,1.57,0.86,2.43,1.43,2.29,1.42,0.94,2.36,1.33,2.27
Mallorca,24,28.4,43.0,7,77,630,7.0,6,4,10,5,1,1,12,2,5.8,5.0,3.9,8.9,72,223,0.86,0.57,1.43,0.71,1.29,0.83,0.55,1.39,0.72,1.27
Osasuna,20,28.7,44.5,8,88,720,8.0,7,5,12,6,1,1,15,2,7.9,7.2,5.6,12.7,95,227,0.87,0.62,1.5,0.75,1.37,0.99,0.7,1.69,0.89,1.59
Oviedo,26,28.6,38.4,7,77,630,7.0,4,2,6,4,0,1,18,3,5.2,4.4,2.6,6.9,89,178,0.57,0.29,0.86,0.57,0.86,0.74,0.36,1.1,0.63,0.99
Rayo Vallecano,23,29.6,54.7,7,77,630,7.0,7,5,12,6,1,1,20,1,11.2,10.4,7.6,17.9,127,285,1.0,0.71,1.71,0.86,1.57,1.59,1.08,2.67,1.48,2.56
Real Madrid,22,25.7,60.9,7,77,630,7.0,16,13,29,14,2,2,12,1,14.2,12.6,10.3,22.9,178,382,2.29,1.86,4.14,2.0,3.86,2.03,1.47,3.5,1.8,3.27
Real Sociedad,25,26.3,52.4,7,77,630,7.0,7,5,12,6,1,1,18,0,9.6,8.9,7.9,16.8,128,310,1.0,0.71,1.71,0.86,1.57,1.37,1.13,2.5,1.27,2.39
Sevilla,28,27.6,53.0,7,77,630,7.0,10,8,18,10,0,0,20,0,5.2,5.2,4.4,9.6,122,240,1.43,1.14,2.57,1.43,2.57,0.75,0.62,1.37,0.75,1.37
Valencia,20,27.3,47.0,7,77,630,7.0,9,9,18,9,0,1,11,1,7.8,7.0,6.4,13.4,105,221,1.29,1.29,2.57,1.29,2.57,1.12,0.92,2.03,1.0,1.92
Villarreal,24,26.1,48.7,7,77,630,7.0,13,10,23,13,0,0,14,0,12.3,12.3,9.9,22.1,157,313,1.86,1.43,3.29,1.86,3.29,1.75,1.41,3.16,1.75,3.16
