Unnamed: 0_level_0,Unnamed: 1_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks
Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%
Alavés,1,7,7,630,7.0,7,1.0,23,16,69.6,2,2,3,1,14.3,0,0,0,0,
Athletic Club,1,7,7,630,7.0,8,1.14,24,17,66.7,3,1,3,1,14.3,0,0,0,0,
Atlético Madrid,1,7,7,630,7.0,9,1.29,18,9,55.6,3,3,1,1,14.3,1,1,0,0,0.0
Barcelona,2,7,7,630,7.0,5,0.71,20,15,80.0,6,1,0,3,42.9,1,1,0,0,0.0
Betis,2,7,7,630,7.0,7,1.0,26,20,73.1,3,3,1,2,28.6,0,0,0,0,
Celta Vigo,1,7,7,630,7.0,9,1.29,32,22,71.9,0,5,2,0,0.0,1,0,1,0,100.0
Elche,2,7,7,630,7.0,6,0.86,22,16,72.7,3,4,0,2,28.6,0,0,0,0,
Espanyol,1,7,7,630,7.0,9,1.29,34,25,76.5,3,3,1,2,28.6,1,1,0,0,0.0
Getafe,1,8,8,720,8.0,11,1.37,28,18,60.7,3,2,3,2,25.0,0,0,0,0,
Girona,2,7,7,628,7.0,16,2.29,38,22,63.2,0,3,4,1,14.3,2,2,0,0,0.0
Levante,2,7,7,630,7.0,14,2.0,43,30,69.8,1,2,4,1,14.3,1,1,0,0,0.0
Mallorca,1,7,7,630,7.0,11,1.57,33,21,69.7,1,2,4,1,14.3,2,1,1,0,50.0
Osasuna,1,8,8,720,8.0,8,1.0,36,28,80.6,3,1,4,2,25.0,1,1,0,0,0.0
Oviedo,1,7,7,630,7.0,12,1.71,49,36,75.5,2,0,5,1,14.3,1,0,1,0,100.0
Rayo Vallecano,1,7,7,630,7.0,10,1.43,29,19,72.4,1,2,4,0,0.0,2,2,0,0,0.0
Real Madrid,1,7,7,630,7.0,8,1.14,20,12,70.0,6,0,1,3,42.9,2,2,0,0,0.0
Real Sociedad,1,7,7,630,7.0,11,1.57,30,20,66.7,1,2,4,1,14.3,1,1,0,0,0.0
Sevilla,2,7,7,630,7.0,10,1.43,32,22,75.0,3,1,3,2,28.6,2,2,0,0,0.0
Valencia,1,7,7,630,7.0,12,1.71,35,23,65.7,2,2,3,2,28.6,0,0,0,0,
Villarreal,2,7,7,630,7.0,5,0.71,20,14,80.0,5,1,1,3,42.9,2,1,1,0,50.0
