Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
vs Alavés,22,48.9,7.0,3983,375,1271,1796,957,141,3983,129,59,45.7,59,45.7,2066,10200,5099,87,86,18,113,76,2403,230
vs Athletic Club,24,46.7,7.0,4004,541,1672,1660,721,105,4004,137,58,42.3,56,40.9,2068,10797,5501,111,92,23,119,48,2407,177
vs Atlético Madrid,21,43.6,7.0,3889,494,1287,1804,830,92,3888,125,52,41.6,54,43.2,2127,9632,4892,82,79,14,113,43,2530,225
vs Barcelona,24,28.6,7.0,2750,569,1280,1015,488,83,2749,86,36,41.9,44,51.2,1179,5954,2855,58,32,15,85,59,1344,118
vs Betis,25,49.9,7.0,4434,406,1348,2153,977,137,4434,142,67,47.2,59,41.5,2526,12406,6354,124,82,31,101,66,2968,288
vs Celta Vigo,23,47.1,7.0,4226,486,1460,1754,1047,146,4225,121,45,37.2,57,47.1,2419,11584,5754,109,82,24,104,64,2859,229
vs Elche,25,42.1,7.0,3685,374,1089,1699,933,122,3685,109,35,32.1,62,56.9,1827,10244,4974,110,74,34,107,57,2307,234
vs Espanyol,22,59.0,7.0,4806,391,1399,2359,1094,165,4805,131,59,45.0,58,44.3,2873,14615,7645,141,106,39,126,48,3394,328
vs Getafe,23,59.5,8.0,5017,388,1528,2409,1115,130,5017,148,58,39.2,83,56.1,2788,13508,6998,121,84,30,120,67,3207,274
vs Girona,27,54.3,7.0,4553,379,1247,2111,1245,201,4551,92,47,51.1,40,43.5,2645,13120,7322,139,103,38,108,54,3199,331
vs Levante,24,60.9,7.0,4799,276,1162,2348,1330,211,4798,138,59,42.8,67,48.6,2703,14839,7745,160,96,42,83,58,3332,338
vs Mallorca,24,57.0,7.0,4500,340,1061,2140,1330,187,4498,105,41,39.0,54,51.4,2516,12695,6725,139,86,51,92,50,3116,330
vs Osasuna,20,55.5,8.0,5213,487,1487,2274,1493,170,5212,127,51,40.2,62,48.8,2893,14374,7402,153,121,40,130,56,3533,362
vs Oviedo,26,61.6,7.0,5236,274,1049,2516,1714,215,5235,144,47,32.6,70,48.6,3328,16972,8777,172,124,57,92,49,3857,396
vs Rayo Vallecano,23,45.3,7.0,3805,480,1403,1566,874,143,3803,122,54,44.3,56,45.9,2056,11530,6014,111,93,33,115,63,2304,229
vs Real Madrid,22,39.1,7.0,3559,485,1381,1480,743,120,3557,96,36,37.5,52,54.2,1957,9866,5073,111,73,25,105,60,2243,194
vs Real Sociedad,25,47.6,7.0,4130,512,1426,1766,984,157,4129,158,72,45.6,68,43.0,2357,12028,5998,110,94,36,107,58,2576,235
vs Sevilla,28,47.0,7.0,3733,387,1212,1693,876,157,3731,158,60,38.0,79,50.0,1815,10044,5247,95,64,32,138,60,2204,230
vs Valencia,20,53.0,7.0,4228,358,1127,2017,1117,185,4228,96,37,38.5,54,56.3,2204,10964,5627,118,79,39,118,56,2784,288
vs Villarreal,24,51.3,7.0,4551,510,1457,2110,1015,128,4549,152,51,33.6,83,54.6,2580,11795,6291,105,83,19,95,46,3211,302
