Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 17_level_0,Unnamed: 18_level_0,Expected,Expected,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
vs Augsburg,22,5.0,1885,2443,77.2,34499,12865,795,919,86.5,851,992,85.8,200,405,49.4,7,7.8,6.9,-0.8,46,164,51,6,196
vs Bayern Munich,20,5.0,1590,2026,78.5,28558,10577,666,760,87.6,715,820,87.2,162,331,48.9,2,2.4,3.3,-0.4,42,91,40,7,135
vs Dortmund,21,5.0,1596,2087,76.5,29071,10326,672,763,88.1,698,811,86.1,182,388,46.9,2,2.7,3.3,-0.7,39,115,27,10,124
vs Eint Frankfurt,22,5.0,1515,1975,76.7,28040,10544,647,735,88.0,628,744,84.4,188,354,53.1,9,5.5,5.3,3.5,49,112,33,11,148
vs Freiburg,23,5.0,1766,2259,78.2,32065,11640,762,873,87.3,778,898,86.6,188,374,50.3,6,5.4,4.8,0.6,43,141,35,20,169
vs Gladbach,20,5.0,2289,2723,84.1,36942,12451,1133,1236,91.7,907,1003,90.4,153,317,48.3,11,6.3,6.9,4.7,57,135,41,10,147
vs Hamburger SV,24,5.0,2237,2700,82.9,38068,13365,1034,1118,92.5,985,1121,87.9,166,326,50.9,7,5.9,6.9,1.1,67,222,58,11,235
vs Heidenheim,22,5.0,2299,2742,83.8,40307,13307,1003,1110,90.4,1076,1182,91.0,182,337,54.0,8,7.5,11.2,0.5,62,192,44,8,252
vs Hoffenheim,20,6.0,2070,2691,76.9,38851,14820,864,1018,84.9,931,1089,85.5,240,469,51.2,8,6.0,4.3,2.0,48,148,25,3,173
vs Köln,22,6.0,2550,3148,81.0,46288,16485,1049,1183,88.7,1162,1314,88.4,275,482,57.1,4,6.9,10.2,-2.9,71,196,59,23,234
vs Leverkusen,22,5.0,1960,2400,81.7,34386,12092,842,937,89.9,883,1006,87.8,173,314,55.1,4,4.1,4.7,-0.1,50,164,41,12,190
vs Mainz 05,23,5.0,1664,2174,76.5,31307,11688,658,766,85.9,781,929,84.1,191,383,49.9,5,5.6,5.6,-0.6,56,143,29,10,147
vs RB Leipzig,21,5.0,2023,2516,80.4,36796,12867,845,928,91.1,901,1030,87.5,220,400,55.0,6,7.3,7.4,-1.3,55,155,53,8,216
vs St. Pauli,17,5.0,2118,2536,83.5,36937,12990,946,1042,90.8,980,1086,90.2,163,322,50.6,7,3.5,5.6,3.5,34,130,31,5,172
vs Stuttgart,22,5.0,1550,2068,75.0,28201,11378,673,762,88.3,671,814,82.4,167,379,44.1,3,3.5,4.5,-0.5,42,131,38,15,153
vs Union Berlin,19,5.0,2738,3232,84.7,47056,15232,1191,1309,91.0,1319,1462,90.2,180,336,53.6,5,5.9,9.0,-0.9,59,198,65,21,283
vs Werder Bremen,22,5.0,2326,2776,83.8,39010,14693,1140,1232,92.5,869,998,87.1,214,365,58.6,9,8.6,7.9,0.4,64,177,42,9,217
vs Wolfsburg,21,5.0,1954,2438,80.1,35788,11738,796,889,89.5,901,1033,87.2,204,388,52.6,4,4.1,5.4,-0.1,49,149,49,15,198
