Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 17_level_0,Unnamed: 18_level_0,Expected,Expected,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
Augsburg,22,5.0,1712,2210,77.5,30050,11665,740,857,86.3,772,877,88.0,156,348,44.8,5,3.4,4.8,1.6,44,135,36,15,173
Bayern Munich,20,5.0,2953,3363,87.8,47493,15488,1529,1626,94.0,1092,1200,91.0,221,341,64.8,16,9.6,9.9,6.4,80,251,62,6,263
Dortmund,21,5.0,2663,3113,85.5,47345,14337,1104,1217,90.7,1347,1468,91.8,183,326,56.1,10,7.4,11.7,2.6,47,226,59,13,279
Eint Frankfurt,22,5.0,2303,2791,82.5,39971,14516,1047,1164,89.9,1007,1143,88.1,201,361,55.7,14,8.2,8.5,5.8,68,201,49,15,241
Freiburg,23,5.0,1710,2267,75.4,31893,12535,722,845,85.4,719,871,82.5,225,432,52.1,4,5.4,5.2,-1.4,41,122,34,7,166
Gladbach,20,5.0,2075,2532,82.0,36157,12799,897,981,91.4,975,1118,87.2,164,308,53.2,5,5.2,7.1,-0.2,62,166,50,15,227
Hamburger SV,24,5.0,1830,2224,82.3,32904,10796,728,807,90.2,869,966,90.0,176,337,52.2,1,3.5,4.7,-2.5,43,98,30,8,144
Heidenheim,22,5.0,1393,1865,74.7,27960,10316,467,553,84.4,729,848,86.0,180,383,47.0,3,5.3,4.1,-2.3,38,104,31,9,136
Hoffenheim,20,6.0,2213,2848,77.7,38500,14656,1004,1136,88.4,921,1086,84.8,211,438,48.2,5,6.5,5.7,-1.5,62,178,51,20,216
Köln,22,6.0,1986,2523,78.7,37726,13620,804,901,89.2,913,1046,87.3,233,461,50.5,9,7.3,6.6,1.7,62,149,46,17,168
Leverkusen,22,5.0,2376,2798,84.9,39656,12840,1194,1286,92.8,943,1047,90.1,185,338,54.7,4,4.1,5.4,-0.1,38,158,21,3,137
Mainz 05,23,5.0,1665,2276,73.2,30806,12141,716,846,84.6,681,827,82.3,209,443,47.2,2,5.1,6.1,-3.1,50,172,65,17,215
RB Leipzig,21,5.0,1877,2332,80.5,33111,12199,817,916,89.2,846,973,86.9,175,328,53.4,4,5.5,7.0,-1.5,62,116,43,4,180
St. Pauli,17,5.0,2082,2654,78.4,35778,13534,944,1065,88.6,912,1061,86.0,170,383,44.4,4,3.4,4.6,0.6,42,174,47,8,190
Stuttgart,22,5.0,2385,2824,84.5,41863,14536,1052,1153,91.2,1108,1239,89.4,190,336,56.5,6,4.9,8.1,1.1,60,168,52,20,223
Union Berlin,19,5.0,1054,1552,67.9,21060,8927,407,487,83.6,464,601,77.2,156,368,42.4,5,4.0,3.5,1.0,41,82,20,9,99
Werder Bremen,22,5.0,2053,2516,81.6,36588,12392,841,955,88.1,911,1021,89.2,206,361,57.1,5,4.0,4.4,1.0,39,149,40,11,192
Wolfsburg,21,5.0,1800,2246,80.1,33309,11761,703,785,89.6,827,940,88.0,207,378,54.8,5,6.3,5.7,-1.3,54,114,25,7,140
