Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Augsburg,22,5.0,2210,1953,243,67,2,5,97,101,21,10,9,0,1712,14,42
Bayern Munich,20,5.0,3363,3140,216,64,23,33,69,88,27,18,0,1,2953,7,52
Dortmund,21,5.0,3113,2880,223,54,7,9,82,108,24,17,0,0,2663,10,40
Eint Frankfurt,22,5.0,2791,2514,271,74,7,14,109,103,31,24,1,0,2303,6,49
Freiburg,23,5.0,2267,2003,255,75,5,8,103,113,23,22,1,0,1710,9,44
Gladbach,20,5.0,2532,2295,225,52,6,9,114,91,34,20,8,0,2075,12,44
Hamburger SV,24,5.0,2224,1988,225,72,11,12,72,83,15,10,3,0,1830,11,29
Heidenheim,22,5.0,1865,1615,241,67,5,13,76,81,25,6,11,0,1393,9,36
Hoffenheim,20,6.0,2848,2555,284,57,8,10,125,137,34,17,8,1,2213,9,57
Köln,22,6.0,2523,2222,293,77,5,8,98,109,29,23,3,0,1986,8,38
Leverkusen,22,5.0,2798,2557,234,65,6,17,63,90,21,17,3,0,2376,7,47
Mainz 05,23,5.0,2276,1994,266,65,2,17,134,118,34,10,15,0,1665,16,59
RB Leipzig,21,5.0,2332,2093,229,55,13,10,75,84,34,16,10,0,1877,10,42
St. Pauli,17,5.0,2654,2396,250,65,10,14,110,118,30,8,15,0,2082,8,50
Stuttgart,22,5.0,2824,2579,237,74,8,14,98,89,34,11,6,0,2385,8,38
Union Berlin,19,5.0,1552,1301,240,71,4,8,93,88,26,11,14,0,1054,11,40
Werder Bremen,22,5.0,2516,2287,221,45,2,20,58,93,16,2,9,0,2053,8,45
Wolfsburg,21,5.0,2246,2013,233,63,7,14,82,89,24,15,8,0,1800,0,44
