Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
vs Augsburg,22,27.9,5,450,90,100,5.0,55,79,32,22,17,23,2.4,12,8,4,0.8,12.2,4.5,7.8,1.55
vs Bayern Munich,20,25.9,5,450,90,100,5.0,55,81,31,24,23,20,0.0,3,22,-19,-3.8,2.9,14.7,-11.8,-2.37
vs Dortmund,21,27.3,5,450,90,100,5.0,55,83,29,24,25,21,0.2,3,11,-8,-1.6,4.0,9.2,-5.2,-1.05
vs Eint Frankfurt,22,26.8,5,450,90,100,5.0,55,80,32,22,23,23,1.2,13,17,-4,-0.8,7.3,9.8,-2.4,-0.49
vs Freiburg,23,25.9,5,450,90,100,5.0,55,83,31,24,19,20,1.4,9,9,0,0.0,7.5,8.5,-1.0,-0.2
vs Gladbach,20,25.6,5,450,90,100,5.0,55,82,31,25,20,20,2.2,12,5,7,1.4,7.5,6.9,0.6,0.13
vs Hamburger SV,24,27.3,5,450,90,100,5.0,55,81,33,23,20,22,1.6,8,2,6,1.2,9.2,4.5,4.7,0.94
vs Heidenheim,22,26.1,5,450,90,100,5.0,55,77,31,24,16,20,2.4,10,4,6,1.2,10.2,6.2,4.0,0.8
vs Hoffenheim,20,26.7,6,540,90,100,6.0,66,82,37,28,20,26,1.67,12,9,3,0.5,9.9,9.3,0.6,0.1
vs Köln,22,26.8,6,540,90,100,6.0,66,79,36,29,18,25,1.17,9,11,-2,-0.33,10.4,8.8,1.6,0.27
vs Leverkusen,22,25.7,5,450,90,100,5.0,55,80,30,24,19,21,1.0,8,10,-2,-0.4,5.5,7.2,-1.7,-0.34
vs Mainz 05,23,26.1,5,450,90,100,5.0,55,78,30,25,23,20,2.0,6,5,1,0.2,6.3,7.4,-1.2,-0.23
vs RB Leipzig,21,27.3,5,450,90,100,5.0,55,82,30,25,25,20,0.6,7,7,0,0.0,8.4,10.0,-1.6,-0.32
vs St. Pauli,17,26.4,5,450,90,100,5.0,55,83,30,23,21,22,1.4,8,8,0,0.0,5.7,6.2,-0.6,-0.11
vs Stuttgart,22,27.0,5,450,90,100,5.0,55,83,31,23,15,22,1.2,6,7,-1,-0.2,5.7,6.9,-1.2,-0.23
vs Union Berlin,19,25.9,5,450,90,100,5.0,55,83,30,24,16,20,1.4,11,8,3,0.6,9.8,7.0,2.8,0.56
vs Werder Bremen,22,26.7,5,450,90,100,5.0,55,82,30,25,18,20,2.0,14,8,6,1.2,12.1,6.8,5.3,1.05
vs Wolfsburg,21,27.0,5,450,90,100,5.0,55,83,32,23,20,21,1.6,7,7,0,0.0,7.6,8.3,-0.7,-0.14
