Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Augsburg,22,26.7,47.6,5,55,450,5.0,8,5,13,8,0,0,19,0,4.5,4.5,3.4,7.9,71,173,1.6,1.0,2.6,1.6,2.6,0.89,0.69,1.58,0.89,1.58
Bayern Munich,20,28.6,62.2,5,55,450,5.0,22,16,38,18,4,4,14,0,14.7,11.7,9.6,21.3,103,263,4.4,3.2,7.6,3.6,6.8,2.94,1.92,4.86,2.34,4.26
Dortmund,21,26.8,59.2,5,55,450,5.0,11,10,21,11,0,1,8,1,9.2,8.4,7.4,15.8,105,279,2.2,2.0,4.2,2.2,4.2,1.84,1.48,3.33,1.69,3.17
Eint Frankfurt,22,24.6,58.6,5,55,450,5.0,17,14,31,16,1,1,12,0,9.8,9.0,8.2,17.2,102,241,3.4,2.8,6.2,3.2,6.0,1.96,1.64,3.6,1.8,3.44
Freiburg,23,27.8,50.0,5,55,450,5.0,8,4,12,5,3,3,9,1,8.5,6.1,5.4,11.4,57,166,1.6,0.8,2.4,1.0,1.8,1.69,1.07,2.76,1.22,2.29
Gladbach,20,26.1,48.6,5,55,450,5.0,5,5,10,5,0,0,10,0,6.9,6.9,5.2,12.0,83,227,1.0,1.0,2.0,1.0,2.0,1.37,1.04,2.41,1.37,2.41
Hamburger SV,24,26.2,46.0,5,55,450,5.0,2,1,3,2,0,0,13,2,4.5,4.5,3.5,8.0,93,144,0.4,0.2,0.6,0.4,0.6,0.9,0.7,1.6,0.9,1.6
Heidenheim,22,27.0,41.4,5,55,450,5.0,4,3,7,4,0,0,11,1,6.2,6.2,5.3,11.5,53,136,0.8,0.6,1.4,0.8,1.4,1.24,1.06,2.3,1.24,2.3
Hoffenheim,20,26.6,51.8,6,66,540,6.0,9,5,14,7,2,2,12,0,9.3,7.7,6.5,14.2,99,216,1.5,0.83,2.33,1.17,2.0,1.55,1.09,2.64,1.29,2.37
Köln,22,25.8,44.7,6,66,540,6.0,11,9,20,11,0,0,11,0,8.8,8.8,7.3,16.0,77,168,1.83,1.5,3.33,1.83,3.33,1.46,1.21,2.67,1.46,2.67
Leverkusen,22,26.6,53.2,5,55,450,5.0,10,4,14,8,2,2,18,2,7.2,5.6,4.1,9.7,73,137,2.0,0.8,2.8,1.6,2.4,1.44,0.82,2.26,1.12,1.95
Mainz 05,23,28.5,51.2,5,55,450,5.0,5,2,7,4,1,1,10,3,7.4,6.7,5.1,11.7,65,215,1.0,0.4,1.4,0.8,1.2,1.49,1.02,2.51,1.33,2.35
RB Leipzig,21,25.8,48.8,5,55,450,5.0,7,4,11,7,0,1,6,0,10.0,9.2,5.5,14.7,123,180,1.4,0.8,2.2,1.4,2.2,2.01,1.1,3.11,1.85,2.95
St. Pauli,17,27.2,51.2,5,55,450,5.0,8,4,12,7,1,2,11,0,6.2,4.6,3.4,8.0,70,190,1.6,0.8,2.4,1.4,2.2,1.25,0.68,1.93,0.93,1.61
Stuttgart,22,25.4,58.2,5,55,450,5.0,7,6,13,6,1,2,9,0,6.9,5.3,4.9,10.2,100,223,1.4,1.2,2.6,1.2,2.4,1.38,0.98,2.35,1.06,2.04
Union Berlin,19,28.0,32.2,5,55,450,5.0,8,5,13,8,0,1,9,1,7.0,6.3,4.0,10.2,52,99,1.6,1.0,2.6,1.6,2.6,1.41,0.79,2.2,1.25,2.04
Werder Bremen,22,25.1,47.8,5,55,450,5.0,8,5,13,6,2,3,12,1,6.8,4.5,4.0,8.4,76,192,1.6,1.0,2.6,1.2,2.2,1.36,0.79,2.15,0.9,1.69
Wolfsburg,21,25.8,48.0,5,55,450,5.0,7,5,12,6,1,1,10,1,8.3,7.5,6.3,13.9,60,140,1.4,1.0,2.4,1.2,2.2,1.66,1.27,2.93,1.5,2.77
