Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
Augsburg,22,26.7,5,450,90,100,5.0,55,79,32,23,26,21,0.6,8,12,-4,-0.8,4.5,12.2,-7.8,-1.55
Bayern Munich,20,28.6,5,450,90,100,5.0,55,81,33,23,21,22,3.0,22,3,19,3.8,14.7,2.9,11.8,2.37
Dortmund,21,26.8,5,450,90,100,5.0,55,83,32,22,17,21,2.6,11,3,8,1.6,9.2,4.0,5.2,1.05
Eint Frankfurt,22,24.6,5,450,90,100,5.0,55,80,30,25,21,20,1.8,17,13,4,0.8,9.8,7.3,2.4,0.49
Freiburg,23,27.8,5,450,90,100,5.0,55,83,31,23,18,22,1.4,9,9,0,0.0,8.5,7.5,1.0,0.2
Gladbach,20,26.1,5,450,90,100,5.0,55,82,30,25,19,20,0.4,5,12,-7,-1.4,6.9,7.5,-0.6,-0.13
Hamburger SV,24,26.2,5,450,90,100,5.0,55,81,28,25,18,20,1.0,2,8,-6,-1.2,4.5,9.2,-4.7,-0.94
Heidenheim,22,27.0,5,450,90,100,5.0,55,77,29,25,25,20,0.6,4,10,-6,-1.2,6.2,10.2,-4.0,-0.8
Hoffenheim,20,26.6,6,540,90,100,6.0,66,82,36,30,19,23,1.17,9,12,-3,-0.5,9.3,9.9,-0.6,-0.1
Köln,22,25.8,6,540,90,100,6.0,66,79,36,30,24,23,1.67,11,9,2,0.33,8.8,10.4,-1.6,-0.27
Leverkusen,22,26.6,5,450,90,100,5.0,55,80,32,22,23,23,1.6,10,8,2,0.4,7.2,5.5,1.7,0.34
Mainz 05,23,28.5,5,450,90,100,5.0,55,78,28,24,24,21,0.8,5,6,-1,-0.2,7.4,6.3,1.2,0.23
RB Leipzig,21,25.8,5,450,90,100,5.0,55,82,30,25,17,20,2.4,7,7,0,0.0,10.0,8.4,1.6,0.32
St. Pauli,17,27.2,5,450,90,100,5.0,55,83,32,23,17,22,1.4,8,8,0,0.0,6.2,5.7,0.6,0.11
Stuttgart,22,25.4,5,450,90,100,5.0,55,83,32,24,16,21,1.8,7,6,1,0.2,6.9,5.7,1.2,0.23
Union Berlin,19,28.0,5,450,90,100,5.0,55,83,32,22,17,23,1.4,8,11,-3,-0.6,7.0,9.8,-2.8,-0.56
Werder Bremen,22,25.1,5,450,90,100,5.0,55,82,31,23,18,22,0.8,8,14,-6,-1.2,6.8,12.1,-5.3,-1.05
Wolfsburg,21,25.8,5,450,90,100,5.0,55,83,32,23,17,22,1.0,7,7,0,0.0,8.3,7.6,0.7,0.14
