Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
vs Augsburg,1,5.0,8,0,0,2,0,6.4,0.32,-1.6,-0.32,37,109,33.9,213,26,44.6,40.7,29,48.3,37.8,79,7,8.9,8,1.6,14.0
vs Bayern Munich,1,5.0,22,4,0,3,0,17.4,0.27,-4.6,-0.93,22,71,31.0,188,16,34.0,34.1,37,18.9,20.8,55,2,3.6,12,2.4,15.0
vs Dortmund,1,5.0,11,0,0,1,0,12.7,0.43,1.7,0.33,22,81,27.2,154,16,39.0,37.4,42,50.0,41.7,76,3,3.9,2,0.4,10.0
vs Eint Frankfurt,2,5.0,17,1,0,3,0,11.9,0.37,-5.1,-1.03,28,82,34.1,112,17,48.2,41.9,57,49.1,38.4,85,6,7.1,13,2.6,18.0
vs Freiburg,1,5.0,9,3,0,2,1,9.7,0.39,1.7,0.35,17,68,25.0,154,17,29.2,33.6,43,53.5,41.7,86,6,7.0,2,0.4,9.5
vs Gladbach,1,5.0,5,0,0,3,0,7.9,0.3,2.9,0.59,25,72,34.7,201,23,30.3,33.1,41,26.8,27.5,90,7,7.8,5,1.0,11.9
vs Hamburger SV,1,5.0,2,0,0,0,0,4.3,0.22,2.3,0.46,15,53,28.3,127,18,34.6,34.5,32,28.1,30.6,53,5,9.4,10,2.0,16.2
vs Heidenheim,1,5.0,4,0,1,1,0,5.2,0.29,1.2,0.24,13,48,27.1,115,16,27.8,31.3,35,45.7,39.7,61,3,4.9,8,1.6,17.0
vs Hoffenheim,1,6.0,9,2,1,0,0,11.8,0.35,2.8,0.47,49,111,44.1,208,26,41.8,37.7,43,55.8,43.9,100,6,6.0,8,1.33,15.0
vs Köln,1,6.0,11,0,0,1,0,9.3,0.36,-1.7,-0.29,22,65,33.8,170,23,30.6,32.3,42,31.0,35.7,79,4,5.1,6,1.0,12.8
vs Leverkusen,1,5.0,10,2,2,0,0,8.5,0.28,-1.5,-0.3,17,42,40.5,145,18,25.5,31.1,28,17.9,20.2,54,3,5.6,10,2.0,16.5
vs Mainz 05,2,5.0,5,1,0,0,0,4.3,0.26,-0.7,-0.13,26,94,27.7,160,25,42.5,38.1,47,55.3,43.1,104,5,4.8,4,0.8,15.8
vs RB Leipzig,1,5.0,7,0,1,1,0,6.7,0.33,-0.3,-0.07,21,69,30.4,186,25,28.0,33.6,46,37.0,35.6,61,4,6.6,13,2.6,17.1
vs St. Pauli,1,5.0,8,1,1,2,0,7.1,0.21,-0.9,-0.18,19,57,33.3,172,25,23.3,28.5,31,54.8,45.5,81,7,8.6,5,1.0,11.9
vs Stuttgart,1,5.0,7,1,0,1,0,9.0,0.29,2.0,0.41,38,100,38.0,172,17,43.6,36.9,37,67.6,47.8,75,9,12.0,4,0.8,9.8
vs Union Berlin,1,5.0,8,0,0,1,0,6.1,0.33,-1.9,-0.38,8,35,22.9,144,21,18.8,28.1,35,22.9,26.7,73,2,2.7,9,1.8,21.1
vs Werder Bremen,2,5.0,8,2,0,1,0,7.7,0.22,-0.3,-0.06,26,54,48.1,153,24,26.8,30.7,40,32.5,34.9,46,1,2.2,17,3.4,20.6
vs Wolfsburg,1,5.0,7,1,1,0,0,5.8,0.27,-1.2,-0.24,27,72,37.5,164,18,31.7,34.1,47,42.6,38.7,66,7,10.6,8,1.6,14.8
