Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
Squad,# Pl,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
vs Avellino,24,6.0,10,1,0,100,84,7,179,37,37,1,0,1,202,99,81,55.0
vs Bari,24,6.0,16,0,0,101,77,16,118,47,50,1,0,0,243,91,69,56.9
vs Carrarese,24,6.0,23,3,2,99,97,9,103,39,56,0,2,0,221,119,113,51.3
vs Catanzaro,22,6.0,15,2,1,106,66,17,92,47,44,1,0,0,201,96,89,51.9
vs Cesena,21,6.0,13,2,0,88,79,2,88,48,49,1,1,0,222,102,91,52.8
vs Empoli,21,6.0,12,0,0,97,103,6,108,44,52,2,0,0,204,102,98,51.0
vs Frosinone,23,6.0,9,0,0,99,95,7,149,33,44,3,1,0,203,83,82,50.3
vs Juve Stabia,21,6.0,8,1,0,79,104,9,136,40,49,0,1,0,177,108,93,53.7
vs Mantova,22,6.0,17,0,0,124,80,13,109,37,58,0,4,0,224,69,49,58.5
vs Modena,20,6.0,16,1,1,84,98,5,68,29,46,1,4,1,186,105,118,47.1
vs Monza,22,6.0,13,1,0,90,95,8,79,42,53,1,0,0,213,91,84,52.0
vs Padova,20,6.0,14,1,1,94,86,10,137,40,40,0,1,0,215,94,113,45.4
vs Palermo,22,6.0,13,0,0,90,79,9,104,37,37,0,0,0,208,118,128,48.0
vs Pescara,26,6.0,14,0,0,97,92,17,116,47,55,2,0,1,224,76,96,44.2
vs Reggiana,24,6.0,10,3,0,83,78,1,138,37,52,0,1,0,204,110,81,57.6
vs Sampdoria,23,6.0,11,1,0,93,95,5,90,43,52,0,1,0,190,121,142,46.0
vs Spezia,22,6.0,17,0,0,114,94,4,103,56,42,2,1,0,197,100,104,49.0
vs Südtirol,22,6.0,9,0,0,83,101,5,106,43,56,0,1,0,181,141,163,46.4
vs Venezia,23,6.0,14,2,1,96,87,14,112,34,37,0,3,0,193,79,94,45.7
vs Virtus Entella,21,6.0,6,0,0,69,99,9,115,29,44,2,0,0,187,63,79,44.4
