Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Squad,# Pl,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
vs Avellino,24,6.0,9,86,20,23.3,14.33,3.33,0.09,0.4,17.8,1,1,1,6.3,5.5,0.07,2.7,2.5
vs Bari,24,6.0,11,103,32,31.1,17.17,5.33,0.09,0.28,18.7,4,2,2,8.7,7.2,0.07,2.3,1.8
vs Carrarese,24,6.0,6,63,12,19.0,10.5,2.0,0.1,0.5,17.8,6,0,0,5.8,5.8,0.09,0.2,0.2
vs Catanzaro,22,6.0,6,56,15,26.8,9.33,2.5,0.09,0.33,16.2,0,1,1,6.7,5.9,0.11,-0.7,-0.9
vs Cesena,21,6.0,8,75,17,22.7,12.5,2.83,0.09,0.41,19.2,3,1,1,7.1,6.3,0.09,0.9,0.7
vs Empoli,21,6.0,12,79,32,40.5,13.17,5.33,0.13,0.31,17.7,3,2,2,8.1,6.6,0.09,3.9,3.4
vs Frosinone,23,6.0,4,86,23,26.7,14.33,3.83,0.03,0.13,17.5,3,1,3,9.4,7.0,0.08,-5.4,-4.0
vs Juve Stabia,21,6.0,5,58,17,29.3,9.67,2.83,0.09,0.29,16.8,1,0,0,5.5,5.5,0.1,-0.5,-0.5
vs Mantova,22,6.0,11,94,29,30.9,15.67,4.83,0.12,0.38,16.5,2,0,1,10.2,9.5,0.1,0.8,1.5
vs Modena,20,6.0,3,51,15,29.4,8.5,2.5,0.04,0.13,19.9,2,1,1,4.9,4.1,0.08,-1.9,-2.1
vs Monza,22,6.0,5,75,19,25.3,12.5,3.17,0.07,0.26,22.3,2,0,1,5.3,4.5,0.06,-0.3,0.5
vs Padova,20,6.0,7,80,22,27.5,13.33,3.67,0.09,0.32,17.7,4,0,0,7.3,7.3,0.09,-0.3,-0.3
vs Palermo,22,6.0,2,68,14,20.6,11.33,2.33,0.03,0.14,18.1,2,0,0,4.5,4.5,0.07,-2.5,-2.5
vs Pescara,26,6.0,10,79,30,38.0,13.17,5.0,0.09,0.23,17.0,2,3,3,12.6,10.2,0.14,-2.6,-3.2
vs Reggiana,24,6.0,9,94,35,37.2,15.67,5.83,0.1,0.26,15.0,2,0,0,8.6,8.6,0.1,0.4,0.4
vs Sampdoria,23,6.0,9,65,22,33.8,10.83,3.67,0.14,0.41,18.2,4,0,0,7.1,7.1,0.11,1.9,1.9
vs Spezia,22,6.0,9,61,21,34.4,10.17,3.5,0.11,0.33,20.0,2,2,2,6.3,4.7,0.08,2.7,2.3
vs Südtirol,22,6.0,8,77,19,24.7,12.83,3.17,0.09,0.37,18.9,1,1,1,6.2,5.4,0.07,1.8,1.6
vs Venezia,23,6.0,5,65,20,30.8,10.83,3.33,0.08,0.25,16.8,1,0,0,5.3,5.3,0.08,-0.3,-0.3
vs Virtus Entella,21,6.0,8,66,19,28.8,11.0,3.17,0.09,0.32,18.8,4,2,2,7.1,5.6,0.09,0.9,0.4
