Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Avellino,24,27.5,46.8,6,66,540,6.0,10,6,16,10,0,0,16,2,6.3,6.3,3.8,10.1,67,159,1.67,1.0,2.67,1.67,2.67,1.05,0.63,1.68,1.05,1.68
Bari,24,27.4,51.3,6,66,540,6.0,5,3,8,5,0,0,11,0,4.8,4.8,3.4,8.2,90,185,0.83,0.5,1.33,0.83,1.33,0.81,0.56,1.37,0.81,1.37
Carrarese,24,26.3,50.3,6,66,540,6.0,8,5,13,6,2,2,14,0,7.9,6.4,4.7,11.0,105,223,1.33,0.83,2.17,1.0,1.83,1.32,0.78,2.1,1.06,1.84
Catanzaro,22,26.9,61.5,6,66,540,6.0,6,4,10,6,0,0,12,0,5.7,5.7,4.0,9.7,104,207,1.0,0.67,1.67,1.0,1.67,0.95,0.67,1.61,0.95,1.61
Cesena,21,26.7,47.3,6,66,540,6.0,10,4,14,9,1,1,10,0,12.2,11.5,8.5,19.9,102,190,1.67,0.67,2.33,1.5,2.17,2.04,1.41,3.45,1.91,3.32
Empoli,21,24.7,49.7,6,66,540,6.0,8,6,14,8,0,0,12,2,6.8,6.8,4.6,11.4,83,194,1.33,1.0,2.33,1.33,2.33,1.13,0.76,1.89,1.13,1.89
Frosinone,23,23.9,44.5,6,66,540,6.0,13,9,22,12,1,1,15,2,9.9,9.1,6.9,16.0,105,166,2.17,1.5,3.67,2.0,3.5,1.64,1.15,2.79,1.52,2.67
Juve Stabia,21,25.5,53.8,6,66,540,6.0,8,6,14,7,1,1,20,2,7.3,6.5,5.0,11.5,87,202,1.33,1.0,2.33,1.17,2.17,1.22,0.83,2.05,1.08,1.92
Mantova,22,26.6,60.7,6,66,540,6.0,5,1,6,3,2,4,15,0,9.6,6.5,4.6,11.1,104,210,0.83,0.17,1.0,0.5,0.67,1.6,0.77,2.37,1.08,1.85
Modena,20,28.0,49.0,6,66,540,6.0,10,6,16,7,3,4,17,0,11.4,8.3,6.6,15.0,114,224,1.67,1.0,2.67,1.17,2.17,1.91,1.11,3.01,1.39,2.49
Monza,22,27.9,54.8,6,66,540,6.0,5,3,8,5,0,0,11,1,6.2,6.2,4.2,10.4,107,237,0.83,0.5,1.33,0.83,1.33,1.03,0.71,1.73,1.03,1.73
Padova,20,28.9,47.7,6,66,540,6.0,6,4,10,5,1,1,12,1,5.1,4.3,3.1,7.4,89,191,1.0,0.67,1.67,0.83,1.5,0.85,0.52,1.36,0.72,1.24
Palermo,22,29.0,48.0,6,66,540,6.0,7,5,12,7,0,0,11,1,7.5,7.5,6.1,13.6,80,185,1.17,0.83,2.0,1.17,2.0,1.25,1.01,2.26,1.25,2.26
Pescara,26,25.7,49.2,6,66,540,6.0,9,9,18,9,0,0,10,0,4.7,4.7,4.3,9.0,80,174,1.5,1.5,3.0,1.5,3.0,0.78,0.72,1.5,0.78,1.5
Reggiana,24,25.5,49.2,6,66,540,6.0,8,6,14,7,1,1,7,0,4.8,4.0,3.3,7.2,112,168,1.33,1.0,2.33,1.17,2.17,0.8,0.54,1.34,0.67,1.21
Sampdoria,23,27.3,47.8,6,66,540,6.0,3,3,6,3,0,1,13,1,4.2,3.4,2.5,5.8,68,172,0.5,0.5,1.0,0.5,1.0,0.69,0.41,1.1,0.56,0.97
Spezia,22,25.9,44.7,6,66,540,6.0,3,2,5,2,1,1,13,3,4.6,3.8,2.6,6.4,58,144,0.5,0.33,0.83,0.33,0.67,0.77,0.43,1.19,0.64,1.06
Südtirol,22,27.0,39.5,6,66,540,6.0,10,6,16,9,1,1,11,0,8.7,7.9,5.7,13.6,41,206,1.67,1.0,2.67,1.5,2.5,1.45,0.95,2.4,1.32,2.27
Venezia,23,25.1,59.2,6,66,540,6.0,7,3,10,4,3,3,9,2,8.5,6.1,4.9,11.1,86,200,1.17,0.5,1.67,0.67,1.17,1.41,0.82,2.24,1.02,1.84
Virtus Entella,21,27.8,45.0,6,66,540,6.0,6,5,11,6,0,0,21,1,7.1,7.1,4.5,11.6,72,186,1.0,0.83,1.83,1.0,1.83,1.19,0.76,1.94,1.19,1.94
