Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
vs Avellino,24,53.2,6.0,3477,223,791,1687,1026,171,3476,91,41,45.1,40,44.0,1981,11363,6247,122,85,26,80,49,2316,302
vs Bari,24,48.7,6.0,3172,309,948,1462,805,142,3170,80,34,42.5,31,38.8,1671,8975,4733,105,67,26,74,40,1938,196
vs Carrarese,24,49.7,6.0,3176,379,1103,1460,662,97,3176,84,43,51.2,31,36.9,1748,9971,5194,95,71,15,89,51,1963,161
vs Catanzaro,22,38.5,6.0,2690,356,1015,1050,653,108,2689,87,34,39.1,47,54.0,1246,6540,3214,61,50,18,94,34,1464,151
vs Cesena,21,52.7,6.0,3522,296,1107,1705,751,106,3521,81,33,40.7,39,48.1,2048,11293,5610,103,68,29,109,45,2262,210
vs Empoli,21,50.3,6.0,3055,347,1011,1274,806,133,3053,90,34,37.8,44,48.9,1455,8422,4139,90,70,21,78,50,1759,158
vs Frosinone,23,55.5,6.0,3358,331,1027,1501,860,147,3355,56,23,41.1,27,48.2,1765,10405,5784,105,75,16,84,40,2131,235
vs Juve Stabia,21,46.2,6.0,3040,375,1073,1252,737,106,3040,77,31,40.3,39,50.6,1542,8349,4344,70,42,19,117,33,1806,179
vs Mantova,22,39.3,6.0,2696,354,1013,983,735,153,2695,70,35,50.0,22,31.4,1433,7776,3798,86,53,28,73,30,1639,174
vs Modena,20,51.0,6.0,3150,468,1314,1354,516,71,3149,119,52,43.7,59,49.6,1605,8327,4194,75,50,17,75,41,1944,156
vs Monza,22,45.2,6.0,3046,424,1284,1252,550,79,3045,78,28,35.9,32,41.0,1548,8096,3783,75,51,13,69,50,1891,143
vs Padova,20,52.3,6.0,3559,324,1011,1685,889,112,3559,99,38,38.4,46,46.5,1772,10199,5334,102,58,23,96,58,2349,227
vs Palermo,22,52.0,6.0,3309,435,1266,1293,787,110,3309,97,35,36.1,48,49.5,1686,8862,4760,82,62,16,107,40,2000,169
vs Pescara,26,50.8,6.0,3193,320,1143,1289,787,136,3190,78,32,41.0,41,52.6,1662,8587,4271,86,59,21,97,44,1991,204
vs Reggiana,24,50.8,6.0,3283,296,912,1454,942,160,3283,81,31,38.3,40,49.4,1704,8537,4508,77,64,21,104,45,2007,214
vs Sampdoria,23,52.2,6.0,3289,329,1091,1447,782,122,3289,92,40,43.5,45,48.9,1664,8791,4593,79,73,19,88,45,1949,168
vs Spezia,22,55.3,6.0,3507,330,1137,1490,901,99,3505,83,51,61.4,27,32.5,2137,10976,5576,108,90,23,99,44,2351,216
vs Südtirol,22,60.5,6.0,3673,455,1457,1526,713,104,3672,95,39,41.1,44,46.3,1800,9801,4849,84,51,21,124,46,2125,178
vs Venezia,23,40.8,6.0,2655,347,954,1068,658,98,2655,61,22,36.1,31,50.8,1348,7110,3437,68,45,15,76,38,1545,153
vs Virtus Entella,21,55.0,6.0,3484,350,1185,1639,684,84,3482,90,41,45.6,33,36.7,1965,10359,5533,81,60,12,95,41,2311,185
