Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Avellino,24,46.8,6.0,3290,440,1244,1455,624,60,3290,76,39,51.3,28,36.8,1769,9383,4699,67,54,10,77,35,2108,159
Bari,24,51.3,6.0,3284,442,1382,1378,564,90,3284,96,40,41.7,40,41.7,1782,9356,4896,90,65,19,96,54,2085,185
Carrarese,24,50.3,6.0,3202,308,1047,1398,784,118,3200,120,51,42.5,56,46.7,1563,8884,4715,105,63,18,90,31,1976,218
Catanzaro,22,61.5,6.0,3818,354,1150,1850,839,124,3818,76,38,50.0,23,30.3,2145,11108,6072,104,74,19,107,45,2619,205
Cesena,21,47.3,6.0,3224,350,1129,1350,784,132,3223,85,42,49.4,39,45.9,1640,8261,4384,102,77,21,84,48,1964,188
Empoli,21,49.7,6.0,2996,310,971,1390,668,114,2996,109,51,46.8,42,38.5,1485,8259,3970,83,46,27,107,55,1731,192
Frosinone,23,44.5,6.0,2857,409,1080,1136,677,140,2856,87,47,54.0,32,36.8,1357,8773,4617,105,52,50,91,41,1630,166
Juve Stabia,21,53.8,6.0,3380,369,1202,1414,795,126,3379,84,42,50.0,34,40.5,1963,9909,5306,87,64,23,105,44,2159,199
Mantova,22,60.7,6.0,3819,485,1517,1596,725,110,3815,101,36,35.6,51,50.5,2214,11993,5935,104,65,19,88,43,2778,210
Modena,20,49.0,6.0,2967,269,899,1216,884,163,2963,70,23,32.9,42,60.0,1595,8770,4628,114,75,22,65,38,1774,220
Monza,22,54.8,6.0,3581,281,939,1699,979,130,3581,88,32,36.4,37,42.0,1869,10788,5669,107,85,27,78,54,2400,236
Padova,20,47.7,6.0,3300,344,1040,1583,717,102,3299,68,29,42.6,29,42.6,1736,10622,5677,89,58,18,79,36,2052,190
Palermo,22,48.0,6.0,3041,317,954,1261,858,164,3041,67,26,38.8,33,49.3,1445,7720,3913,80,55,14,81,36,1726,181
Pescara,26,49.2,6.0,3196,393,1133,1439,659,94,3196,93,34,36.6,48,51.6,1709,9832,4729,80,58,21,93,49,1980,173
Reggiana,24,49.2,6.0,3192,377,1133,1188,897,106,3191,90,27,30.0,57,63.3,1806,10068,5487,112,85,16,100,34,1897,164
Sampdoria,23,47.8,6.0,3045,306,986,1407,684,94,3044,82,35,42.7,38,46.3,1550,7763,3531,68,52,18,84,45,1712,169
Spezia,22,44.7,6.0,2865,380,1025,1206,655,90,2864,54,27,50.0,25,46.3,1431,7212,3731,58,51,10,83,39,1727,142
Südtirol,22,39.5,6.0,2638,259,768,1019,879,173,2637,79,32,40.5,39,49.4,922,4839,2389,41,38,11,112,53,1109,200
Venezia,23,59.2,6.0,3670,348,1230,1583,880,108,3667,92,39,42.4,40,43.5,2264,10868,5629,86,65,28,102,43,2515,199
Virtus Entella,21,45.0,6.0,2969,307,1013,1303,692,100,2969,72,27,37.5,33,45.8,1535,8331,3924,72,62,8,106,41,1799,183
