Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 17_level_0,Unnamed: 18_level_0,Expected,Expected,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
vs Avellino,24,6.0,2334,2888,80.8,43246,14651,951,1054,90.2,1077,1234,87.3,259,449,57.7,5,4.1,6.5,0.9,66,246,67,25,306
vs Bari,24,6.0,1965,2533,77.6,35559,12765,820,932,88.0,824,984,83.7,242,452,53.5,6,4.9,5.1,1.1,65,142,49,18,198
vs Carrarese,24,6.0,1978,2532,78.1,35333,13037,852,990,86.1,843,988,85.3,219,404,54.2,5,3.6,3.8,1.4,40,143,32,14,162
vs Catanzaro,22,6.0,1482,2037,72.8,28564,11137,561,670,83.7,678,851,79.7,196,385,50.9,4,4.0,4.2,0.0,38,121,34,17,155
vs Cesena,21,6.0,2284,2841,80.4,39755,13696,975,1112,87.7,1022,1183,86.4,202,387,52.2,6,5.1,4.2,0.9,62,151,42,16,213
vs Empoli,21,6.0,1779,2357,75.5,31593,12208,772,903,85.5,752,886,84.9,191,417,45.8,10,5.1,5.1,4.9,63,119,47,14,159
vs Frosinone,23,6.0,2157,2721,79.3,37873,13833,964,1068,90.3,909,1078,84.3,213,398,53.5,2,5.0,5.2,-3.0,67,176,66,25,238
vs Juve Stabia,21,6.0,1824,2383,76.5,34438,12965,738,858,86.0,822,971,84.7,230,428,53.7,4,3.8,4.8,0.2,42,154,37,17,180
vs Mantova,22,6.0,1654,2098,78.8,31250,12138,712,793,89.8,693,821,84.4,206,375,54.9,8,7.9,6.3,0.1,74,138,44,14,176
vs Modena,20,6.0,1962,2503,78.4,37497,14142,740,848,87.3,895,1042,85.9,267,456,58.6,1,3.1,2.3,-2.1,33,132,21,3,158
vs Monza,22,6.0,1904,2421,78.6,33396,12551,839,937,89.5,819,946,86.6,188,389,48.3,1,2.9,3.3,-1.9,52,112,30,13,145
vs Padova,20,6.0,2361,2935,80.4,42247,15595,1043,1169,89.2,1004,1170,85.8,254,416,61.1,6,5.0,5.5,1.0,58,216,45,18,227
vs Palermo,22,6.0,2016,2585,78.0,33113,12235,985,1121,87.9,769,902,85.3,176,391,45.0,1,3.7,4.0,-2.7,50,137,38,13,172
vs Pescara,26,6.0,2009,2584,77.7,36686,13934,866,994,87.1,866,1002,86.4,222,445,49.9,6,8.2,8.3,-2.2,58,152,43,14,207
vs Reggiana,24,6.0,2038,2592,78.6,33687,13705,981,1116,87.9,798,955,83.6,168,320,52.5,7,6.3,8.1,0.7,69,188,54,20,217
vs Sampdoria,23,6.0,1979,2609,75.9,34480,13389,914,1067,85.7,815,974,83.7,189,406,46.6,4,4.5,5.8,-0.5,46,149,35,7,169
vs Spezia,22,6.0,2369,2910,81.4,40441,13234,1074,1209,88.8,1021,1174,87.0,198,373,53.1,7,4.1,4.9,2.9,50,172,46,13,219
vs Südtirol,22,6.0,2153,2858,75.3,39087,14249,932,1079,86.4,918,1107,82.9,250,512,48.8,5,4.4,3.3,0.6,56,156,41,11,181
vs Venezia,23,6.0,1557,2085,74.7,28800,11176,640,743,86.1,706,836,84.4,175,379,46.2,4,4.2,4.3,-0.2,45,115,31,17,155
vs Virtus Entella,21,6.0,2337,2865,81.6,42212,14927,973,1101,88.4,1098,1247,88.1,226,402,56.2,4,3.2,4.6,0.8,50,144,33,17,186
