Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Blackburn,33,46.0,20764,18440,2229,570,51,164,776,999,201,98,56,9,15923,95,375
Bristol City,24,46.0,22337,19967,2293,556,56,91,858,1075,248,99,67,4,17083,77,407
Burnley,38,46.0,24704,22455,2184,645,43,160,773,926,242,91,67,2,20211,65,350
Cardiff City,33,46.0,19561,17182,2285,561,26,103,885,1036,222,86,101,1,14573,94,412
Coventry City,26,46.0,22467,20170,2215,576,39,117,1014,952,272,182,57,6,17595,82,376
Derby County,33,46.0,17017,14711,2225,471,14,107,916,1088,227,121,70,5,11757,81,459
Hull City,37,46.0,21724,19380,2253,542,42,121,865,1028,227,113,44,1,17093,91,421
Leeds United,28,46.0,27268,24922,2242,609,95,62,926,1009,327,165,115,1,22829,104,462
Luton Town,37,46.0,17305,14814,2400,592,22,81,972,1050,269,129,115,2,12033,91,380
Middlesbrough,33,46.0,25398,23043,2256,630,68,117,716,961,240,94,82,1,21092,99,394
Millwall,34,46.0,16497,14128,2270,550,32,122,838,1095,222,113,74,16,11166,99,404
Norwich City,35,46.0,26188,24002,2099,561,72,154,754,875,225,120,78,2,21888,87,405
Oxford United,34,46.0,18679,16325,2276,548,23,112,595,1007,167,63,89,1,13729,78,316
Plymouth Argyle,34,46.0,17416,15062,2271,592,25,100,586,971,136,62,57,1,12584,83,346
Portsmouth,37,46.0,17391,14892,2420,616,19,104,993,1096,259,197,20,0,11670,79,353
Preston,28,46.0,19861,17473,2299,577,43,147,732,1061,189,99,57,7,14756,89,412
QPR,30,46.0,19648,17176,2388,651,12,83,761,1043,230,138,63,8,14888,84,356
Sheffield Utd,33,46.0,21569,19343,2157,566,62,115,685,945,256,177,28,2,17024,69,365
Sheffield Weds,28,46.0,19367,16999,2287,579,33,93,967,988,278,119,103,10,14615,81,399
Stoke City,32,46.0,19226,16947,2180,519,64,89,720,995,201,138,34,2,14510,99,342
Sunderland,30,46.0,20874,18591,2204,621,46,117,813,894,250,149,39,1,16603,79,415
Swansea City,26,46.0,24361,21913,2351,675,46,78,992,1028,219,84,83,4,19512,97,394
Watford,32,46.0,21736,19408,2247,565,53,103,767,959,241,175,41,1,17157,81,386
West Brom,30,46.0,23412,21142,2194,654,71,125,867,883,252,127,64,2,18953,76,367
