Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Squad,# Pl,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Blackburn,33,46.0,52,468,153,32.7,10.17,3.33,0.1,0.32,16.0,8,3,3,51.7,49.4,0.11,0.3,-0.4
Bristol City,24,46.0,59,593,183,30.9,12.89,3.98,0.09,0.31,16.9,19,3,3,59.4,57.0,0.1,-0.4,-1.0
Burnley,38,46.0,66,557,170,30.5,12.11,3.7,0.11,0.36,17.5,20,4,4,57.5,54.3,0.1,8.5,7.7
Cardiff City,33,46.0,46,561,185,33.0,12.2,4.02,0.08,0.24,17.9,20,1,2,47.2,45.5,0.08,-1.2,-0.5
Coventry City,26,46.0,63,603,191,31.7,13.11,4.15,0.1,0.32,15.9,15,2,4,67.9,64.9,0.11,-4.9,-3.9
Derby County,33,46.0,43,461,140,30.4,10.02,3.04,0.09,0.29,15.4,5,2,2,46.5,45.0,0.1,-3.5,-4.0
Hull City,37,46.0,40,522,156,29.9,11.35,3.39,0.07,0.23,18.0,17,4,5,52.0,48.0,0.09,-12.0,-12.0
Leeds United,28,46.0,91,755,249,33.0,16.41,5.41,0.12,0.35,16.3,14,3,4,89.1,86.0,0.12,1.9,2.0
Luton Town,37,46.0,43,526,152,28.9,11.43,3.3,0.08,0.27,15.7,11,2,2,50.1,48.7,0.1,-7.1,-7.7
Middlesbrough,33,46.0,62,660,206,31.2,14.35,4.48,0.09,0.28,18.0,11,5,7,67.3,61.8,0.1,-5.3,-4.8
Millwall,34,46.0,47,519,157,30.3,11.28,3.41,0.09,0.29,15.7,20,2,4,53.5,50.6,0.1,-6.5,-5.6
Norwich City,35,46.0,68,543,188,34.6,11.8,4.09,0.12,0.36,16.9,21,1,2,64.4,62.8,0.12,3.6,4.2
Oxford United,34,46.0,49,448,149,33.3,9.74,3.24,0.11,0.33,18.6,11,0,0,42.1,42.1,0.1,6.9,6.9
Plymouth Argyle,34,46.0,46,417,138,33.1,9.07,3.0,0.1,0.31,18.4,17,3,3,40.3,38.1,0.09,5.7,4.9
Portsmouth,37,46.0,57,508,155,30.5,11.04,3.37,0.1,0.34,17.5,18,5,7,55.2,49.7,0.1,1.8,2.3
Preston,28,46.0,47,494,148,30.0,10.74,3.22,0.09,0.3,17.2,14,2,2,51.6,50.0,0.1,-4.6,-5.0
QPR,30,46.0,49,526,171,32.5,11.43,3.72,0.09,0.27,17.4,10,2,3,47.9,45.6,0.09,1.1,1.4
Sheffield Utd,33,46.0,59,592,184,31.1,12.87,4.0,0.09,0.3,16.8,15,3,5,62.0,58.1,0.1,-3.0,-2.1
Sheffield Weds,28,46.0,56,587,174,29.6,12.76,3.78,0.09,0.31,16.8,7,2,4,62.7,59.5,0.11,-6.7,-5.5
Stoke City,32,46.0,44,469,150,32.0,10.2,3.26,0.08,0.26,17.1,16,5,6,50.8,46.0,0.1,-6.8,-7.0
Sunderland,30,46.0,55,584,180,30.8,12.7,3.91,0.09,0.3,16.8,18,1,5,58.1,54.1,0.1,-3.1,-0.1
Swansea City,26,46.0,48,495,159,32.1,10.76,3.46,0.09,0.29,16.0,12,2,3,56.3,54.0,0.11,-8.3,-8.0
Watford,32,46.0,52,521,159,30.5,11.33,3.46,0.09,0.28,18.5,13,7,7,55.3,50.0,0.1,-3.3,-5.0
West Brom,30,46.0,56,590,166,28.1,12.83,3.61,0.09,0.33,17.3,18,1,1,58.5,57.7,0.1,-2.5,-2.7
