Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 17_level_0,Unnamed: 18_level_0,Expected,Expected,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
Blackburn,33,46.0,15923,20764,76.7,288348,100799,6857,7928,86.5,6853,8146,84.1,1766,3519,50.2,43,38.2,40.8,4.8,345,1040,304,84,1396
Bristol City,24,46.0,17083,22337,76.5,306276,108273,7291,8424,86.6,7841,9334,84.0,1573,3490,45.1,39,43.0,49.2,-4.0,460,1542,383,103,1776
Burnley,38,46.0,20211,24704,81.8,361498,113528,8619,9586,89.9,9360,10607,88.2,1824,3463,52.7,45,41.1,44.2,3.9,416,1420,347,91,1739
Cardiff City,33,46.0,14573,19561,74.5,264154,100822,6390,7474,85.5,6254,7723,81.0,1608,3332,48.3,31,33.0,34.0,-2.0,404,1235,273,94,1494
Coventry City,26,46.0,17595,22467,78.3,305069,110319,8074,9157,88.2,7538,8801,85.6,1523,3369,45.2,45,49.8,52.5,-4.8,457,1440,358,133,1703
Derby County,33,46.0,11757,17017,69.1,229053,89888,4576,5573,82.1,5283,6732,78.5,1632,3657,44.6,29,29.2,30.9,-0.2,311,931,247,110,1225
Hull City,37,46.0,17093,21724,78.7,297745,101163,7529,8537,88.2,7658,8916,85.9,1438,3059,47.0,25,38.2,38.9,-13.2,385,1196,349,112,1434
Leeds United,28,46.0,22829,27268,83.7,379483,125664,10764,11890,90.5,10067,11346,88.7,1456,2704,53.8,65,67.7,64.6,-2.7,562,1839,486,81,2236
Luton Town,37,46.0,12033,17305,69.5,228425,98109,5075,6142,82.6,4936,6253,78.9,1602,3778,42.4,30,36.1,39.7,-6.1,375,1061,337,94,1311
Middlesbrough,33,46.0,21092,25398,83.0,358742,119228,9913,10882,91.1,9058,10213,88.7,1660,3156,52.6,46,49.0,45.4,-3.0,525,1644,441,63,2109
Millwall,34,46.0,11166,16497,67.7,209601,85482,4677,5829,80.2,4601,5941,77.4,1492,3561,41.9,31,37.4,36.2,-6.4,381,965,271,101,1327
Norwich City,35,46.0,21888,26188,83.6,365797,121268,10522,11450,91.9,9405,10575,88.9,1506,3005,50.1,55,49.6,46.5,5.4,401,1336,328,64,1610
Oxford United,34,46.0,13729,18679,73.5,255325,94555,5638,6563,85.9,6204,7477,83.0,1570,3700,42.4,36,32.2,27.0,3.8,321,907,186,61,1032
Plymouth Argyle,34,46.0,12584,17416,72.3,238901,91266,4995,5965,83.7,5925,7212,82.2,1431,3386,42.3,28,27.6,26.3,0.4,304,903,212,53,1133
Portsmouth,37,46.0,11670,17391,67.1,223793,91737,4850,6034,80.4,5104,6681,76.4,1467,3745,39.2,35,35.1,35.4,-0.1,335,1055,273,104,1241
Preston,28,46.0,14756,19861,74.3,271838,108243,6390,7482,85.4,6335,7667,82.6,1691,3675,46.0,35,40.7,38.2,-5.7,378,1149,287,78,1377
QPR,30,46.0,14888,19648,75.8,268502,100767,6534,7570,86.3,6393,7682,83.2,1591,3409,46.7,34,35.5,34.3,-1.5,384,928,242,79,1210
Sheffield Utd,33,46.0,17024,21569,78.9,306523,114773,7522,8535,88.1,7355,8550,86.0,1764,3434,51.4,38,46.4,46.4,-8.4,431,1318,334,62,1632
Sheffield Weds,28,46.0,14615,19367,75.5,256847,99507,6683,7754,86.2,5995,7286,82.3,1472,3112,47.3,43,47.2,47.9,-4.2,446,949,374,107,1507
Stoke City,32,46.0,14510,19226,75.5,263762,96110,6014,6954,86.5,6685,7947,84.1,1452,3328,43.6,29,35.1,31.1,-6.1,319,1052,256,60,1299
Sunderland,30,46.0,16603,20874,79.5,306199,104184,6465,7485,86.4,7940,8976,88.5,1721,3228,53.3,37,40.3,40.9,-3.3,441,1475,361,86,1837
Swansea City,26,46.0,19512,24361,80.1,345844,117837,8584,9637,89.1,8732,9968,87.6,1801,3643,49.4,35,43.2,45.8,-8.2,385,1409,316,129,1697
Watford,32,46.0,17157,21736,78.9,290767,105241,8309,9256,89.8,6878,8173,84.2,1488,3163,47.0,33,38.6,37.7,-5.6,384,1192,266,69,1434
West Brom,30,46.0,18953,23412,81.0,335804,113930,8293,9238,89.8,8577,9811,87.4,1692,3302,51.2,43,46.2,43.5,-3.2,449,1373,307,105,1655
