Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
vs Blackburn,33,50.9,46.0,26962,2446,8148,12098,6969,993,26958,772,308,39.9,405,52.5,14638,73946,36396,742,520,197,726,428,16433,1630
vs Bristol City,24,49.0,46.0,27036,3089,9982,11873,5437,933,27034,727,323,44.4,355,48.8,14605,72930,34787,686,444,200,668,400,16414,1433
vs Burnley,38,43.4,46.0,24078,2880,9081,10462,4771,772,24076,654,272,41.6,335,51.2,12648,61392,28693,557,401,141,649,364,14489,1178
vs Cardiff City,33,53.2,46.0,27697,2774,9341,12486,6105,960,27693,707,289,40.9,383,54.2,14826,77340,39212,712,489,205,768,430,17378,1626
vs Coventry City,26,45.7,46.0,24325,3065,9266,10089,5217,949,24324,641,271,42.3,329,51.3,12344,63919,31826,632,396,205,717,366,14208,1262
vs Derby County,33,56.2,46.0,27532,2625,8616,12927,6247,860,27529,715,301,42.1,366,51.2,14315,76030,38906,706,508,179,731,479,16710,1566
vs Hull City,37,50.0,46.0,27161,3066,9335,11403,6654,1147,27155,678,317,46.8,317,46.8,14581,73560,36347,800,503,256,696,393,17076,1715
vs Leeds United,28,38.7,46.0,22644,3236,9186,9697,3984,495,22640,684,305,44.6,332,48.5,11233,56250,26145,479,373,102,613,353,12824,1069
vs Luton Town,37,54.8,46.0,27316,3199,10150,11136,6268,915,27313,735,334,45.4,358,48.7,13991,72024,34559,699,479,197,777,395,16211,1491
vs Middlesbrough,33,44.6,46.0,25877,3115,9110,11198,5808,896,25877,707,289,40.9,372,52.6,13948,67857,32894,612,459,164,701,384,16078,1485
vs Millwall,34,57.0,46.0,27713,2783,9297,12427,6215,909,27709,724,295,40.7,383,52.9,14052,73467,35121,694,483,188,679,521,16760,1627
vs Norwich City,35,42.2,46.0,24311,2716,8040,10677,5863,929,24304,783,363,46.4,372,47.5,12528,64068,31342,691,447,225,662,402,14699,1454
vs Oxford United,34,56.4,46.0,29677,2598,9028,13857,7017,1145,29673,751,323,43.0,386,51.4,16735,83724,42992,834,532,222,710,378,19216,1858
vs Plymouth Argyle,34,57.6,46.0,29052,2457,8682,13030,7599,1306,29048,782,322,41.2,404,51.7,15293,78338,38581,805,539,234,774,446,18497,1801
vs Portsmouth,37,54.9,46.0,26912,3376,10787,10784,5585,1101,26908,692,328,47.4,314,45.4,13358,72455,36202,743,415,239,673,356,15657,1444
vs Preston,28,51.7,46.0,26653,2703,8883,12059,5992,904,26646,750,323,43.1,367,48.9,13675,72024,35210,711,457,186,715,434,16162,1502
vs QPR,30,53.5,46.0,28040,2745,8993,12220,7032,959,28037,665,274,41.2,349,52.5,14662,75333,35517,704,501,192,717,408,17787,1775
vs Sheffield Utd,33,48.6,46.0,25807,3073,9492,10634,5896,882,25802,684,283,41.4,353,51.6,13663,73605,35929,712,514,183,680,412,15753,1488
vs Sheffield Weds,28,51.8,46.0,26438,3140,9242,11802,5609,810,26432,698,292,41.8,352,50.4,14060,67971,32612,581,410,136,692,411,16227,1345
vs Stoke City,32,53.1,46.0,27082,2835,9186,11626,6495,1099,27077,670,312,46.6,298,44.5,14624,73744,36576,783,486,247,676,409,16924,1552
vs Sunderland,30,50.9,46.0,26890,3011,9264,11757,6126,861,26885,766,355,46.3,360,47.0,14920,73566,34343,629,448,161,631,410,16887,1489
vs Swansea City,26,42.4,46.0,23091,2989,8999,9319,5040,928,23087,695,316,45.5,324,46.6,11525,59613,28022,598,382,220,636,429,12995,1229
vs Watford,32,47.6,46.0,25161,2753,8069,11065,6251,936,25160,680,264,38.8,356,52.4,12874,67395,34332,686,482,167,653,361,15029,1508
vs West Brom,30,45.9,46.0,24953,2922,8624,10651,5910,834,24952,631,268,42.5,327,51.8,13255,66748,32421,646,424,164,657,366,15253,1451
