Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
vs Arouca,28,26.0,47.7,34,374,3060,34.0,47,28,75,38,9,9,86,4,46.6,40.0,31.3,71.3,488,1192,1.38,0.82,2.21,1.12,1.94,1.37,0.92,2.29,1.18,2.1
vs AVS Futebol,33,25.8,56.0,34,374,3060,34.0,59,43,102,56,3,4,62,1,55.0,51.7,39.8,91.6,573,1440,1.74,1.26,3.0,1.65,2.91,1.62,1.17,2.79,1.52,2.69
vs Benfica,35,25.8,42.0,34,374,3060,34.0,28,21,49,26,2,4,83,5,29.2,26.0,19.9,45.9,441,812,0.82,0.62,1.44,0.76,1.38,0.86,0.59,1.45,0.77,1.35
vs Boavista,32,25.8,59.7,34,374,3060,34.0,56,38,94,50,6,6,89,4,56.2,51.4,40.3,91.8,522,1535,1.65,1.12,2.76,1.47,2.59,1.65,1.19,2.84,1.51,2.7
vs Braga,35,25.9,43.2,34,374,3060,34.0,29,20,49,26,3,3,88,4,34.2,31.8,25.7,57.5,435,957,0.85,0.59,1.44,0.76,1.35,1.0,0.76,1.76,0.94,1.69
vs Casa Pia,32,25.7,53.3,34,374,3060,34.0,43,27,70,36,7,8,82,3,45.1,38.8,25.7,64.5,527,1311,1.26,0.79,2.06,1.06,1.85,1.33,0.76,2.08,1.14,1.9
vs Estoril,28,25.9,51.1,34,374,3060,34.0,53,40,93,46,7,8,61,3,58.2,52.0,42.1,94.1,509,1082,1.56,1.18,2.74,1.35,2.53,1.71,1.24,2.95,1.53,2.77
vs Estrela,40,25.7,55.2,34,374,3060,34.0,48,32,80,43,5,7,70,1,45.7,40.7,31.1,71.7,449,1216,1.41,0.94,2.35,1.26,2.21,1.34,0.91,2.26,1.2,2.11
vs Famalicão,31,26.0,49.6,34,374,3060,34.0,38,29,67,34,4,5,112,4,43.0,39.0,31.3,70.3,415,1099,1.12,0.85,1.97,1.0,1.85,1.27,0.92,2.19,1.15,2.07
vs Farense,37,25.8,58.7,34,374,3060,34.0,44,27,71,38,6,8,85,5,51.4,45.1,31.8,76.9,610,1414,1.29,0.79,2.09,1.12,1.91,1.51,0.94,2.45,1.33,2.26
vs Gil Vicente FC,34,25.8,49.4,34,374,3060,34.0,46,23,69,40,6,7,80,5,42.1,36.6,25.0,61.7,458,1320,1.35,0.68,2.03,1.18,1.85,1.24,0.74,1.97,1.08,1.81
vs Moreirense,31,25.9,52.5,34,374,3060,34.0,50,28,78,45,5,5,92,2,39.5,35.6,26.0,61.5,435,1335,1.47,0.82,2.29,1.32,2.15,1.16,0.76,1.93,1.05,1.81
vs Nacional,31,25.9,52.5,34,374,3060,34.0,50,31,81,41,9,11,80,3,48.2,39.7,32.1,71.7,524,1298,1.47,0.91,2.38,1.21,2.12,1.42,0.94,2.36,1.17,2.11
vs Porto,32,26.0,38.3,34,374,3060,34.0,29,18,47,23,6,8,97,14,30.4,24.2,19.5,43.7,332,794,0.85,0.53,1.38,0.68,1.21,0.89,0.57,1.47,0.71,1.28
vs Rio Ave,36,25.7,52.3,34,374,3060,34.0,50,36,86,47,3,3,75,2,54.4,52.1,40.7,92.8,544,1359,1.47,1.06,2.53,1.38,2.44,1.6,1.2,2.8,1.53,2.73
vs Santa Clara,25,25.8,55.4,34,374,3060,34.0,32,21,53,28,4,6,96,6,32.9,28.0,20.0,48.0,426,1282,0.94,0.62,1.56,0.82,1.44,0.97,0.59,1.56,0.82,1.41
vs Sporting CP,34,26.1,39.9,34,374,3060,34.0,25,16,41,21,4,4,107,4,23.4,20.3,15.5,35.8,355,844,0.74,0.47,1.21,0.62,1.09,0.69,0.45,1.14,0.6,1.05
vs Vitória,31,26.0,43.4,34,374,3060,34.0,37,21,58,32,5,7,100,4,32.4,27.2,19.4,46.7,364,935,1.09,0.62,1.71,0.94,1.56,0.95,0.57,1.52,0.8,1.37
