Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
vs Bari,30,26.4,38,3420,90,100,38.0,418,80,231,184,24,256,1.26,40,41,-1,-0.03,51.3,46.8,4.6,0.12
vs Brescia,26,26.3,38,3420,90,100,38.0,418,81,230,183,22,258,1.45,48,42,6,0.16,48.8,42.4,6.4,0.17
vs Carrarese,33,26.4,38,3420,90,100,38.0,418,79,229,185,23,261,1.5,49,39,10,0.26,49.3,40.1,9.2,0.24
vs Catanzaro,28,26.4,38,3420,90,100,38.0,418,81,237,180,19,264,1.08,45,51,-6,-0.16,51.8,39.8,12.0,0.32
vs Cesena,27,26.4,38,3420,90,100,38.0,418,80,233,184,22,253,1.32,47,46,1,0.03,47.6,43.1,4.5,0.12
vs Cittadella,33,26.5,38,3420,90,100,38.0,418,81,238,180,22,264,1.74,56,30,26,0.68,55.6,31.2,24.3,0.64
vs Cosenza,31,26.4,38,3420,90,100,38.0,418,79,232,181,23,263,1.76,56,32,24,0.63,49.2,45.7,3.5,0.09
vs Cremonese,29,26.5,38,3420,90,100,38.0,418,80,234,181,23,264,1.05,44,62,-18,-0.47,39.5,59.2,-19.7,-0.52
vs Frosinone,38,26.6,38,3420,90,100,38.0,418,79,234,181,22,266,1.45,50,37,13,0.34,49.1,43.2,5.8,0.15
vs Juve Stabia,29,26.4,38,3420,90,100,38.0,418,81,235,181,24,255,1.21,41,42,-1,-0.03,40.1,40.5,-0.4,-0.01
vs Mantova,26,26.3,38,3420,90,100,38.0,418,80,231,182,22,259,1.47,56,47,9,0.24,48.8,41.5,7.3,0.19
vs Modena,30,26.6,38,3420,90,100,38.0,418,80,236,180,24,262,1.42,50,48,2,0.05,45.5,42.8,2.7,0.07
vs Palermo,29,26.5,38,3420,90,100,38.0,418,82,236,183,20,265,1.37,43,52,-9,-0.24,46.2,56.7,-10.5,-0.28
vs Pisa,33,26.4,38,3420,90,100,38.0,418,79,228,183,23,261,0.82,36,64,-28,-0.74,35.4,55.7,-20.3,-0.53
vs Reggiana,30,26.6,38,3420,90,100,38.0,418,81,236,182,24,265,1.55,52,42,10,0.26,42.0,40.8,1.2,0.03
vs Salernitana,42,26.4,38,3420,90,100,38.0,418,79,232,184,21,261,1.66,47,37,10,0.26,48.7,41.9,6.8,0.18
vs Sampdoria,38,26.4,38,3420,90,100,38.0,418,79,241,173,20,267,1.47,49,38,11,0.29,46.8,44.9,1.9,0.05
vs Sassuolo,34,26.4,38,3420,90,100,38.0,418,80,232,185,21,250,0.66,38,78,-40,-1.05,40.3,54.5,-14.2,-0.37
vs Spezia,27,26.3,38,3420,90,100,38.0,418,81,233,181,22,253,0.87,33,59,-26,-0.68,35.9,65.4,-29.5,-0.78
vs Südtirol,32,26.4,38,3420,90,100,38.0,418,80,236,180,21,266,1.53,57,50,7,0.18,47.8,43.3,4.5,0.12
